Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,% of FG Ast'd,% of FG Ast'd,Dunks,Dunks,Corner 3s,Corner 3s,1/2 Court,1/2 Court,Unnamed: 29_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards
1.0,Trae Young,26.0,PG,76,76,2739,0.411,17.3,0.533,0.124,0.219,0.134,0.057,0.467,0.474,0.544,0.468,0.467,0.359,0.34,0.287,0.294,0.001,0,0.078,0.44,6,1,"CPOY-4,AS"
2.0,Dyson Daniels,21.0,SG,76,76,2571,0.493,10.4,0.745,0.284,0.377,0.078,0.007,0.255,0.545,0.676,0.486,0.389,0.167,0.34,0.517,0.938,0.054,45,0.217,0.431,6,0,"DPOY-2,MIP-1,DEF1"
3.0,Onyeka Okongwu,24.0,C,74,40,2064,0.567,7.9,0.784,0.48,0.263,0.038,0.003,0.216,0.634,0.738,0.472,0.5,0.0,0.324,0.768,1.0,0.145,91,0.534,0.354,1,0,
4.0,Zaccharie Risacher,19.0,SF,75,73,1843,0.458,13.5,0.558,0.28,0.216,0.033,0.03,0.442,0.54,0.651,0.458,0.308,0.348,0.355,0.732,0.975,0.095,67,0.41,0.433,0,0,ROY-2
5.0,Jalen Johnson,23.0,SF,36,36,1284,0.5,10.2,0.74,0.352,0.279,0.09,0.018,0.26,0.566,0.749,0.437,0.245,0.6,0.312,0.626,0.955,0.127,63,0.298,0.333,2,0,
6.0,Clint Capela,30.0,C,55,41,1176,0.559,3.0,0.997,0.638,0.323,0.033,0.003,0.003,0.56,0.643,0.429,0.308,0.0,0.0,0.775,,0.262,87,0.0,,0,0,
7.0,Vit Krejci,24.0,PG,57,16,1153,0.497,19.4,0.295,0.13,0.116,0.034,0.014,0.705,0.64,0.763,0.559,0.5,0.5,0.437,0.655,0.922,0.041,11,0.223,0.543,0,0,
8.0,De'Andre Hunter,27.0,SF,37,4,1064,0.461,16.4,0.498,0.144,0.199,0.1,0.055,0.502,0.531,0.662,0.449,0.49,0.556,0.393,0.685,0.938,0.045,18,0.259,0.391,1,0,6MOY-4
9.0,Garrison Mathews,28.0,SG,47,2,830,0.397,22.4,0.152,0.047,0.058,0.031,0.016,0.848,0.436,0.5,0.4,0.5,0.25,0.39,0.824,0.976,0.004,1,0.317,0.58,0,0,
10.0,Caris LeVert,30.0,SG,26,0,692,0.482,13.9,0.548,0.296,0.136,0.1,0.017,0.452,0.6,0.697,0.537,0.467,0.2,0.338,0.697,0.761,0.06,18,0.287,0.385,0,0,
11.0,Terance Mann,28.0,SG,30,1,682,0.541,13.6,0.596,0.225,0.22,0.106,0.046,0.404,0.646,0.816,0.583,0.435,0.6,0.386,0.512,0.941,0.069,14,0.523,0.391,0,0,
12.0,Georges Niang,31.0,PF,28,2,644,0.441,18.7,0.324,0.096,0.18,0.033,0.015,0.676,0.5,0.654,0.469,0.333,0.25,0.413,0.841,0.987,0.0,0,0.293,0.37,0,0,
13.0,Bogdan Bogdanović,32.0,SG,24,0,598,0.371,19.1,0.348,0.152,0.076,0.063,0.058,0.652,0.5,0.588,0.353,0.429,0.538,0.301,0.769,0.909,0.004,1,0.267,0.308,0,0,
14.0,Mouhamed Gueye,22.0,PF,33,28,533,0.421,13.3,0.526,0.339,0.129,0.053,0.006,0.474,0.567,0.655,0.364,0.556,0.0,0.259,0.824,1.0,0.17,25,0.593,0.25,0,0,
15.0,Keaton Wallace,25.0,PG,31,5,501,0.401,18.0,0.494,0.08,0.154,0.191,0.068,0.506,0.475,0.538,0.6,0.419,0.273,0.329,0.289,0.815,0.025,4,0.122,0.4,1,0,
16.0,Larry Nance Jr.,32.0,PF,24,3,463,0.516,15.0,0.51,0.239,0.206,0.045,0.019,0.49,0.582,0.703,0.469,0.571,0.333,0.447,0.848,0.971,0.135,16,0.342,0.423,2,0,
17.0,Dominick Barlow,21.0,PF,35,4,375,0.531,9.3,0.761,0.416,0.195,0.133,0.018,0.239,0.616,0.766,0.5,0.333,0.5,0.259,0.717,1.0,0.159,18,0.815,0.182,0,0,
18.0,David Roddy,23.0,PF,27,3,346,0.473,14.3,0.538,0.247,0.269,0.022,0.0,0.462,0.56,0.609,0.52,0.5,,0.372,0.893,0.875,0.022,2,0.302,0.538,0,0,
19.0,Kobe Bufkin,21.0,SG,10,0,124,0.383,14.2,0.596,0.255,0.191,0.106,0.043,0.404,0.5,0.417,0.778,0.2,0.5,0.211,0.429,1.0,0.0,0,0.316,0.167,1,0,
20.0,Daeqwon Plowden,26.0,SG,6,0,72,0.64,17.0,0.32,0.28,0.04,0.0,0.0,0.68,0.875,0.857,1.0,,,0.529,0.857,1.0,0.12,3,0.353,0.333,0,0,
21.0,Jacob Toppin,24.0,SF,1,0,27,0.5,18.0,0.333,0.167,0.083,0.083,0.0,0.667,0.25,0.0,1.0,0.0,,0.625,1.0,1.0,0.0,0,0.75,0.667,0,0,
,Team Totals,,,82,82,19781,0.472,14.5,0.59,0.257,0.228,0.077,0.027,0.41,0.552,0.676,0.473,0.422,0.398,0.358,0.622,0.815,0.072,484,0.277,0.405,20,1,
