Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Advanced,Advanced,Offense Four Factors,Offense Four Factors,Offense Four Factors,Offense Four Factors,Defense Four Factors,Defense Four Factors,Defense Four Factors,Defense Four Factors,Unnamed: 21_level_0,Unnamed: 22_level_0
Unnamed: 0_level_1,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance
Team,40,42,38,44,-1.13,-0.28,-1.41,114.6,115.7,102.6,0.252,0.41,0.546,13.2,26.3,0.196,0.56,13.8,76.0,0.202,State Farm Arena,657613
Lg Rank,16,14,18,18,18.0,23.0,19.0,18.0,19.0,3.0,8.0,19.0,17.0,23.0,10.0,10.0,28.0,5.0,9.0,22.0,,30
