Unnamed: 0,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Team,82.0,19780,3556,7528,0.472,1107,3089,0.358,2449,4439,0.552,1472,1900,0.775,974,2675,3649,2426,798,419,1273,1564,9691
Team/G,,241.2,43.4,91.8,0.472,13.5,37.7,0.358,29.9,54.1,0.552,18.0,23.2,0.775,11.9,32.6,44.5,29.6,9.7,5.1,15.5,19.1,118.2
Lg Rank,,14,6,5,14.0,14,15,18.0,8,9,13.0,3,4,18.0,9,23,14,2,2,12,26,22,5
Year/Year,,-0.4%,0.8%,-0.7%,0.007,-1.6%,-0.1%,-0.005,1.9%,-1.2%,0.017,-3.2%,-0.3%,-0.023,-4.9%,1.4%,-0.4%,11.3%,29.8%,13.6%,14.7%,2.8%,-0.1%
Opponent,82.0,19780,3562,7398,0.481,1169,3098,0.377,2393,4300,0.557,1491,1858,0.802,845,2735,3580,2315,755,403,1315,1563,9784
Opponent/G,,241.2,43.4,90.2,0.481,14.3,37.8,0.377,29.2,52.4,0.557,18.2,22.7,0.802,10.3,33.4,43.7,28.2,9.2,4.9,16.0,19.1,119.3
Lg Rank,,14,25,20,28.0,25,16,28.0,23,21,25.0,24,23,30.0,5,18,12,24,28,15,3,8,27
Year/Year,,-0.4%,-2.7%,0.1%,-0.013,1.9%,3.7%,-0.007,-4.7%,-2.4%,-0.013,5.2%,3.8%,0.011,-2.9%,-0.8%,-1.3%,0.0%,18.3%,-12.6%,13.6%,-1.9%,-1.0%
