Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
1,Paolo Banchero,21,7,7,262,13.2,28.9,0.456,3.1,7.7,0.4,10.1,21.1,0.477,0.51,7.2,9.5,0.755,2.7,8.9,11.6,5.4,1.5,0.8,6.2,2.7,36.6,104,101,
2,Franz Wagner,22,7,7,259,8.2,20.2,0.408,1.8,6.7,0.265,6.5,13.5,0.478,0.451,7.6,8.6,0.886,2.0,7.4,9.4,6.1,1.0,1.8,1.8,3.9,25.9,119,102,
3,Jalen Suggs,22,7,7,232,7.2,17.9,0.402,3.1,10.5,0.292,4.2,7.4,0.559,0.488,5.0,6.6,0.767,2.4,5.5,7.9,5.0,2.0,0.7,4.4,3.9,22.5,103,102,
4,Wendell Carter Jr.,24,7,5,185,5.2,12.9,0.404,1.9,6.9,0.28,3.3,6.0,0.545,0.479,2.2,3.0,0.727,2.5,9.6,12.1,2.5,1.4,1.1,1.4,5.5,14.5,110,101,
5,Gary Harris,29,6,6,159,2.6,8.9,0.286,2.2,7.0,0.318,0.3,1.9,0.167,0.411,0.6,0.6,1.0,1.6,2.2,3.8,1.3,2.2,1.0,0.6,5.7,8.0,100,103,
6,Jonathan Isaac,26,7,3,147,5.5,13.5,0.41,3.5,9.3,0.37,2.1,4.1,0.5,0.538,0.7,0.7,1.0,3.5,8.3,11.7,1.0,1.7,3.1,1.4,2.4,15.2,114,98,
7,Markelle Fultz,25,7,0,106,9.6,16.3,0.588,0.0,0.5,0.0,9.6,15.8,0.606,0.588,2.4,4.3,0.556,3.4,3.4,6.7,3.8,1.4,0.0,3.8,5.7,21.5,108,106,
8,Moritz Wagner,26,7,0,105,7.7,17.4,0.444,1.0,4.3,0.222,6.8,13.0,0.519,0.472,4.8,8.2,0.588,5.3,9.7,15.0,1.0,2.9,1.4,3.9,10.1,21.3,98,97,
9,Cole Anthony,23,7,0,103,6.4,20.2,0.317,1.0,6.4,0.154,5.4,13.8,0.393,0.341,3.9,4.4,0.889,1.0,6.4,7.4,4.4,2.0,0.5,2.5,7.9,17.7,88,102,
10,Joe Ingles,36,7,0,68,3.0,9.0,0.333,1.5,5.2,0.286,1.5,3.7,0.4,0.417,0.7,1.5,0.5,1.5,8.2,9.7,9.0,2.2,0.0,0.0,2.2,8.2,128,101,
11,Caleb Houstan,21,3,0,14,3.6,7.2,0.5,3.6,7.2,0.5,0.0,0.0,,0.75,0.0,0.0,,3.6,3.6,7.2,0.0,0.0,0.0,0.0,0.0,10.9,162,109,
12,Anthony Black,20,2,0,11,13.8,32.3,0.429,0.0,9.2,0.0,13.8,23.1,0.6,0.429,0.0,0.0,,4.6,4.6,9.2,9.2,4.6,0.0,4.6,4.6,27.7,94,98,
13,Goga Bitadze,24,2,0,10,0.0,10.1,0.0,0.0,0.0,,0.0,10.1,0.0,0.0,0.0,0.0,,5.1,10.1,15.2,10.1,0.0,0.0,5.1,0.0,0.0,52,105,
14,Jett Howard,20,2,0,10,10.1,15.2,0.667,5.1,5.1,1.0,5.1,10.1,0.5,0.833,0.0,0.0,,0.0,5.1,5.1,5.1,0.0,0.0,10.1,5.1,25.4,93,108,
15,Chuma Okeke,25,2,0,10,10.1,15.2,0.667,5.1,10.1,0.5,5.1,5.1,1.0,0.833,5.1,5.1,1.0,0.0,0.0,0.0,5.1,0.0,0.0,0.0,0.0,30.4,183,111,
