Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
1.0,Paolo Banchero,21.0,80,80,2799,640,1407,0.455,119,351,0.339,521,1056,0.493,0.497,405,559,0.725,82,472,554,431,71,47,247,153,1804,2,AS
2.0,Franz Wagner,22.0,72,72,2337,528,1096,0.482,94,334,0.281,434,762,0.57,0.525,271,319,0.85,72,309,381,269,76,28,137,168,1421,0,
3.0,Jalen Suggs,22.0,75,75,2025,336,714,0.471,153,385,0.397,183,329,0.556,0.578,118,156,0.756,48,181,229,205,106,47,132,205,943,0,"DPOY-10,DEF2"
4.0,Cole Anthony,23.0,81,0,1817,332,763,0.435,93,275,0.338,239,488,0.49,0.496,180,218,0.826,64,247,311,236,64,37,126,175,937,0,
5.0,Moritz Wagner,26.0,80,1,1415,332,552,0.601,38,115,0.33,294,437,0.673,0.636,166,204,0.814,117,230,347,96,39,21,97,160,868,0,
6.0,Wendell Carter Jr.,24.0,55,48,1406,223,425,0.525,64,171,0.374,159,254,0.626,0.6,93,134,0.694,112,269,381,95,35,28,68,121,603,0,
7.0,Gary Harris,29.0,54,27,1297,131,297,0.441,76,205,0.371,55,92,0.598,0.569,34,45,0.756,24,67,91,87,49,14,31,91,372,0,
8.0,Joe Ingles,36.0,68,0,1169,99,227,0.436,70,161,0.435,29,66,0.439,0.59,28,34,0.824,18,124,142,203,43,5,67,88,296,0,
9.0,Anthony Black,20.0,69,33,1164,115,247,0.466,37,94,0.394,78,153,0.51,0.54,49,80,0.613,33,106,139,91,35,21,56,110,316,0,
10.0,Goga Bitadze,24.0,62,33,957,126,209,0.603,2,14,0.143,124,195,0.636,0.608,57,87,0.655,109,177,286,79,32,72,44,107,311,0,
11.0,Jonathan Isaac,26.0,58,2,914,146,286,0.51,42,112,0.375,104,174,0.598,0.584,59,82,0.72,73,187,260,30,43,70,27,64,393,0,6MOY-9
12.0,Markelle Fultz,25.0,43,18,910,154,326,0.472,4,18,0.222,150,308,0.487,0.479,23,33,0.697,56,82,138,120,42,15,50,65,335,0,
13.0,Caleb Houstan,21.0,59,13,815,80,206,0.388,72,193,0.373,8,13,0.615,0.563,21,26,0.808,28,56,84,29,15,4,16,61,253,0,
14.0,Chuma Okeke,25.0,47,8,432,40,112,0.357,23,82,0.28,17,30,0.567,0.46,4,7,0.571,18,62,80,20,9,7,16,19,107,0,
15.0,Trevelin Queen,26.0,14,0,165,14,38,0.368,3,17,0.176,11,21,0.524,0.408,9,12,0.75,3,17,20,18,7,5,7,15,40,0,
16.0,Admiral Schofield,26.0,23,0,84,10,26,0.385,6,16,0.375,4,10,0.4,0.5,0,2,0.0,3,14,17,7,1,0,5,9,26,0,
17.0,Jett Howard,20.0,18,0,67,10,30,0.333,7,25,0.28,3,5,0.6,0.45,2,4,0.5,1,6,7,6,2,2,3,4,29,0,
18.0,Kevon Harris,26.0,2,0,6,2,3,0.667,0,0,,2,3,0.667,0.667,0,0,,0,2,2,1,0,0,1,3,4,0,
,Team Totals,,82,82,19779,3318,6964,0.476,903,2568,0.352,2415,4396,0.549,0.541,1519,2002,0.759,861,2608,3469,2023,669,423,1130,1618,9058,2,
