Rk,Player,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
1,Paolo Banchero,21,PF,7,7,262,9.3,20.5,0.456,2.2,5.5,0.4,7.1,15.0,0.477,0.51,5.1,6.7,0.755,1.9,6.3,8.2,3.8,1.1,0.5,4.4,1.9,26.0,
2,Franz Wagner,22,SF,7,7,259,5.8,14.3,0.408,1.3,4.7,0.265,4.6,9.6,0.478,0.451,5.4,6.1,0.886,1.4,5.3,6.7,4.3,0.7,1.3,1.3,2.8,18.3,
3,Jalen Suggs,22,SG,7,7,232,5.1,12.7,0.402,2.2,7.4,0.292,2.9,5.3,0.559,0.488,3.6,4.7,0.767,1.7,3.9,5.6,3.6,1.4,0.5,3.1,2.8,16.0,
4,Wendell Carter Jr.,24,C,7,5,185,3.7,9.1,0.404,1.4,4.9,0.28,2.3,4.3,0.545,0.479,1.6,2.1,0.727,1.8,6.8,8.6,1.8,1.0,0.8,1.0,3.9,10.3,
5,Gary Harris,29,SG,6,6,159,1.8,6.3,0.286,1.6,5.0,0.318,0.2,1.4,0.167,0.411,0.5,0.5,1.0,1.1,1.6,2.7,0.9,1.6,0.7,0.5,4.1,5.7,
6,Jonathan Isaac,26,PF,7,3,147,3.9,9.6,0.41,2.4,6.6,0.37,1.5,2.9,0.5,0.538,0.5,0.5,1.0,2.4,5.9,8.3,0.7,1.2,2.2,1.0,1.7,10.8,
7,Markelle Fultz,25,PG,7,0,106,6.8,11.5,0.588,0.0,0.3,0.0,6.8,11.2,0.606,0.588,1.7,3.1,0.556,2.4,2.4,4.8,2.7,1.0,0.0,2.7,4.1,15.3,
8,Moritz Wagner,26,C,7,0,105,5.5,12.3,0.444,0.7,3.1,0.222,4.8,9.3,0.519,0.472,3.4,5.8,0.588,3.8,6.9,10.6,0.7,2.1,1.0,2.7,7.2,15.1,
9,Cole Anthony,23,PG,7,0,103,4.5,14.3,0.317,0.7,4.5,0.154,3.8,9.8,0.393,0.341,2.8,3.1,0.889,0.7,4.5,5.2,3.1,1.4,0.3,1.7,5.6,12.6,
10,Joe Ingles,36,SF,7,0,68,2.1,6.4,0.333,1.1,3.7,0.286,1.1,2.6,0.4,0.417,0.5,1.1,0.5,1.1,5.8,6.9,6.4,1.6,0.0,0.0,1.6,5.8,
11,Caleb Houstan,21,SF,3,0,14,2.6,5.1,0.5,2.6,5.1,0.5,0.0,0.0,,0.75,0.0,0.0,,2.6,2.6,5.1,0.0,0.0,0.0,0.0,0.0,7.7,
12,Anthony Black,20,PG,2,0,11,9.8,22.9,0.429,0.0,6.5,0.0,9.8,16.4,0.6,0.429,0.0,0.0,,3.3,3.3,6.5,6.5,3.3,0.0,3.3,3.3,19.6,
13,Goga Bitadze,24,C,2,0,10,0.0,7.2,0.0,0.0,0.0,,0.0,7.2,0.0,0.0,0.0,0.0,,3.6,7.2,10.8,7.2,0.0,0.0,3.6,0.0,0.0,
14,Jett Howard,20,SF,2,0,10,7.2,10.8,0.667,3.6,3.6,1.0,3.6,7.2,0.5,0.833,0.0,0.0,,0.0,3.6,3.6,3.6,0.0,0.0,7.2,3.6,18.0,
15,Chuma Okeke,25,SF,2,0,10,7.2,10.8,0.667,3.6,7.2,0.5,3.6,3.6,1.0,0.833,3.6,3.6,1.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,21.6,
