Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,% of FG Ast'd,% of FG Ast'd,Dunks,Dunks,Corner 3s,Corner 3s,1/2 Court,1/2 Court,Unnamed: 29_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards
1.0,Reggie Jackson,31.0,SG,75,75,2337,0.392,16.1,0.581,0.143,0.188,0.106,0.138,0.419,0.439,0.634,0.443,0.349,0.302,0.326,0.202,0.575,0.011,10,0.186,0.358,2,0,
2.0,Terance Mann,25.0,SF,81,33,2317,0.484,12.1,0.699,0.312,0.178,0.133,0.068,0.301,0.535,0.693,0.455,0.402,0.298,0.365,0.516,0.829,0.097,56,0.385,0.363,5,0,
3.0,Luke Kennard,25.0,SG,70,13,1919,0.449,20.5,0.338,0.05,0.086,0.121,0.08,0.662,0.449,0.625,0.455,0.416,0.392,0.449,0.66,0.911,0.0,0,0.139,0.475,0,0,6MOY-5
4.0,Ivica Zubac,24.0,C,76,76,1852,0.626,3.4,1.0,0.572,0.378,0.032,0.006,0.0,0.626,0.714,0.508,0.5,0.333,,0.706,,0.242,108,,,0,0,
5.0,Amir Coffey,24.0,SG,69,30,1567,0.453,16.8,0.455,0.165,0.167,0.077,0.045,0.545,0.542,0.779,0.449,0.417,0.238,0.378,0.591,0.938,0.034,14,0.291,0.365,1,0,
6.0,Marcus Morris,32.0,PF,54,54,1564,0.434,17.6,0.602,0.046,0.145,0.24,0.171,0.398,0.478,0.688,0.49,0.47,0.424,0.367,0.327,0.901,0.001,0,0.215,0.373,2,0,
7.0,Nicolas Batum,33.0,PF,59,54,1462,0.463,19.5,0.302,0.116,0.041,0.057,0.075,0.698,0.607,0.822,0.375,0.636,0.379,0.4,0.803,0.944,0.044,13,0.307,0.47,0,0,
8.0,Eric Bledsoe,32.0,PG,54,29,1361,0.421,14.0,0.652,0.226,0.19,0.107,0.12,0.348,0.479,0.623,0.449,0.44,0.286,0.313,0.295,0.902,0.002,1,0.123,0.35,2,0,
9.0,Isaiah Hartenstein,23.0,C,68,0,1216,0.626,5.8,0.918,0.454,0.361,0.093,0.0,0.082,0.64,0.759,0.523,0.559,,0.467,0.744,0.857,0.197,66,0.2,0.333,0,0,
10.0,Paul George,31.0,PF,31,31,1077,0.421,16.1,0.596,0.14,0.118,0.156,0.164,0.404,0.467,0.674,0.333,0.455,0.394,0.354,0.209,0.484,0.017,9,0.148,0.553,0,0,
11.0,Brandon Boston Jr.,20.0,SG,51,0,760,0.385,14.7,0.658,0.258,0.126,0.123,0.151,0.342,0.425,0.631,0.122,0.45,0.306,0.306,0.615,0.588,0.062,15,0.207,0.391,3,0,
