Unnamed: 0,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Team,82.0,19780,3285,7170,0.458,1047,2802,0.374,2238,4368,0.512,1273,1606,0.793,747,2860,3607,1969,608,406,1126,1528,8890
Team/G,,241.2,40.1,87.4,0.458,12.8,34.2,0.374,27.3,53.3,0.512,15.5,19.6,0.793,9.1,34.9,44.0,24.0,7.4,5.0,13.7,18.6,108.4
Lg Rank,,13,20,17,21.0,12,20,3.0,19,14,25.0,27,30,9.0,26,10,19,16,15,8,14,6,23
Year/Year,,0.5%,-4.1%,0.9%,-0.024,-10.5%,-1.5%,-0.037,-0.9%,2.4%,-0.017,-4.0%,1.7%,-0.047,-3.3%,0.4%,-0.4%,-1.5%,4.9%,20.8%,4.1%,-3.0%,-4.9%
Opponent,82.0,19780,3343,7432,0.45,958,2780,0.345,2385,4652,0.513,1244,1606,0.775,984,2881,3865,1975,631,339,1113,1515,8888
Opponent/G,,241.2,40.8,90.6,0.45,11.7,33.9,0.345,29.1,56.7,0.513,15.2,19.6,0.775,12.0,35.1,47.1,24.1,7.7,4.1,13.6,18.5,108.4
Lg Rank,,13,16,29,6.0,5,9,7.0,22,28,4.0,4,3,16.0,30,23,28,11,18,6,15,26,11
Year/Year,,0.5%,1.7%,4.9%,-0.014,1.0%,4.3%,-0.011,2.0%,5.2%,-0.016,-5.6%,-5.3%,-0.002,31.1%,9.7%,14.4%,5.1%,8.6%,-2.1%,5.7%,2.1%,0.5%
