Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
1.0,Toumani Camara,24.0,78,78,2548,328,716,0.458,135,360,0.375,193,356,0.542,0.552,91,126,0.722,173,277,450,175,116,50,109,230,882,0,"DPOY-9,DEF2"
2.0,Anfernee Simons,25.0,70,70,2292,479,1125,0.426,215,593,0.363,264,532,0.496,0.521,175,194,0.902,25,164,189,337,60,5,143,117,1348,0,
3.0,Shaedon Sharpe,21.0,72,52,2252,499,1104,0.452,147,472,0.311,352,632,0.557,0.519,190,242,0.785,68,256,324,198,62,16,150,120,1335,0,
4.0,Deni Avdija,24.0,72,54,2161,402,844,0.476,125,342,0.365,277,502,0.552,0.55,290,372,0.78,110,412,522,281,71,35,196,171,1219,2,
5.0,Scoot Henderson,20.0,66,10,1759,287,685,0.419,105,297,0.354,182,388,0.469,0.496,158,206,0.767,52,146,198,335,68,13,177,181,837,0,
6.0,Jerami Grant,30.0,47,47,1524,214,574,0.373,108,296,0.365,106,278,0.381,0.467,141,166,0.849,26,137,163,101,41,46,65,109,677,0,
7.0,Donovan Clingan,20.0,67,37,1324,180,334,0.539,14,49,0.286,166,285,0.582,0.56,62,104,0.596,217,310,527,77,34,110,72,189,436,0,
8.0,Deandre Ayton,26.0,40,40,1206,265,468,0.566,6,32,0.188,259,436,0.594,0.573,40,60,0.667,124,282,406,64,31,39,69,88,576,0,
9.0,Dalano Banton,25.0,67,7,1120,198,507,0.391,72,222,0.324,126,285,0.442,0.462,91,125,0.728,30,105,135,160,43,34,86,58,559,0,
10.0,Kris Murray,24.0,69,6,1040,117,279,0.419,27,120,0.225,90,159,0.566,0.468,26,57,0.456,76,106,182,68,35,17,43,66,287,0,
11.0,Jabari Walker,22.0,60,1,749,118,229,0.515,28,72,0.389,90,157,0.573,0.576,49,71,0.69,59,152,211,37,33,6,34,87,313,0,
12.0,Duop Reath,28.0,46,0,469,70,166,0.422,34,106,0.321,36,60,0.6,0.524,20,22,0.909,44,48,92,26,12,14,16,41,194,0,
13.0,Rayan Rupert,20.0,52,0,460,58,142,0.408,16,59,0.271,42,83,0.506,0.465,23,30,0.767,26,44,70,25,16,4,30,37,155,0,
14.0,Robert Williams,27.0,20,3,351,50,78,0.641,1,3,0.333,49,75,0.653,0.647,15,17,0.882,35,83,118,21,13,33,17,31,116,0,
15.0,Matisse Thybulle,27.0,15,5,312,42,88,0.477,21,48,0.438,21,40,0.525,0.597,7,15,0.467,14,38,52,28,33,9,13,14,112,0,
16.0,Justin Minaya,25.0,19,0,101,8,21,0.381,2,10,0.2,6,11,0.545,0.429,0,2,0.0,5,5,10,7,6,1,5,12,18,0,
17.0,Sidy Cissoko,20.0,5,0,60,4,12,0.333,0,6,0.0,4,6,0.667,0.333,2,3,0.667,5,6,11,9,1,1,9,4,10,0,
18.0,Bryce McGowens,22.0,13,0,32,4,14,0.286,0,4,0.0,4,10,0.4,0.286,5,6,0.833,2,1,3,2,1,0,4,3,13,0,
19.0,Taze Moore,26.0,2,0,20,2,10,0.2,1,4,0.25,1,6,0.167,0.25,1,2,0.5,4,4,8,1,2,0,2,0,6,0,
,Team Totals,,82,82,19780,3325,7396,0.45,1057,3095,0.342,2268,4301,0.527,0.521,1386,1820,0.762,1095,2576,3671,1952,678,433,1240,1558,9093,2,
