Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Added,Added,Unnamed: 25_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add,Awards
1.0,Deni Avdija,24.0,SF,72,54,2161,0.476,0.552,0.365,0.55,0.78,0.605,0.441,0.405,102,101,101,101,100,105,181,96,12.3,57.8,
2.0,Deandre Ayton,26.0,C,40,40,1206,0.566,0.594,0.188,0.573,0.667,0.583,0.128,0.068,121,109,52,105,85,101,53,16,27.7,6.3,
3.0,Dalano Banton,25.0,PG,67,7,1120,0.391,0.442,0.324,0.462,0.728,0.497,0.247,0.438,84,81,90,85,93,86,102,104,-82.7,-88.6,
4.0,Toumani Camara,24.0,PF,78,78,2548,0.458,0.542,0.375,0.552,0.722,0.572,0.176,0.503,98,99,104,102,93,99,72,119,13.3,-7.0,"DPOY-9,DEF2"
5.0,Sidy Cissoko,20.0,SF,5,0,60,0.333,0.667,0.0,0.333,0.667,0.375,0.25,0.5,71,122,0,61,85,65,103,119,-5.0,-5.3,
6.0,Donovan Clingan,20.0,C,67,37,1324,0.539,0.582,0.286,0.56,0.596,0.574,0.311,0.147,115,107,79,103,76,100,128,35,11.2,-1.6,
7.0,Jerami Grant,30.0,PF,47,47,1524,0.373,0.381,0.365,0.467,0.849,0.523,0.289,0.516,80,70,101,86,109,91,119,122,-87.4,-68.6,
8.0,Scoot Henderson,20.0,PG,66,10,1759,0.419,0.469,0.354,0.496,0.767,0.54,0.301,0.434,90,86,98,91,98,94,124,103,-65.0,-56.8,
9.0,Bryce McGowens,22.0,SG,13,0,32,0.286,0.4,0.0,0.286,0.833,0.391,0.429,0.286,61,73,0,53,107,68,176,68,-7.2,-6.2,
10.0,Justin Minaya,25.0,SF,19,0,101,0.381,0.545,0.2,0.429,0.0,0.411,0.095,0.476,82,100,56,79,0,71,39,113,-4.8,-7.2,
11.0,Taze Moore,26.0,SG,2,0,20,0.2,0.167,0.25,0.25,0.5,0.276,0.2,0.4,43,31,69,46,64,48,82,95,-5.9,-6.5,
12.0,Kris Murray,24.0,SF,69,6,1040,0.419,0.566,0.225,0.468,0.456,0.472,0.204,0.43,90,104,62,86,58,82,84,102,-42.0,-63.4,
13.0,Duop Reath,28.0,C,46,0,469,0.422,0.6,0.321,0.524,0.909,0.552,0.133,0.639,90,110,89,97,117,96,55,152,-6.3,-8.4,
14.0,Rayan Rupert,20.0,SG,52,0,460,0.408,0.506,0.271,0.465,0.767,0.499,0.211,0.415,87,93,75,86,98,87,87,99,-22.2,-23.8,
15.0,Shaedon Sharpe,21.0,SG,72,52,2252,0.452,0.557,0.311,0.519,0.785,0.551,0.219,0.428,97,102,86,95,101,96,90,102,-54.1,-59.9,
16.0,Anfernee Simons,25.0,SG,70,70,2292,0.426,0.496,0.363,0.521,0.902,0.557,0.172,0.527,91,91,101,96,116,97,71,125,-48.9,-46.8,
17.0,Matisse Thybulle,27.0,SG,15,5,312,0.477,0.525,0.438,0.597,0.467,0.592,0.17,0.545,102,96,121,110,60,103,70,130,9.4,3.0,
18.0,Jabari Walker,22.0,PF,60,1,749,0.515,0.573,0.389,0.576,0.69,0.601,0.31,0.314,110,105,108,106,88,104,128,75,15.3,13.1,
19.0,Robert Williams,27.0,C,20,3,351,0.641,0.653,0.333,0.647,0.882,0.679,0.218,0.038,137,120,93,119,113,118,90,9,16.3,17.5,
,Team Totals,,,82,82,19780,0.45,0.527,0.342,0.521,0.762,0.555,0.246,0.418,96,97,95,96,98,96,101,99,-326.0,-352.4,
