Rk,Player,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
1,Cade Cunningham,23,PG,6,6,248,8.0,18.7,0.426,0.7,4.1,0.179,7.3,14.7,0.495,0.446,5.1,6.1,0.833,0.9,6.4,7.3,7.5,1.6,1.2,4.6,2.9,21.8,
2,Tobias Harris,32,PF,6,6,233,5.3,11.0,0.479,1.5,3.6,0.435,3.7,7.4,0.5,0.549,2.5,2.5,1.0,1.2,5.9,7.1,0.5,0.9,1.1,0.9,2.5,14.5,
3,Jalen Duren,21,C,6,6,203,4.6,7.1,0.65,0.0,0.0,,4.6,7.1,0.65,0.65,3.4,4.1,0.826,4.6,6.7,11.3,3.7,0.4,1.8,1.8,4.6,12.6,
4,Tim Hardaway Jr.,32,SG,6,6,188,4.6,13.6,0.338,3.1,10.0,0.308,1.5,3.6,0.421,0.451,1.5,1.9,0.8,0.4,2.9,3.3,1.3,0.4,0.0,1.7,1.9,13.8,
5,Dennis Schröder,31,PG,6,0,164,5.7,11.6,0.491,2.2,4.6,0.476,3.5,7.0,0.5,0.585,2.9,3.5,0.813,0.9,2.2,3.1,4.8,1.5,0.2,1.5,2.6,16.5,
6,Malik Beasley,28,SG,6,0,163,6.2,16.6,0.373,4.4,13.0,0.339,1.8,3.5,0.5,0.507,1.8,1.8,1.0,0.2,3.1,3.3,1.5,0.7,0.2,1.5,2.2,18.6,
7,Ausar Thompson,22,SF,6,6,135,6.4,11.2,0.571,0.0,0.5,0.0,6.4,10.7,0.6,0.571,5.6,9.6,0.583,2.1,6.1,8.3,1.6,1.9,1.3,2.9,6.7,18.4,
8,Paul Reed,25,C,5,0,53,3.4,5.4,0.625,0.0,0.0,,3.4,5.4,0.625,0.625,2.7,4.1,0.667,4.8,5.4,10.2,0.7,3.4,2.0,3.4,5.4,9.5,
9,Ron Holland,19,SF,5,0,34,0.0,5.3,0.0,0.0,3.2,0.0,0.0,2.1,0.0,0.0,9.5,10.6,0.9,3.2,3.2,6.4,0.0,0.0,1.1,6.4,5.3,9.5,
10,Isaiah Stewart,23,C,1,0,19,1.9,3.8,0.5,0.0,0.0,,1.9,3.8,0.5,0.5,0.0,0.0,,1.9,7.6,9.5,1.9,0.0,3.8,0.0,9.5,3.8,
