Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,% of FG Ast'd,% of FG Ast'd,Dunks,Dunks,Corner 3s,Corner 3s,1/2 Court,1/2 Court,Unnamed: 29_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards
1.0,Cade Cunningham,23.0,PG,70,70,2452,0.469,12.6,0.713,0.167,0.362,0.129,0.056,0.287,0.515,0.605,0.497,0.479,0.444,0.356,0.228,0.57,0.033,39,0.048,0.4,4,0,"MVP-7,AS,NBA3"
2.0,Tobias Harris,32.0,PF,73,73,2305,0.477,13.1,0.672,0.168,0.293,0.168,0.043,0.328,0.542,0.77,0.475,0.489,0.314,0.345,0.539,0.934,0.075,56,0.447,0.39,0,0,
3.0,Malik Beasley,28.0,SG,82,18,2283,0.43,20.8,0.285,0.057,0.132,0.055,0.041,0.715,0.466,0.656,0.447,0.356,0.409,0.416,0.634,0.937,0.022,20,0.209,0.531,2,0,6MOY-2
4.0,Tim Hardaway Jr.,32.0,SG,77,77,2153,0.406,20.2,0.328,0.082,0.1,0.072,0.074,0.672,0.484,0.679,0.485,0.469,0.28,0.368,0.815,0.923,0.016,8,0.241,0.373,0,0,
5.0,Jalen Duren,21.0,C,78,78,2034,0.692,2.5,1.0,0.663,0.332,0.004,0.002,0.0,0.692,0.76,0.558,0.5,1.0,,0.624,,0.441,219,,,0,0,
6.0,Isaiah Stewart,23.0,C,72,4,1434,0.559,7.2,0.832,0.438,0.346,0.041,0.006,0.168,0.607,0.681,0.523,0.615,0.0,0.321,0.73,1.0,0.111,35,0.17,0.333,0,0,
7.0,Ausar Thompson,22.0,SF,59,48,1328,0.535,6.0,0.893,0.498,0.352,0.033,0.011,0.107,0.572,0.69,0.451,0.2,0.2,0.224,0.621,1.0,0.272,107,0.51,0.24,4,0,
8.0,Ron Holland,19.0,SF,81,2,1266,0.474,12.1,0.637,0.296,0.288,0.038,0.014,0.363,0.608,0.691,0.55,0.5,0.333,0.238,0.596,1.0,0.091,34,0.483,0.205,3,0,
9.0,Simone Fontecchio,29.0,SF,75,0,1237,0.402,17.7,0.391,0.164,0.15,0.032,0.046,0.609,0.507,0.623,0.429,0.5,0.353,0.335,0.649,1.0,0.035,11,0.361,0.28,2,0,
10.0,Jaden Ivey,22.0,SG,30,30,898,0.46,13.7,0.627,0.245,0.245,0.094,0.044,0.373,0.49,0.644,0.426,0.333,0.333,0.409,0.425,0.746,0.024,9,0.208,0.344,3,0,
11.0,Marcus Sasser,24.0,PG,57,1,811,0.463,17.5,0.486,0.128,0.155,0.118,0.084,0.514,0.549,0.789,0.435,0.514,0.44,0.382,0.418,0.586,0.0,0,0.151,0.391,0,0,
12.0,Dennis Schröder,31.0,PG,28,8,705,0.378,16.0,0.578,0.155,0.203,0.131,0.088,0.422,0.434,0.59,0.431,0.424,0.182,0.302,0.238,0.75,0.0,0,0.113,0.5,2,0,
13.0,Paul Reed,25.0,C,45,0,438,0.507,9.6,0.803,0.359,0.254,0.155,0.035,0.197,0.561,0.765,0.389,0.318,0.8,0.286,0.688,1.0,0.141,18,0.179,0.2,0,0,
14.0,Wendell Moore Jr.,23.0,SG,20,1,219,0.46,10.6,0.72,0.4,0.18,0.08,0.06,0.28,0.528,0.65,0.444,0.25,0.333,0.286,0.684,0.75,0.02,1,0.643,0.333,0,0,
15.0,Lindy Waters III,27.0,SG,14,0,123,0.364,23.2,0.136,0.068,0.0,0.023,0.045,0.864,0.167,0.0,,1.0,0.0,0.395,1.0,0.933,0.023,0,0.289,0.545,0,0,
16.0,Bobi Klintman,21.0,SF,8,0,42,0.6,17.4,0.5,0.2,0.1,0.1,0.1,0.5,0.8,1.0,1.0,0.0,1.0,0.4,0.75,1.0,0.1,1,0.4,0.5,0,0,
17.0,Daniss Jenkins,23.0,PG,7,0,23,0.3,18.5,0.3,0.3,0.0,0.0,0.0,0.7,0.667,0.667,,,,0.143,0.0,0.0,0.0,0,0.143,0.0,0,0,
18.0,Tolu Smith,24.0,PF,1,0,22,0.667,1.6,1.0,0.889,0.111,0.0,0.0,0.0,0.667,0.75,0.0,,,,0.667,,0.0,0,,,0,0,
19.0,Ron Harper Jr.,24.0,SF,1,0,17,0.125,20.4,0.25,0.125,0.125,0.0,0.0,0.75,0.5,0.0,1.0,,,0.0,1.0,,0.0,0,0.5,0.0,0,0,
20.0,Cole Swider,25.0,SF,2,0,13,0.0,25.4,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,0.0,,,0.0,0,0.2,0.0,0,0,
21.0,Alondes Williams,25.0,SG,1,0,4,1.0,13.5,0.5,0.5,0.0,0.0,0.0,0.5,1.0,1.0,,,,1.0,0.0,1.0,0.0,0,0.0,,0,0,
,Team Totals,,,82,82,19807,0.476,14.3,0.606,0.227,0.251,0.085,0.043,0.394,0.55,0.693,0.485,0.449,0.366,0.362,0.517,0.853,0.085,558,0.24,0.379,20,0,
