Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,Awards
1.0,Malik Beasley,28.0,SG,6,0,163,0.373,0.5,0.339,0.507,1.0,0.535,0.107,0.787,80,92,94.0,93,128.0,93,44,187,
2.0,Cade Cunningham,23.0,PG,6,6,248,0.426,0.495,0.179,0.446,0.833,0.509,0.326,0.217,91,91,50.0,82,107.0,88,134,52,
3.0,Jalen Duren,21.0,C,6,6,203,0.65,0.65,,0.65,0.826,0.708,0.575,0.0,139,119,,120,106.0,123,237,0,
4.0,Tim Hardaway Jr.,32.0,SG,6,6,188,0.338,0.421,0.308,0.451,0.8,0.477,0.141,0.732,72,77,85.0,83,103.0,83,58,174,
5.0,Tobias Harris,32.0,PF,6,6,233,0.479,0.5,0.435,0.549,1.0,0.602,0.225,0.324,102,92,121.0,101,128.0,105,93,77,
6.0,Ron Holland,19.0,SF,5,0,34,0.0,0.0,0.0,0.0,0.9,0.479,2.0,0.6,0,0,0.0,0,115.0,83,824,142,
7.0,Paul Reed,25.0,C,5,0,53,0.625,0.625,,0.625,0.667,0.658,0.75,0.0,134,115,,115,85.0,114,309,0,
8.0,Dennis Schröder,31.0,PG,6,0,164,0.491,0.5,0.476,0.585,0.813,0.625,0.302,0.396,105,92,132.0,108,104.0,108,124,94,
9.0,Isaiah Stewart,23.0,C,1,0,19,0.5,0.5,,0.5,,0.5,0.0,0.0,107,92,,92,,87,0,0,
10.0,Ausar Thompson,22.0,SF,6,6,135,0.571,0.6,0.0,0.571,0.583,0.596,0.857,0.048,122,110,0.0,105,75.0,104,353,11,
,Team Totals,,,6,6,1440,0.45,0.526,0.324,0.511,0.796,0.562,0.337,0.379,96,96,90.0,94,102.0,98,139,90,
