Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss,+/- Per 100 Poss,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards
1.0,Cade Cunningham,23.0,PG,6,6,248,50,50,0,0,0,-0.8,9.9,12,13,9,5,18,1,125,2,14,
2.0,Tobias Harris,32.0,PF,6,6,233,0,0,0,94,6,-5.9,-19.3,1,4,6,0,10,0,7,4,4,
3.0,Jalen Duren,21.0,C,6,6,203,0,0,0,0,100,-6.2,-13.2,4,3,11,3,10,0,50,3,5,
4.0,Tim Hardaway Jr.,32.0,SG,6,6,188,0,46,44,10,0,0.4,7.0,5,1,6,2,3,0,19,2,1,
5.0,Dennis Schröder,31.0,PG,6,0,164,100,0,0,0,0,-4.2,-4.9,4,2,5,1,4,2,51,0,1,
6.0,Malik Beasley,28.0,SG,6,0,163,0,47,53,0,0,-7.6,-13.3,3,3,0,1,2,2,17,0,1,
7.0,Ausar Thompson,22.0,SF,6,6,135,0,0,73,27,0,5.8,14.8,5,4,5,2,14,0,16,2,6,
8.0,Paul Reed,25.0,C,5,0,53,0,0,0,1,99,8.2,12.7,2,3,3,0,3,0,2,0,0,
9.0,Ron Holland,19.0,SF,5,0,34,0,0,61,39,0,-1.4,0.9,4,0,1,1,4,0,0,0,2,
10.0,Isaiah Stewart,23.0,C,1,0,19,0,0,0,0,100,22.8,26.8,0,0,2,0,0,0,3,0,0,
,Team Totals,,,6,6,1440,20,20,20,20,20,-2.1,-2.2,40,33,48,15,68,5,290,13,34,
