Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
1,Cade Cunningham,23,6,6,248,10.9,25.7,0.426,1.0,5.6,0.179,10.0,20.1,0.495,0.446,7.0,8.4,0.833,1.2,8.8,10.0,10.3,2.2,1.6,6.4,4.0,29.9,102,108,
2,Tobias Harris,32,6,6,233,7.2,15.0,0.479,2.1,4.9,0.435,5.1,10.2,0.5,0.549,3.4,3.4,1.0,1.7,8.0,9.7,0.6,1.3,1.5,1.3,3.4,19.9,122,111,
3,Jalen Duren,21,6,6,203,6.3,9.7,0.65,0.0,0.0,,6.3,9.7,0.65,0.65,4.6,5.6,0.826,6.3,9.2,15.6,5.1,0.5,2.4,2.4,6.3,17.3,141,111,
4,Tim Hardaway Jr.,32,6,6,188,6.3,18.6,0.338,4.2,13.7,0.308,2.1,5.0,0.421,0.451,2.1,2.6,0.8,0.5,3.9,4.5,1.8,0.5,0.0,2.4,2.6,18.9,95,117,
5,Dennis Schröder,31,6,0,164,7.8,16.0,0.491,3.0,6.3,0.476,4.8,9.6,0.5,0.585,3.9,4.8,0.813,1.2,3.0,4.2,6.6,2.1,0.3,2.1,3.6,22.6,128,114,
6,Malik Beasley,28,6,0,163,8.5,22.7,0.373,6.1,17.9,0.339,2.4,4.8,0.5,0.507,2.4,2.4,1.0,0.3,4.2,4.5,2.1,0.9,0.3,2.1,3.0,25.4,107,115,
7,Ausar Thompson,22,6,6,135,8.8,15.4,0.571,0.0,0.7,0.0,8.8,14.6,0.6,0.571,7.7,13.2,0.583,2.9,8.4,11.3,2.2,2.6,1.8,4.0,9.1,25.2,109,107,
8,Paul Reed,25,5,0,53,4.7,7.4,0.625,0.0,0.0,,4.7,7.4,0.625,0.625,3.7,5.6,0.667,6.5,7.4,14.0,0.9,4.7,2.8,4.7,7.4,13.0,106,102,
9,Ron Holland,19,5,0,34,0.0,7.3,0.0,0.0,4.4,0.0,0.0,2.9,0.0,0.0,13.1,14.5,0.9,4.4,4.4,8.7,0.0,0.0,1.5,8.7,7.3,13.1,73,116,
10,Isaiah Stewart,23,1,0,19,2.6,5.2,0.5,0.0,0.0,,2.6,5.2,0.5,0.5,0.0,0.0,,2.6,10.4,13.0,2.6,0.0,5.2,0.0,13.0,5.2,137,107,
