Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
1,Cade Cunningham,23,70,70,2452,13.4,28.6,0.469,2.9,8.2,0.356,10.5,20.4,0.515,0.521,6.1,7.3,0.846,1.1,7.2,8.3,12.5,1.4,1.0,6.1,3.8,35.9,112,113,"MVP-7,AS,NBA3"
2,Tobias Harris,32,73,73,2305,8.0,16.8,0.477,1.9,5.5,0.345,6.1,11.3,0.542,0.534,3.0,3.5,0.861,1.4,7.7,9.0,3.4,1.5,1.2,1.8,2.9,20.9,116,113,
3,Malik Beasley,28,82,18,2283,9.7,22.6,0.43,6.7,16.1,0.416,3.0,6.4,0.466,0.579,2.0,2.9,0.679,1.0,3.5,4.5,2.9,1.5,0.1,1.7,2.6,28.1,116,117,6MOY-2
4,Tim Hardaway Jr.,32,77,77,2153,6.2,15.2,0.406,3.8,10.2,0.368,2.4,5.0,0.484,0.529,2.8,3.2,0.855,0.4,3.7,4.1,2.7,0.8,0.2,1.1,2.1,18.9,117,118,
5,Jalen Duren,21,78,78,2034,8.9,12.9,0.692,0.0,0.0,,8.9,12.9,0.692,0.692,3.8,5.7,0.669,6.5,12.5,19.1,4.9,1.3,2.1,3.2,5.9,21.7,134,109,
6,Isaiah Stewart,23,72,4,1434,5.9,10.6,0.559,0.6,1.8,0.321,5.3,8.8,0.607,0.586,2.2,2.9,0.759,4.4,9.0,13.4,4.1,0.9,3.4,2.3,6.1,14.6,125,110,
7,Ausar Thompson,22,59,48,1328,8.9,16.7,0.535,0.4,1.8,0.224,8.5,14.9,0.572,0.547,3.3,5.1,0.641,4.0,7.0,11.0,4.9,3.5,1.4,2.9,5.9,21.5,115,108,
8,Ron Holland,19,81,2,1266,7.5,15.8,0.474,1.4,5.7,0.238,6.1,10.1,0.608,0.517,3.5,4.6,0.754,1.5,6.8,8.3,3.1,1.9,0.6,2.7,5.4,19.8,107,113,
9,Simone Fontecchio,29,75,0,1237,5.8,14.5,0.402,3.0,8.8,0.335,2.9,5.7,0.507,0.504,2.7,3.3,0.833,2.0,6.3,8.4,2.5,1.2,0.5,2.1,3.7,17.3,109,115,
10,Jaden Ivey,22,30,30,898,10.2,22.1,0.46,3.4,8.2,0.409,6.8,13.9,0.49,0.536,4.6,6.2,0.733,2.1,4.5,6.6,6.4,1.5,0.6,4.8,3.6,28.3,108,115,
11,Marcus Sasser,24,57,1,811,8.1,17.6,0.463,3.4,9.0,0.382,4.7,8.5,0.549,0.561,2.5,3.0,0.843,1.1,3.0,4.1,7.9,2.2,0.2,3.2,4.3,22.2,117,115,
12,Dennis Schröder,31,28,8,705,6.5,17.1,0.378,2.2,7.2,0.302,4.3,9.9,0.434,0.442,5.5,6.5,0.833,0.9,4.2,5.0,10.0,1.0,0.3,2.4,3.9,20.6,117,117,
13,Paul Reed,25,45,0,438,7.9,15.6,0.507,0.9,3.1,0.286,7.0,12.5,0.561,0.535,3.5,4.6,0.762,4.4,9.1,13.5,4.8,4.3,2.7,2.9,8.2,20.2,118,103,
14,Wendell Moore Jr.,23,20,1,219,5.1,11.0,0.46,0.9,3.1,0.286,4.2,7.9,0.528,0.5,2.9,3.1,0.929,2.4,7.2,9.7,5.1,2.2,0.7,2.0,3.3,13.8,119,112,
15,Lindy Waters III,27,14,0,123,6.3,17.2,0.364,5.9,14.9,0.395,0.4,2.3,0.167,0.534,0.0,0.0,,1.6,3.9,5.5,3.9,2.0,0.4,1.2,2.7,18.4,115,115,
16,Bobi Klintman,21,8,0,42,6.9,11.4,0.6,2.3,5.7,0.4,4.6,5.7,0.8,0.7,1.1,2.3,0.5,1.1,6.9,8.0,8.0,2.3,1.1,1.1,9.2,17.2,145,111,
17,Daniss Jenkins,23,7,0,23,6.3,20.9,0.3,2.1,14.6,0.143,4.2,6.3,0.667,0.35,0.0,4.2,0.0,0.0,4.2,4.2,6.3,0.0,0.0,2.1,4.2,14.6,75,120,
18,Tolu Smith,24,1,0,22,13.1,19.7,0.667,0.0,0.0,,13.1,19.7,0.667,0.667,4.4,6.6,0.667,8.7,8.7,17.5,0.0,0.0,0.0,4.4,6.6,30.6,120,117,
19,Ron Harper Jr.,24,1,0,17,2.8,22.6,0.125,0.0,17.0,0.0,2.8,5.7,0.5,0.125,5.7,5.7,1.0,11.3,8.5,19.8,5.7,0.0,0.0,0.0,0.0,11.3,91,117,
20,Cole Swider,25,2,0,13,0.0,18.5,0.0,0.0,18.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,7.4,7.4,3.7,0.0,0.0,0.0,3.7,0.0,15,118,
21,Alondes Williams,25,1,0,4,24.0,24.0,1.0,12.0,12.0,1.0,12.0,12.0,1.0,1.25,0.0,0.0,,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,60.1,246,122,
