Rk,Unnamed: 1,Salary
1,Tobias Harris,"$25,365,854"
2,Tim Hardaway,"$16,193,183"
3,Isaiah Stewart,"$15,000,000"
4,Cade Cunningham,"$13,940,809"
5,Dennis Schröder,"$13,025,250"
6,Ausar Thompson,"$8,376,000"
7,Ron Holland,"$8,245,320"
8,Jaden Ivey,"$7,977,240"
9,Simone Fontecchio,"$7,692,308"
10,Malik Beasley,"$6,000,000"
11,Jalen Duren,"$4,536,840"
12,Marcus Sasser,"$2,755,080"
13,Dewayne Dedmon,"$2,748,674"
14,Wendell Moore,"$2,537,040"
15,Paul Reed,"$2,485,563"
16,Lindy Waters,"$2,196,970"
17,Paul Reed,"$1,427,671"
18,Bobi Klintman,"$1,257,153"
19,Javante McCoy,"$47,265"
20,Daniss Jenkins,
21,Cole Swider,
22,Alondes Williams,
23,Tolu Smith,
24,Ron Harper,
