Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,% of FG Ast'd,% of FG Ast'd,Dunks,Dunks,Corner 3s,Corner 3s,1/2 Court,1/2 Court,Unnamed: 29_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards
1.0,Cade Cunningham,23.0,PG,6,6,248,0.426,11.0,0.783,0.217,0.372,0.147,0.047,0.217,0.495,0.607,0.438,0.421,0.667,0.179,0.12,0.2,0.039,5,0.0,,0,0,
2.0,Tobias Harris,32.0,PF,6,6,233,0.479,13.6,0.676,0.169,0.239,0.155,0.113,0.324,0.5,0.583,0.529,0.364,0.5,0.435,0.542,1.0,0.028,1,0.522,0.5,0,0,
3.0,Jalen Duren,21.0,C,6,6,203,0.65,2.6,1.0,0.65,0.35,0.0,0.0,0.0,0.65,0.692,0.571,,,,0.615,,0.3,11,,,0,0,
4.0,Tim Hardaway Jr.,32.0,SG,6,6,188,0.338,21.0,0.268,0.085,0.056,0.07,0.056,0.732,0.421,0.667,0.25,0.4,0.25,0.308,0.75,0.938,0.028,2,0.288,0.133,0,0,
5.0,Dennis Schröder,31.0,PG,6,0,164,0.491,17.1,0.604,0.094,0.189,0.208,0.113,0.396,0.5,0.8,0.4,0.455,0.5,0.476,0.188,0.5,0.0,0,0.286,0.333,1,0,
6.0,Malik Beasley,28.0,SG,6,0,163,0.373,21.5,0.213,0.08,0.08,0.04,0.013,0.787,0.5,0.667,0.5,0.333,0.0,0.339,0.625,0.95,0.013,1,0.254,0.4,0,0,
7.0,Ausar Thompson,22.0,SF,6,6,135,0.571,4.6,0.952,0.548,0.381,0.024,0.0,0.048,0.6,0.739,0.438,0.0,,0.0,0.792,,0.333,13,0.5,0.0,1,0,
8.0,Paul Reed,25.0,C,5,0,53,0.625,1.6,1.0,0.75,0.25,0.0,0.0,0.0,0.625,0.833,0.0,,,,0.4,,0.125,1,,,0,0,
9.0,Ron Holland,19.0,SF,5,0,34,0.0,15.6,0.4,0.4,0.0,0.0,0.0,0.6,0.0,0.0,,,,0.0,,,0.0,0,0.667,0.0,0,0,
10.0,Isaiah Stewart,23.0,C,1,0,19,0.5,1.2,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,,,,,0.0,,0.5,1,,,0,0,
,Team Totals,,,6,6,1440,0.45,11.0,0.621,0.234,0.236,0.101,0.05,0.379,0.526,0.664,0.453,0.4,0.48,0.324,0.432,0.82,0.077,35,0.271,0.314,2,0,
