unnamed_0_level_0_starters,basic_box_score_stats_mp,basic_box_score_stats_fg,basic_box_score_stats_fga,basic_box_score_stats_fg,basic_box_score_stats_3p,basic_box_score_stats_3pa,basic_box_score_stats_3p,basic_box_score_stats_ft,basic_box_score_stats_fta,basic_box_score_stats_ft,basic_box_score_stats_orb,basic_box_score_stats_drb,basic_box_score_stats_trb,basic_box_score_stats_ast,basic_box_score_stats_stl,basic_box_score_stats_blk,basic_box_score_stats_tov,basic_box_score_stats_pf,basic_box_score_stats_pts,basic_box_score_stats_gmsc,basic_box_score_stats_,did_play,dnp_reason,team,opponent,home_team,away_team,is_home,is_away,player_uid,game_id,game_date,scraped_at,table_id
LaMelo Ball,36:55,12,27,.444,5,13,.385,5,6,.833,2,6,8,9,1,0,4,2,34,25.2,-8,True,,CHO,NYK,NYK,CHO,False,True,67d5225c7e14368c32c1cad94461451012cf8d4f,202512030NYK,"Charlotte Hornets at New York Knicks Box Score, December 3, 2025",2026-01-20T14:16:48.200875,box-CHO-game-basic
Kon Knueppel,33:44,5,16,.313,1,6,.167,2,2,1.000,2,2,4,4,0,0,2,0,13,6.6,-10,True,,CHO,NYK,NYK,CHO,False,True,978a95665fc9a9973605cc60d58dc9e4c22f9c13,202512030NYK,"Charlotte Hornets at New York Knicks Box Score, December 3, 2025",2026-01-20T14:16:48.200875,box-CHO-game-basic
Sion James,30:25,3,6,.500,2,5,.400,3,3,1.000,0,1,1,0,0,2,0,2,11,8.9,-13,True,,CHO,NYK,NYK,CHO,False,True,d3bcf4b8cc3a636ac7e52441401fe4796caaae24,202512030NYK,"Charlotte Hornets at New York Knicks Box Score, December 3, 2025",2026-01-20T14:16:48.200875,box-CHO-game-basic
Miles Bridges,28:31,3,12,.250,0,5,.000,2,2,1.000,1,5,6,0,0,0,1,2,8,1.2,-28,True,,CHO,NYK,NYK,CHO,False,True,1abd8578bcf2871677321eef56e9cbda090896fa,202512030NYK,"Charlotte Hornets at New York Knicks Box Score, December 3, 2025",2026-01-20T14:16:48.200875,box-CHO-game-basic
Moussa Diabaté,19:56,1,2,.500,0,0,,0,0,,3,5,8,2,1,0,2,4,2,3.4,-6,True,,CHO,NYK,NYK,CHO,False,True,e921d0fe6ecc6900c61b1c0cca104897e25f33d5,202512030NYK,"Charlotte Hornets at New York Knicks Box Score, December 3, 2025",2026-01-20T14:16:48.200875,box-CHO-game-basic
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,True,,CHO,NYK,NYK,CHO,False,True,c1286085c65d78948d61ad3018f2e2638c7fee7a,202512030NYK,"Charlotte Hornets at New York Knicks Box Score, December 3, 2025",2026-01-20T14:16:48.200875,box-CHO-game-basic
Ryan Kalkbrenner,24:33,2,4,.500,0,0,,4,4,1.000,3,6,9,0,0,3,0,2,8,11.2,-5,True,,CHO,NYK,NYK,CHO,False,True,bb008e6f81ba92ae4b84ead3cdbb070ee431bcc9,202512030NYK,"Charlotte Hornets at New York Knicks Box Score, December 3, 2025",2026-01-20T14:16:48.200875,box-CHO-game-basic
Tidjane Salaün,23:00,5,8,.625,3,5,.600,0,0,,0,4,4,0,1,0,3,2,13,7.8,+9,True,,CHO,NYK,NYK,CHO,False,True,2b4d7c7b839cd6c4408aebeb3faeeb8bb0e04bae,202512030NYK,"Charlotte Hornets at New York Knicks Box Score, December 3, 2025",2026-01-20T14:16:48.200875,box-CHO-game-basic
Liam McNeeley,20:54,3,8,.375,2,5,.400,2,2,1.000,1,2,3,1,0,1,0,3,10,7.1,-2,True,,CHO,NYK,NYK,CHO,False,True,4c24bd930c69a2637d706ab65c8d0a81cac2b9c0,202512030NYK,"Charlotte Hornets at New York Knicks Box Score, December 3, 2025",2026-01-20T14:16:48.200875,box-CHO-game-basic
Antonio Reeves,9:53,0,2,.000,0,1,.000,0,0,,0,0,0,0,1,0,0,1,0,-0.8,-5,True,,CHO,NYK,NYK,CHO,False,True,cea368ddb77ea197b2d057bd4a265b78442b17ed,202512030NYK,"Charlotte Hornets at New York Knicks Box Score, December 3, 2025",2026-01-20T14:16:48.200875,box-CHO-game-basic
