unnamed_0_level_0_starters,basic_box_score_stats_mp,basic_box_score_stats_fg,basic_box_score_stats_fga,basic_box_score_stats_fg,basic_box_score_stats_3p,basic_box_score_stats_3pa,basic_box_score_stats_3p,basic_box_score_stats_ft,basic_box_score_stats_fta,basic_box_score_stats_ft,basic_box_score_stats_orb,basic_box_score_stats_drb,basic_box_score_stats_trb,basic_box_score_stats_ast,basic_box_score_stats_stl,basic_box_score_stats_blk,basic_box_score_stats_tov,basic_box_score_stats_pf,basic_box_score_stats_pts,basic_box_score_stats_gmsc,basic_box_score_stats_,did_play,dnp_reason,team,opponent,home_team,away_team,is_home,is_away,player_uid,game_id,game_date,scraped_at,table_id
Luka Dončić,38:20,9,22,.409,1,11,.091,10,12,.833,0,11,11,10,3,0,5,1,29,24.3,+14,True,,LAL,MIA,LAL,MIA,True,False,cf87bb2c326d70a81156a838ef20546d25cc7870,202511020LAL,"Miami Heat at Los Angeles Lakers Box Score, November 2, 2025",2026-01-20T13:50:41.153343,box-LAL-game-basic
Austin Reaves,37:43,9,22,.409,4,14,.286,4,5,.800,2,2,4,11,0,0,3,3,26,19.3,+7,True,,LAL,MIA,LAL,MIA,True,False,3c191d1d39694ca6a991f0a7f97d46ef5b4e736f,202511020LAL,"Miami Heat at Los Angeles Lakers Box Score, November 2, 2025",2026-01-20T13:50:41.153343,box-LAL-game-basic
Jaxson Hayes,32:24,7,7,1.000,1,1,1.000,0,0,,1,4,5,1,1,1,1,3,15,15.0,+17,True,,LAL,MIA,LAL,MIA,True,False,9cd492610dbdae611256d2c173d693bf46aa0fdd,202511020LAL,"Miami Heat at Los Angeles Lakers Box Score, November 2, 2025",2026-01-20T13:50:41.153343,box-LAL-game-basic
Rui Hachimura,30:58,6,12,.500,3,5,.600,0,0,,2,4,6,2,0,0,1,3,15,10.8,+7,True,,LAL,MIA,LAL,MIA,True,False,e481bfcc623388a483012443e812f91afebddae9,202511020LAL,"Miami Heat at Los Angeles Lakers Box Score, November 2, 2025",2026-01-20T13:50:41.153343,box-LAL-game-basic
Marcus Smart,26:42,4,9,.444,3,7,.429,0,0,,0,3,3,4,2,1,0,4,11,11.1,+11,True,,LAL,MIA,LAL,MIA,True,False,15703d4e33e98e986d31099691202fdb9c39050c,202511020LAL,"Miami Heat at Los Angeles Lakers Box Score, November 2, 2025",2026-01-20T13:50:41.153343,box-LAL-game-basic
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,True,,LAL,MIA,LAL,MIA,True,False,33eaf754d579a5449c053e15e79f4f34d5189f4b,202511020LAL,"Miami Heat at Los Angeles Lakers Box Score, November 2, 2025",2026-01-20T13:50:41.153343,box-LAL-game-basic
Jake LaRavia,34:35,10,13,.769,2,3,.667,3,4,.750,3,5,8,3,4,0,1,4,25,26.6,+8,True,,LAL,MIA,LAL,MIA,True,False,4c3998497c95db001b954f4691e04bf8b00f8d88,202511020LAL,"Miami Heat at Los Angeles Lakers Box Score, November 2, 2025",2026-01-20T13:50:41.153343,box-LAL-game-basic
Bronny James,18:03,1,4,.250,0,2,.000,0,0,,0,0,0,2,3,0,0,3,2,2.8,+1,True,,LAL,MIA,LAL,MIA,True,False,338ba6e1028988487bbc54be42714689071b5eee,202511020LAL,"Miami Heat at Los Angeles Lakers Box Score, November 2, 2025",2026-01-20T13:50:41.153343,box-LAL-game-basic
Dalton Knecht,11:33,1,4,.250,1,3,.333,0,0,,0,0,0,0,0,0,0,2,3,-0.2,-6,True,,LAL,MIA,LAL,MIA,True,False,7a7b98c61a12db09fc25c03d5d4937716c7df869,202511020LAL,"Miami Heat at Los Angeles Lakers Box Score, November 2, 2025",2026-01-20T13:50:41.153343,box-LAL-game-basic
Jarred Vanderbilt,9:42,1,2,.500,0,0,,2,2,1.000,0,4,4,0,1,0,0,3,4,4.0,-9,True,,LAL,MIA,LAL,MIA,True,False,6dd13ef4422e6a8bb2bd6eb7f2d35fa15da048ed,202511020LAL,"Miami Heat at Los Angeles Lakers Box Score, November 2, 2025",2026-01-20T13:50:41.153343,box-LAL-game-basic
