Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,Awards
1.0,Thanasis Antetokounmpo,31.0,PF,2,0,5,,,,,,,,,,,,,,,,,
2.0,Malik Beasley,27.0,SG,6,2,131,0.512,0.625,0.44,0.646,,0.646,0.0,0.61,108.0,115.0,120.0,118.0,,111.0,0.0,154.0,
3.0,MarJon Beauchamp,23.0,SF,4,0,10,0.25,0.5,0.0,0.25,0.5,0.307,0.5,0.5,53.0,92.0,0.0,46.0,64.0,53.0,205.0,127.0,
4.0,Patrick Beverley,35.0,PG,6,6,210,0.41,0.429,0.364,0.462,0.867,0.537,0.385,0.282,86.0,79.0,99.0,84.0,111.0,93.0,157.0,71.0,
5.0,Pat Connaughton,31.0,SF,6,0,124,0.44,0.571,0.273,0.5,1.0,0.522,0.08,0.44,93.0,105.0,75.0,91.0,128.0,90.0,33.0,111.0,
6.0,Jae Crowder,33.0,PF,4,0,42,0.25,0.4,0.143,0.292,1.0,0.349,0.167,0.583,53.0,73.0,39.0,53.0,128.0,60.0,68.0,148.0,
7.0,Danilo Gallinari,35.0,SF,3,0,37,0.5,0.667,0.0,0.5,0.75,0.564,0.5,0.25,105.0,122.0,0.0,91.0,96.0,97.0,205.0,63.0,
8.0,A.J. Green,24.0,SG,6,0,67,0.375,0.8,0.182,0.438,1.0,0.491,0.188,0.688,79.0,147.0,50.0,80.0,128.0,85.0,77.0,174.0,
9.0,Andre Jackson Jr.,22.0,SG,5,0,60,0.455,0.6,0.333,0.545,,0.545,0.0,0.545,96.0,110.0,91.0,100.0,,94.0,0.0,138.0,
10.0,Damian Lillard,33.0,PG,4,4,156,0.42,0.424,0.417,0.543,0.974,0.64,0.469,0.593,88.0,78.0,114.0,99.0,124.0,110.0,192.0,150.0,
11.0,Chris Livingston,20.0,SF,2,0,6,1.0,1.0,,1.0,0.0,0.431,3.0,0.0,211.0,183.0,,183.0,0.0,74.0,1228.0,0.0,
12.0,Brook Lopez,35.0,C,6,6,200,0.587,0.654,0.435,0.653,0.533,0.65,0.2,0.307,124.0,120.0,119.0,120.0,68.0,112.0,82.0,78.0,
13.0,Khris Middleton,32.0,SF,6,6,230,0.482,0.53,0.355,0.531,0.9,0.582,0.263,0.272,102.0,97.0,97.0,97.0,115.0,100.0,108.0,69.0,
14.0,Bobby Portis,28.0,PF,6,6,187,0.484,0.519,0.25,0.5,0.615,0.512,0.143,0.132,102.0,95.0,68.0,91.0,78.0,88.0,58.0,33.0,
,Team Totals,,,6,6,1465,0.473,0.541,0.354,0.538,0.819,0.576,0.245,0.365,100.0,99.0,97.0,98.0,104.0,99.0,100.0,92.0,
