Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
1.0,Khris Middleton,32.0,6,6,230,55,114,0.482,11,31,0.355,44,83,0.53,0.531,27,30,0.9,12,43,55,28,3,1,14,25,148,0,
2.0,Patrick Beverley,35.0,6,6,210,16,39,0.41,4,11,0.364,12,28,0.429,0.462,13,15,0.867,4,16,20,33,6,4,6,16,49,0,
3.0,Brook Lopez,35.0,6,6,200,44,75,0.587,10,23,0.435,34,52,0.654,0.653,8,15,0.533,11,15,26,11,0,8,9,10,106,0,
4.0,Bobby Portis,28.0,6,6,187,44,91,0.484,3,12,0.25,41,79,0.519,0.5,8,13,0.615,16,52,68,6,3,1,9,13,99,0,
5.0,Damian Lillard,33.0,4,4,156,34,81,0.42,20,48,0.417,14,33,0.424,0.543,37,38,0.974,2,11,13,20,4,0,9,8,125,0,
6.0,Malik Beasley,27.0,6,2,131,21,41,0.512,11,25,0.44,10,16,0.625,0.646,0,0,,1,14,15,4,4,0,3,9,53,0,
7.0,Pat Connaughton,31.0,6,0,124,11,25,0.44,3,11,0.273,8,14,0.571,0.5,2,2,1.0,3,20,23,13,6,1,3,6,27,0,
8.0,A.J. Green,24.0,6,0,67,6,16,0.375,2,11,0.182,4,5,0.8,0.438,3,3,1.0,0,9,9,2,0,0,1,9,17,0,
9.0,Andre Jackson Jr.,22.0,5,0,60,5,11,0.455,2,6,0.333,3,5,0.6,0.545,0,0,,5,6,11,10,5,1,3,10,12,0,
10.0,Jae Crowder,33.0,4,0,42,3,12,0.25,1,7,0.143,2,5,0.4,0.292,2,2,1.0,2,4,6,2,0,2,0,4,9,0,
11.0,Danilo Gallinari,35.0,3,0,37,4,8,0.5,0,2,0.0,4,6,0.667,0.5,3,4,0.75,1,8,9,2,0,0,1,0,11,0,
12.0,MarJon Beauchamp,23.0,4,0,10,1,4,0.25,0,2,0.0,1,2,0.5,0.25,1,2,0.5,0,1,1,2,0,0,1,1,3,0,
13.0,Chris Livingston,20.0,2,0,6,1,1,1.0,0,0,,1,1,1.0,1.0,0,3,0.0,0,0,0,0,0,0,0,0,2,0,
14.0,Thanasis Antetokounmpo,31.0,2,0,5,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,1,1,0,1,0,0,
,Team Totals,,6,6,1465,245,518,0.473,67,189,0.354,178,329,0.541,0.538,104,127,0.819,57,199,256,133,32,19,59,112,661,0,
