Rk,Player,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
1,Damian Lillard,33,PG,73,73,2579,7.6,17.8,0.424,3.1,8.7,0.354,4.5,9.1,0.49,0.51,6.6,7.2,0.92,0.5,4.0,4.5,7.1,1.0,0.3,2.7,1.9,24.8,"CPOY-11,AS"
2,Giannis Antetokounmpo,29,PF,73,73,2567,11.7,19.2,0.611,0.5,1.7,0.274,11.3,17.5,0.645,0.624,7.2,11.0,0.657,2.7,9.0,11.8,6.7,1.2,1.1,3.5,2.9,31.2,"MVP-4,DPOY-9,CPOY-12,AS,NBA1"
3,Brook Lopez,35,C,79,79,2411,5.5,11.3,0.485,2.2,6.0,0.366,3.3,5.2,0.621,0.583,1.6,2.0,0.821,1.7,4.4,6.1,1.9,0.6,2.8,1.2,2.9,14.8,
4,Malik Beasley,27,SG,79,77,2337,4.9,11.1,0.443,3.5,8.3,0.413,1.5,2.8,0.533,0.598,0.4,0.5,0.714,0.6,3.8,4.5,1.7,0.9,0.1,0.8,2.4,13.7,
5,Bobby Portis,28,PF,82,4,2008,8.4,16.5,0.508,1.8,4.4,0.407,6.6,12.0,0.545,0.562,1.8,2.2,0.79,2.5,8.3,10.9,1.9,1.2,0.6,1.6,3.4,20.3,6MOY-3
6,Pat Connaughton,31,SF,76,3,1676,3.2,7.5,0.435,1.8,5.1,0.345,1.5,2.3,0.633,0.553,0.9,1.2,0.759,1.1,4.0,5.1,3.5,0.9,0.4,1.1,2.1,9.2,
7,Khris Middleton,32,SF,55,55,1487,7.7,15.6,0.493,2.3,6.0,0.381,5.4,9.6,0.563,0.566,2.4,2.9,0.833,1.0,5.3,6.2,7.1,1.2,0.4,3.1,3.4,20.0,
8,Jae Crowder,33,PF,50,25,1156,3.6,8.4,0.422,1.8,5.2,0.349,1.7,3.2,0.538,0.53,0.8,1.1,0.722,1.0,4.0,5.0,2.1,1.2,0.3,0.7,2.3,9.7,
9,Cameron Payne,29,PG,47,2,702,5.2,11.4,0.455,2.7,6.7,0.397,2.5,4.7,0.538,0.572,1.9,2.3,0.841,0.3,2.9,3.2,5.6,1.1,0.2,1.6,3.7,14.9,
10,A.J. Green,24,SG,56,0,614,4.9,11.5,0.423,4.0,9.9,0.408,0.8,1.6,0.519,0.599,1.0,1.1,0.895,0.5,3.2,3.8,1.8,0.5,0.2,0.7,2.9,14.8,
11,MarJon Beauchamp,23,SF,48,1,608,4.8,9.8,0.488,1.8,4.4,0.4,3.0,5.4,0.56,0.578,1.1,1.7,0.679,1.3,4.6,5.9,1.8,0.8,0.4,1.6,3.2,12.5,
12,Andre Jackson Jr.,22,SG,57,8,572,3.1,6.3,0.5,1.1,2.9,0.37,2.1,3.4,0.611,0.585,0.5,0.7,0.727,2.7,4.4,7.1,3.1,1.0,0.4,1.8,5.8,7.9,
13,Patrick Beverley,35,PG,26,8,543,3.6,9.1,0.391,1.7,4.8,0.361,1.9,4.4,0.424,0.486,1.5,1.8,0.852,1.3,5.0,6.2,4.5,1.3,0.9,1.1,3.0,10.4,
14,Thanasis Antetokounmpo,31,PF,34,0,155,3.7,7.0,0.533,0.0,0.2,0.0,3.7,6.7,0.552,0.533,0.0,0.5,0.0,1.6,1.4,3.0,3.9,1.6,0.9,3.3,5.6,7.4,
15,Danilo Gallinari,35,SF,17,0,155,3.3,8.6,0.378,0.7,3.9,0.176,2.6,4.6,0.55,0.419,3.7,4.2,0.889,1.4,2.8,4.2,2.8,1.4,0.2,2.3,3.5,10.9,
16,Chris Livingston,20,SF,21,0,90,4.4,8.8,0.5,0.4,2.0,0.2,4.0,6.8,0.588,0.523,1.2,1.6,0.75,1.2,7.2,8.4,2.0,0.8,0.0,2.0,6.0,10.4,
17,Robin Lopez,35,C,16,2,65,3.9,10.5,0.368,1.1,4.4,0.25,2.8,6.1,0.455,0.421,1.1,1.1,1.0,1.7,1.1,2.8,2.2,0.6,1.7,1.1,3.9,10.0,
18,TyTy Washington Jr.,22,PG,11,0,56,3.9,12.9,0.3,1.3,3.9,0.333,2.6,9.0,0.286,0.35,0.0,0.0,,0.6,2.6,3.2,3.2,1.9,0.0,1.3,0.6,9.0,
19,Ryan Rollins,21,PG,3,0,12,3.0,6.0,0.5,3.0,3.0,1.0,0.0,3.0,0.0,0.75,0.0,0.0,,0.0,6.0,6.0,9.0,6.0,0.0,3.0,3.0,9.0,
20,Lindell Wigginton,25,PG,3,0,8,9.0,22.5,0.4,0.0,9.0,0.0,9.0,13.5,0.667,0.4,9.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,27.0,
21,Marques Bolden,25,C,2,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,24.0,24.0,0.0,0.0,0.0,0.0,12.0,0.0,
