Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
1,Yves Missi,20,73,67,1956,6.7,12.2,0.547,0.0,0.0,0.0,6.7,12.2,0.548,0.547,3.1,5.1,0.623,6.3,8.6,14.9,2.5,0.9,2.4,2.0,3.6,16.5,120,119,
2,Trey Murphy III,24,53,51,1854,10.0,21.9,0.454,4.1,11.4,0.361,5.8,10.5,0.556,0.548,5.3,6.0,0.887,1.2,5.8,7.0,4.9,1.5,1.0,2.7,2.9,29.4,118,121,
3,CJ McCollum,33,56,56,1832,11.7,26.4,0.444,4.5,12.1,0.373,7.2,14.3,0.505,0.53,3.3,4.6,0.717,1.1,4.5,5.6,6.0,1.2,0.6,2.8,3.3,31.3,110,123,
4,Jose Alvarado,26,56,23,1366,7.2,18.5,0.392,3.9,11.0,0.359,3.3,7.5,0.439,0.498,2.1,2.6,0.811,1.0,3.9,4.8,9.2,2.6,0.5,3.0,3.2,20.5,110,120,
5,Jordan Hawkins,22,56,9,1321,7.6,20.4,0.372,4.0,12.2,0.331,3.6,8.2,0.433,0.471,2.9,3.6,0.816,0.9,4.9,5.8,2.4,1.1,0.8,2.1,1.9,22.1,101,123,
6,Jeremiah Robinson-Earl,24,66,9,1239,6.2,13.6,0.455,2.2,6.4,0.341,4.0,7.2,0.557,0.536,1.8,2.2,0.836,4.3,8.0,12.3,3.4,1.5,0.3,2.0,3.1,16.3,117,120,
7,Javonte Green,31,50,18,1092,4.4,9.9,0.446,1.7,4.8,0.352,2.8,5.1,0.534,0.531,2.2,2.9,0.758,2.2,5.7,7.9,2.0,2.4,1.3,1.2,3.4,12.8,117,119,
8,Dejounte Murray,28,31,31,1012,9.3,23.6,0.393,2.5,8.3,0.299,6.8,15.3,0.444,0.445,4.9,5.9,0.823,0.8,8.8,9.6,10.9,3.0,0.6,5.1,2.9,25.9,101,116,
9,Brandon Boston Jr.,23,42,10,993,8.1,18.6,0.436,2.4,6.8,0.35,5.7,11.8,0.485,0.5,3.3,4.1,0.788,1.4,5.2,6.5,4.5,2.6,0.4,2.5,3.6,21.9,107,120,
10,Zion Williamson,24,30,30,857,16.3,28.7,0.567,0.2,0.7,0.231,16.1,28.0,0.576,0.57,8.9,13.6,0.656,4.3,7.9,12.2,9.0,2.1,1.5,5.1,4.6,41.7,117,118,
11,Karlo Matković,23,42,7,791,8.3,14.4,0.574,1.3,4.0,0.318,7.0,10.3,0.675,0.619,2.1,2.7,0.773,3.9,8.9,12.8,2.8,1.3,2.5,2.6,6.5,19.9,120,117,
12,Antonio Reeves,24,44,6,660,8.3,18.2,0.456,3.7,9.5,0.395,4.6,8.7,0.521,0.558,2.1,2.6,0.8,1.3,3.3,4.6,2.9,1.5,0.3,2.2,2.9,22.4,111,123,
13,Herbert Jones,26,20,20,648,5.6,12.9,0.436,1.6,5.4,0.306,4.0,7.5,0.53,0.5,2.5,3.0,0.825,1.6,4.2,5.8,4.9,2.8,0.7,2.6,4.9,15.3,108,119,
14,Daniel Theis,32,38,9,621,4.8,10.1,0.473,0.7,2.9,0.243,4.1,7.2,0.565,0.508,2.4,2.9,0.838,3.4,9.4,12.8,4.7,1.4,1.6,1.9,5.5,12.6,119,118,
