Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,Awards
1.0,Bogdan Bogdanović,29.0,SG,4,0,107,0.408,0.478,0.346,0.5,0.8,0.534,0.204,0.531,89,90,98.0,94,103.0,94,82,133,
2.0,Clint Capela,27.0,C,2,2,40,0.333,0.333,,0.333,,0.333,0.0,0.0,72,63,,63,,59,0,0,
3.0,John Collins,24.0,PF,5,4,122,0.487,0.536,0.364,0.538,0.5,0.541,0.256,0.282,106,101,103.0,101,65.0,96,103,71,
4.0,Gorgui Dieng,32.0,C,2,0,10,0.5,1.0,0.0,0.5,1.0,0.615,0.5,0.5,108,188,0.0,94,129.0,109,201,125,
5.0,Danilo Gallinari,33.0,PF,5,3,112,0.4,0.467,0.267,0.444,1.0,0.512,0.244,0.333,87,88,75.0,84,129.0,90,99,83,
6.0,Kevin Huerter,23.0,SF,5,5,154,0.362,0.5,0.29,0.457,0.75,0.472,0.085,0.66,78,94,82.0,86,97.0,83,34,165,
7.0,De'Andre Hunter,24.0,SF,5,5,175,0.557,0.614,0.462,0.643,0.8,0.673,0.286,0.371,121,115,131.0,121,103.0,119,115,93,
8.0,Jalen Johnson,20.0,PF,2,0,9,0.0,0.0,0.0,0.0,,0.0,0.0,0.333,0,0,0.0,0,,0,0,83,
9.0,Kevin Knox,22.0,SF,2,0,9,0.636,1.0,0.6,0.909,1.0,0.926,0.182,0.909,138,188,170.0,171,129.0,164,73,228,
10.0,Timothé Luwawu-Cabarrot,26.0,SF,4,0,22,0.5,1.0,0.333,0.625,,0.625,0.0,0.75,108,188,94.0,118,,110,0,188,
11.0,Skylar Mays,24.0,SG,2,0,9,1.0,1.0,,1.0,,1.0,0.0,0.0,217,188,,188,,177,0,0,
12.0,Onyeka Okongwu,21.0,C,5,1,108,0.563,0.563,,0.563,0.8,0.637,0.625,0.0,122,106,,106,103.0,113,252,0,
13.0,Delon Wright,29.0,SG,5,0,137,0.517,0.625,0.385,0.603,0.667,0.622,0.31,0.448,112,117,109.0,113,86.0,110,125,112,
14.0,Trae Young,23.0,PG,5,5,186,0.319,0.484,0.184,0.37,0.788,0.461,0.478,0.551,69,91,52.0,70,102.0,81,193,138,
,Team Totals,,,5,5,1200,0.44,0.532,0.326,0.513,0.782,0.554,0.281,0.448,95,100,92.0,96,101.0,98,113,112,
