Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Added,Added,Unnamed: 25_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add,Awards
1.0,Cat Barber,27.0,PG,3,0,13,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0,0,,0,0.0,0,403,0,-4.3,-6.5,
2.0,Bogdan Bogdanović,29.0,SG,63,27,1848,0.431,0.516,0.368,0.537,0.843,0.562,0.145,0.578,93,97,104.0,101,109.0,99,58,145,8.7,-6.1,6MOY-6
3.0,Chaundee Brown Jr.,23.0,SG,3,2,83,0.36,0.3,0.4,0.48,0.833,0.525,0.24,0.6,78,56,113.0,90,108.0,93,97,150,-2.6,-2.3,
4.0,Clint Capela,27.0,C,74,73,2042,0.613,0.614,0.0,0.613,0.473,0.604,0.28,0.002,133,115,0.0,115,61.0,107,113,0,97.7,52.1,
5.0,John Collins,24.0,PF,54,53,1663,0.526,0.588,0.364,0.576,0.793,0.61,0.262,0.273,114,110,103.0,108,102.0,108,106,68,57.2,62.8,
6.0,Sharife Cooper,20.0,PG,13,0,39,0.214,0.25,0.167,0.25,,0.25,0.0,0.429,46,47,47.0,47,,44,0,107,-7.9,-8.8,
7.0,Gorgui Dieng,32.0,C,44,3,371,0.473,0.545,0.426,0.603,0.731,0.624,0.232,0.607,103,102,121.0,113,94.0,110,94,152,15.9,14.3,
8.0,Danilo Gallinari,33.0,PF,66,18,1672,0.434,0.485,0.381,0.528,0.904,0.579,0.261,0.492,94,91,108.0,99,117.0,102,105,123,-4.8,17.5,
9.0,Malcolm Hill,26.0,SG,3,0,46,0.625,0.667,0.6,0.813,1.0,0.871,0.5,0.625,136,125,170.0,153,129.0,154,201,157,4.5,6.0,
10.0,Solomon Hill,30.0,SF,13,1,139,0.15,0.143,0.154,0.2,,0.2,0.0,0.65,33,27,44.0,38,,35,0,163,-13.3,-14.6,
11.0,Kevin Huerter,23.0,SF,74,60,2188,0.454,0.53,0.389,0.559,0.808,0.57,0.068,0.541,98,100,110.0,105,104.0,101,28,135,41.8,5.8,
12.0,De'Andre Hunter,24.0,SF,53,52,1577,0.442,0.474,0.379,0.506,0.765,0.547,0.289,0.339,96,89,107.0,95,99.0,97,116,85,-29.4,-24.6,
13.0,Wes Iwundu,27.0,SF,3,1,82,0.444,0.385,0.6,0.528,0.75,0.557,0.222,0.278,96,72,170.0,99,97.0,98,90,70,-0.1,-0.4,
14.0,Jalen Johnson,20.0,PF,22,0,120,0.537,0.679,0.231,0.573,0.714,0.59,0.171,0.317,116,127,65.0,108,92.0,104,69,79,3.4,2.1,
15.0,Kevin Knox,22.0,SF,17,0,111,0.356,0.579,0.192,0.411,0.75,0.457,0.267,0.578,77,109,54.0,77,97.0,81,107,145,-10.9,-10.9,
16.0,Timothé Luwawu-Cabarrot,26.0,SF,52,18,685,0.398,0.469,0.361,0.516,0.854,0.556,0.22,0.656,86,88,102.0,97,110.0,98,89,164,-5.8,-4.0,
17.0,Skylar Mays,24.0,SG,28,5,220,0.5,0.615,0.32,0.563,0.889,0.589,0.141,0.391,108,116,91.0,106,115.0,104,57,98,3.9,3.1,
18.0,Onyeka Okongwu,21.0,C,48,6,992,0.69,0.69,,0.69,0.727,0.714,0.487,0.0,150,130,,130,94.0,126,196,0,71.7,81.4,
19.0,Cameron Oliver,25.0,SF,2,0,43,0.667,0.75,0.333,0.7,0.667,0.705,0.2,0.2,145,141,94.0,132,86.0,124,81,50,5.0,4.5,
20.0,Cam Reddish,22.0,SF,34,7,797,0.402,0.421,0.379,0.487,0.9,0.537,0.233,0.446,87,79,107.0,92,116.0,95,94,112,-30.7,-22.1,
21.0,Lance Stephenson,31.0,SG,6,0,70,0.385,0.5,0.0,0.385,0.5,0.396,0.154,0.231,83,94,0.0,72,65.0,70,62,58,-3.8,-4.7,
22.0,Lou Williams,35.0,PG,56,0,799,0.391,0.404,0.363,0.448,0.859,0.5,0.244,0.319,85,76,103.0,84,111.0,88,98,80,-53.3,-47.1,
23.0,Delon Wright,29.0,SG,77,8,1452,0.454,0.51,0.379,0.535,0.857,0.576,0.234,0.431,98,96,107.0,101,111.0,102,94,108,2.0,6.1,
24.0,Trae Young,23.0,PG,76,76,2652,0.46,0.512,0.382,0.536,0.904,0.603,0.358,0.395,100,96,108.0,101,117.0,107,144,99,13.1,131.8,"AS,NBA3"
,Team Totals,,,82,82,19704,0.47,0.531,0.374,0.543,0.812,0.581,0.253,0.39,102,100,106.0,102,105.0,103,102,98,158.0,235.4,
