Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,% of FG Ast'd,% of FG Ast'd,Dunks,Dunks,Corner 3s,Corner 3s,1/2 Court,1/2 Court,Unnamed: 29_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards
1.0,Trae Young,23.0,PG,5,5,186,0.319,19.7,0.449,0.116,0.145,0.087,0.101,0.551,0.484,0.375,0.6,0.667,0.286,0.184,0.133,0.571,0.0,0,0.079,0.333,0,0,
2.0,De'Andre Hunter,24.0,SF,5,5,175,0.557,15.4,0.629,0.114,0.171,0.2,0.143,0.371,0.614,0.625,0.667,0.714,0.4,0.462,0.556,0.917,0.043,3,0.577,0.6,0,0,
3.0,Kevin Huerter,23.0,SF,5,5,154,0.362,20.7,0.34,0.064,0.043,0.128,0.106,0.66,0.5,1.0,0.5,0.5,0.2,0.29,0.625,0.556,0.043,2,0.29,0.222,0,0,
4.0,Delon Wright,29.0,SG,5,0,137,0.517,12.8,0.552,0.379,0.172,0.0,0.0,0.448,0.625,0.818,0.2,,,0.385,0.2,0.8,0.0,0,0.308,0.25,0,0,
5.0,John Collins,24.0,PF,5,4,122,0.487,10.3,0.718,0.282,0.359,0.077,0.0,0.282,0.536,0.727,0.429,0.333,,0.364,0.733,1.0,0.179,4,0.545,0.5,0,0,
6.0,Danilo Gallinari,33.0,PF,5,3,112,0.4,16.5,0.667,0.133,0.111,0.178,0.244,0.333,0.467,1.0,0.4,0.5,0.182,0.267,0.571,0.75,0.022,1,0.267,0.25,0,0,
7.0,Onyeka Okongwu,21.0,C,5,1,108,0.563,2.8,1.0,0.625,0.375,0.0,0.0,0.0,0.563,0.9,0.0,,,,0.667,,0.188,3,,,0,0,
8.0,Bogdan Bogdanović,29.0,SG,4,0,107,0.408,17.4,0.469,0.163,0.082,0.163,0.061,0.531,0.478,0.625,0.25,0.375,0.667,0.346,0.091,0.778,0.0,0,0.423,0.364,0,0,
9.0,Clint Capela,27.0,C,2,2,40,0.333,3.1,1.0,0.667,0.333,0.0,0.0,0.0,0.333,0.25,0.5,,,,0.5,,0.167,1,,,0,0,
10.0,Timothé Luwawu-Cabarrot,26.0,SF,4,0,22,0.5,18.5,0.25,0.25,0.0,0.0,0.0,0.75,1.0,1.0,,,,0.333,0.0,1.0,0.0,0,0.667,0.5,0,0,
11.0,Gorgui Dieng,32.0,C,2,0,10,0.5,13.3,0.5,0.5,0.0,0.0,0.0,0.5,1.0,1.0,,,,0.0,0.0,,0.5,1,0.0,,0,0,
12.0,Jalen Johnson,20.0,PF,2,0,9,0.0,20.9,0.667,0.0,0.0,0.0,0.667,0.333,0.0,,,,0.0,0.0,,,0.0,0,0.0,,0,0,
13.0,Kevin Knox,22.0,SF,2,0,9,0.636,24.4,0.091,0.0,0.0,0.0,0.091,0.909,1.0,,,,1.0,0.6,0.0,0.5,0.0,0,0.2,0.5,0,0,
14.0,Skylar Mays,24.0,SG,2,0,9,1.0,2.3,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,0.0,,0.0,0,,,0,0,
,Team Totals,,,5,5,1200,0.44,14.1,0.552,0.184,0.153,0.115,0.1,0.448,0.532,0.722,0.433,0.556,0.308,0.326,0.443,0.737,0.046,15,0.32,0.411,0,0,
