Rk,Player,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
1,Trae Young,23,PG,5,5,186,4.3,13.4,0.319,1.4,7.4,0.184,2.9,6.0,0.484,0.37,5.0,6.4,0.788,1.0,3.9,4.8,5.8,0.6,0.0,6.0,2.5,14.9,
2,De'Andre Hunter,24,SF,5,5,175,8.0,14.4,0.557,2.5,5.3,0.462,5.6,9.1,0.614,0.643,3.3,4.1,0.8,0.4,3.5,3.9,0.6,0.8,0.2,2.3,4.1,21.8,
3,Kevin Huerter,23,SF,5,5,154,4.0,11.0,0.362,2.1,7.2,0.29,1.9,3.7,0.5,0.457,0.7,0.9,0.75,0.2,3.3,3.5,4.4,1.4,0.7,2.6,3.5,10.8,
4,Delon Wright,29,SG,5,0,137,3.9,7.6,0.517,1.3,3.4,0.385,2.6,4.2,0.625,0.603,1.6,2.4,0.667,2.9,3.4,6.3,3.7,1.1,0.3,1.3,0.5,10.8,
5,John Collins,24,PF,5,4,122,5.6,11.5,0.487,1.2,3.2,0.364,4.4,8.3,0.536,0.538,1.5,3.0,0.5,0.6,6.2,6.8,1.8,0.6,0.3,1.5,3.5,13.9,
6,Danilo Gallinari,33,PF,5,3,112,5.8,14.5,0.4,1.3,4.8,0.267,4.5,9.6,0.467,0.444,3.5,3.5,1.0,0.6,6.1,6.8,1.3,0.3,0.0,1.6,1.9,16.4,
7,Onyeka Okongwu,21,C,5,1,108,3.0,5.3,0.563,0.0,0.0,,3.0,5.3,0.563,0.563,2.7,3.3,0.8,3.7,5.3,9.0,0.7,1.3,1.3,1.3,6.3,8.7,
8,Bogdan Bogdanović,29,SG,4,0,107,6.7,16.5,0.408,3.0,8.7,0.346,3.7,7.7,0.478,0.5,2.7,3.4,0.8,1.3,5.0,6.4,4.0,0.3,0.3,1.3,4.0,19.2,
9,Clint Capela,27,C,2,2,40,1.8,5.4,0.333,0.0,0.0,,1.8,5.4,0.333,0.333,0.0,0.0,,3.6,9.9,13.5,0.0,0.9,0.9,0.9,1.8,3.6,
10,Timothé Luwawu-Cabarrot,26,SF,4,0,22,3.3,6.5,0.5,1.6,4.9,0.333,1.6,1.6,1.0,0.625,0.0,0.0,,0.0,4.9,4.9,3.3,0.0,0.0,1.6,9.8,8.2,
11,Gorgui Dieng,32,C,2,0,10,3.6,7.2,0.5,0.0,3.6,0.0,3.6,3.6,1.0,0.5,3.6,3.6,1.0,3.6,7.2,10.8,0.0,0.0,0.0,0.0,0.0,10.8,
12,Jalen Johnson,20,PF,2,0,9,0.0,12.0,0.0,0.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,
13,Kevin Knox,22,SF,2,0,9,28.0,44.0,0.636,24.0,40.0,0.6,4.0,4.0,1.0,0.909,8.0,8.0,1.0,0.0,8.0,8.0,0.0,8.0,0.0,12.0,0.0,88.0,
14,Skylar Mays,24,SG,2,0,9,4.0,4.0,1.0,0.0,0.0,,4.0,4.0,1.0,1.0,0.0,0.0,,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,8.0,
