Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss,+/- Per 100 Poss,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards
1.0,Rui Hachimura,27.0,PF,24,24,790,0,0,0,92,8,0.1,-4.8,10,5,21,5,18,2,48,2,7,
2.0,Austin Reaves,27.0,SG,21,21,775,13,51,35,1,0,4.9,8.8,41,23,25,3,74,19,326,19,15,
3.0,Luka Dončić,26.0,PG,19,19,709,80,21,0,0,0,4.6,7.0,58,17,20,2,105,11,394,28,9,
4.0,Deandre Ayton,27.0,C,23,23,676,0,0,0,0,100,0.7,-2.4,9,16,40,7,15,0,48,4,14,
5.0,Jake LaRavia,24.0,PF,25,7,609,0,8,67,25,1,-0.9,-5.4,16,7,28,1,24,1,99,5,9,
6.0,Marcus Smart,31.0,SG,16,10,435,18,76,6,0,0,7.9,9.8,20,6,22,3,11,12,111,2,3,
7.0,Jaxson Hayes,25.0,C,22,2,371,0,0,0,0,100,-1.7,-5.0,4,1,23,6,15,4,56,6,4,
8.0,LeBron James,41.0,SF,9,9,304,0,7,76,17,0,-0.1,-2.5,9,9,2,5,17,1,155,2,8,
9.0,Dalton Knecht,24.0,SF,20,1,302,0,50,47,3,0,-7.5,-12.3,3,2,14,2,7,0,32,1,6,
10.0,Gabe Vincent,29.0,PG,14,6,301,100,0,0,0,0,2.6,1.2,3,1,18,1,2,5,44,0,3,
11.0,Jarred Vanderbilt,26.0,PF,16,2,275,0,0,28,66,6,1.3,-0.6,8,7,13,4,5,2,52,1,9,
12.0,Nick Smith Jr.,21.0,SG,9,0,133,80,20,0,0,0,4.1,2.6,7,3,2,0,3,1,32,1,1,
13.0,Bronny James,21.0,SG,14,1,125,33,67,0,0,0,1.2,-0.5,8,2,6,0,0,0,50,0,2,
14.0,Maxi Kleber,34.0,PF,10,0,121,0,0,0,46,54,16.4,16.3,1,0,10,1,2,0,17,0,1,
15.0,Adou Thiero,21.0,SF,9,0,52,0,6,78,17,0,-13.3,-15.7,3,0,6,0,3,0,3,1,1,
16.0,Drew Timme,25.0,PF,2,0,8,0,0,0,99,1,6.3,4.6,0,0,0,0,0,0,7,0,0,
17.0,Chris Mañon,24.0,SG,2,0,7,82,0,18,0,0,24.2,22.6,0,0,1,0,0,0,0,0,0,
18.0,Christian Koloko,25.0,C,2,0,6,0,0,0,0,100,-96.2,-98.4,0,0,1,0,0,0,0,0,0,
,Team Totals,,,25,25,5999,20,20,20,20,20,1.7,0.4,200,99,252,40,301,58,1474,72,92,
