Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1.0,Rui Hachimura,27.0,PF,24,24,790,11.5,0.646,0.433,0.156,3.1,10.5,6.9,3.5,0.8,0.6,8.2,14.7,1.0,0.3,1.3,0.079,-0.3,-2.0,-2.3,-0.1,
2.0,Austin Reaves,27.0,SG,21,21,775,23.3,0.665,0.452,0.542,2.5,14.8,8.9,28.4,1.4,0.5,13.8,28.3,2.7,0.5,3.2,0.198,5.3,-0.9,4.4,1.3,
3.0,Luka Dončić,26.0,PG,19,19,709,27.6,0.608,0.465,0.531,2.8,23.8,13.7,40.4,1.9,1.5,13.3,38.0,2.1,0.8,3.0,0.2,7.3,0.6,7.9,1.8,
4.0,Deandre Ayton,27.0,C,23,23,676,19.8,0.71,0.0,0.165,12.1,23.3,17.9,4.7,1.3,3.4,15.4,18.7,1.3,0.7,2.0,0.145,0.4,-0.9,-0.5,0.3,
5.0,Jake LaRavia,24.0,PF,25,7,609,11.5,0.545,0.43,0.273,5.6,12.7,9.3,9.5,2.5,1.4,11.9,15.5,0.3,0.6,0.9,0.068,-1.9,0.1,-1.8,0.0,
6.0,Marcus Smart,31.0,SG,16,10,435,11.4,0.578,0.651,0.286,2.8,7.6,5.3,14.7,2.9,1.5,17.5,17.0,0.2,0.4,0.6,0.065,-2.1,0.6,-1.5,0.1,
7.0,Jaxson Hayes,25.0,C,22,2,371,15.9,0.747,0.015,0.515,9.6,19.2,14.6,8.0,0.9,4.1,12.0,10.7,0.9,0.3,1.3,0.165,0.1,0.3,0.4,0.2,
8.0,LeBron James,41.0,SF,9,9,304,16.3,0.539,0.32,0.328,2.8,16.4,9.9,31.7,1.1,2.2,14.1,24.2,0.2,0.2,0.5,0.074,1.3,-0.4,0.9,0.2,
9.0,Dalton Knecht,24.0,SF,20,1,302,11.7,0.585,0.569,0.147,3.6,10.5,7.2,5.6,1.1,2.2,6.9,16.6,0.3,0.2,0.5,0.072,-0.6,-1.3,-1.9,0.0,
10.0,Gabe Vincent,29.0,PG,14,6,301,5.0,0.523,0.783,0.117,1.6,3.0,2.3,8.3,1.1,0.3,8.7,9.9,0.1,0.1,0.2,0.031,-4.0,-0.9,-4.9,-0.2,
11.0,Jarred Vanderbilt,26.0,PF,16,2,275,11.7,0.544,0.304,0.375,11.1,24.7,18.2,10.2,2.8,2.1,25.2,13.7,0.0,0.4,0.4,0.068,-2.6,1.0,-1.5,0.0,
12.0,Nick Smith Jr.,21.0,SG,9,0,133,14.0,0.597,0.518,0.107,0.9,7.7,4.4,15.6,2.5,1.4,15.8,22.6,0.0,0.1,0.1,0.044,0.2,-1.0,-0.7,0.0,
13.0,Bronny James,21.0,SG,14,1,125,6.3,0.408,0.452,0.065,3.9,4.5,4.2,21.2,3.5,0.8,25.7,14.8,-0.2,0.1,-0.1,-0.029,-4.9,0.2,-4.7,-0.1,
14.0,Maxi Kleber,34.0,PF,10,0,121,6.2,0.537,0.533,0.267,6.1,11.2,8.8,6.0,0.8,2.4,10.7,6.7,0.1,0.1,0.2,0.063,-3.8,-0.1,-3.9,-0.1,
15.0,Adou Thiero,21.0,SF,9,0,52,6.6,0.694,0.0,1.0,9.4,4.4,6.8,2.4,2.8,0.0,29.4,8.5,0.0,0.0,0.1,0.062,-5.7,-0.1,-5.8,-0.1,
16.0,Drew Timme,25.0,PF,2,0,8,27.5,0.5,0.5,0.0,15.3,14.2,14.7,50.3,6.0,0.0,0.0,10.8,0.0,0.0,0.1,0.32,8.7,7.6,16.3,0.0,
17.0,Chris Mañon,24.0,SG,2,0,7,-0.6,0.0,1.0,0.0,0.0,32.4,16.8,0.0,0.0,13.7,0.0,6.2,0.0,0.0,0.0,-0.058,-11.9,2.4,-9.5,0.0,
18.0,Christian Koloko,25.0,C,2,0,6,-0.4,,,,0.0,18.9,9.8,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.02,-6.6,-1.5,-8.1,0.0,
,Team Totals,,,25,25,5999,,0.618,0.403,0.346,,,,,,,,,9.1,4.9,14.0,0.112,0.7,-0.4,0.3,3.5,
