Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
1,Rui Hachimura,27,24,24,790,7.5,14.1,0.532,2.8,6.1,0.46,4.7,8.0,0.588,0.632,1.7,2.2,0.75,1.2,4.5,5.7,1.2,0.8,0.3,1.3,2.6,19.5,123.0,121,
2,Austin Reaves,27,21,21,775,11.1,22.1,0.503,3.7,10.0,0.369,7.4,12.1,0.613,0.586,10.5,12.0,0.875,1.0,6.3,7.3,8.8,1.4,0.2,4.4,3.0,36.4,128.0,119,
3,Luka Dončić,26,19,19,709,13.8,29.9,0.46,4.5,13.9,0.324,9.3,16.0,0.579,0.535,12.9,15.9,0.811,1.1,10.2,11.2,11.5,1.9,0.7,5.7,3.4,44.9,121.0,115,
4,Deandre Ayton,27,23,23,676,11.7,16.5,0.71,0.0,0.0,,11.7,16.5,0.71,0.71,1.7,2.7,0.632,4.8,9.9,14.7,1.4,1.3,1.7,3.2,4.4,25.2,126.0,115,
5,Jake LaRavia,24,25,7,609,6.1,13.7,0.448,1.8,5.9,0.311,4.3,7.8,0.551,0.515,2.6,3.7,0.702,2.2,5.4,7.6,3.4,2.5,0.7,2.1,4.3,16.7,112.0,117,
6,Marcus Smart,31,16,10,435,5.9,14.0,0.421,2.8,9.1,0.305,3.1,4.9,0.636,0.52,3.7,4.0,0.917,1.1,3.2,4.3,5.3,2.9,0.8,3.3,5.1,18.2,111.0,117,
7,Jaxson Hayes,25,22,2,371,6.4,8.6,0.742,0.1,0.1,1.0,6.3,8.5,0.738,0.75,2.9,4.4,0.647,3.8,8.2,12.0,2.9,0.9,2.1,1.4,4.8,15.8,146.0,117,
8,LeBron James,41,9,9,304,9.5,20.4,0.469,1.9,6.5,0.293,7.6,13.8,0.552,0.516,4.1,6.7,0.619,1.1,7.0,8.1,10.3,1.1,1.1,3.8,2.4,25.1,112.0,118,
9,Dalton Knecht,24,20,1,302,7.7,16.3,0.471,3.4,9.3,0.362,4.3,7.0,0.614,0.574,1.6,2.4,0.667,1.4,4.5,5.9,1.9,1.1,1.1,1.3,4.2,20.3,117.0,120,
10,Gabe Vincent,29,14,6,301,3.4,9.6,0.35,2.7,7.5,0.362,0.6,2.1,0.308,0.492,1.1,1.1,1.0,0.6,1.3,1.9,3.2,1.1,0.2,1.0,5.6,10.6,114.0,123,
11,Jarred Vanderbilt,26,16,2,275,4.2,9.8,0.429,0.9,3.0,0.294,3.3,6.9,0.487,0.473,3.2,3.7,0.857,4.4,10.5,14.9,3.9,2.8,1.1,3.9,5.1,12.5,106.0,112,
12,Nick Smith Jr.,21,9,0,133,9.4,20.4,0.464,5.1,10.5,0.483,4.4,9.8,0.444,0.589,1.5,2.2,0.667,0.4,3.3,3.6,5.1,2.5,0.7,4.0,1.8,25.4,107.0,118,
13,Bronny James,21,14,1,125,3.9,12.0,0.323,1.5,5.4,0.286,2.3,6.6,0.353,0.387,0.8,0.8,1.0,1.5,1.9,3.5,8.1,3.5,0.4,4.3,4.6,10.1,90.0,117,
14,Maxi Kleber,34,10,0,121,2.4,6.0,0.4,1.2,3.2,0.375,1.2,2.8,0.429,0.5,1.2,1.6,0.75,2.4,4.8,7.2,2.4,0.8,1.2,0.8,6.4,7.2,125.0,120,
15,Adou Thiero,21,9,0,52,2.8,4.6,0.6,0.0,0.0,,2.8,4.6,0.6,0.6,3.7,4.6,0.8,3.7,1.9,5.6,0.9,2.8,0.0,2.8,8.4,9.3,117.0,119,
16,Drew Timme,25,2,0,8,6.0,12.1,0.5,0.0,6.0,0.0,6.0,6.0,1.0,0.5,0.0,0.0,,6.0,6.0,12.1,18.1,6.0,0.0,0.0,0.0,12.1,159.0,109,
17,Chris Mañon,24,2,0,7,0.0,6.9,0.0,0.0,6.9,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,13.8,13.8,0.0,0.0,6.9,0.0,13.8,0.0,0.0,109,
18,Christian Koloko,25,2,0,6,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,8.1,8.1,0.0,0.0,0.0,0.0,8.1,0.0,,121,
