Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
1.0,Brook Lopez,34.0,78,78,2373,477,899,0.531,136,364,0.374,341,535,0.637,0.606,149,190,0.784,157,363,520,99,37,193,107,203,1239,0,"DPOY-2,DEF1"
2.0,Jrue Holiday,32.0,67,65,2183,490,1023,0.479,158,411,0.384,332,612,0.542,0.556,152,177,0.859,79,262,341,495,79,25,197,116,1290,0,"DPOY-7,AS,DEF1"
3.0,Giannis Antetokounmpo,28.0,63,63,2024,707,1278,0.553,47,171,0.275,660,1107,0.596,0.572,498,772,0.645,137,605,742,359,52,51,246,197,1959,6,"MVP-3,DPOY-6,AS,NBA1"
4.0,Grayson Allen,27.0,72,70,1972,245,557,0.44,146,366,0.399,99,191,0.518,0.571,114,126,0.905,61,176,237,163,62,14,72,117,750,0,
5.0,Bobby Portis,27.0,70,22,1818,398,803,0.496,95,257,0.37,303,546,0.555,0.555,96,125,0.768,154,518,672,105,29,16,81,115,987,0,6MOY-3
6.0,Jevon Carter,27.0,81,39,1810,239,565,0.423,142,337,0.421,97,228,0.425,0.549,31,38,0.816,35,167,202,197,66,29,78,158,651,0,
7.0,Pat Connaughton,30.0,61,33,1443,165,421,0.392,109,322,0.339,56,99,0.566,0.521,27,41,0.659,50,233,283,77,37,11,33,69,466,0,
8.0,Joe Ingles,35.0,46,0,1044,108,248,0.435,83,203,0.409,25,45,0.556,0.603,18,21,0.857,13,115,128,150,33,6,55,74,317,0,
9.0,Wesley Matthews,36.0,52,0,820,58,160,0.363,39,124,0.315,19,36,0.528,0.484,24,28,0.857,34,79,113,34,20,13,18,71,179,0,
10.0,Khris Middleton,31.0,33,19,801,177,406,0.436,51,162,0.315,126,244,0.516,0.499,92,102,0.902,28,112,140,163,23,5,71,68,497,0,
11.0,MarJon Beauchamp,22.0,52,11,701,96,243,0.395,47,142,0.331,49,101,0.485,0.492,27,37,0.73,38,77,115,35,21,7,45,71,266,0,
12.0,George Hill,36.0,35,0,668,59,132,0.447,23,74,0.311,36,58,0.621,0.534,34,46,0.739,13,54,67,89,19,3,27,41,175,0,
13.0,Jordan Nwora,24.0,38,3,597,76,197,0.386,40,102,0.392,36,95,0.379,0.487,37,43,0.86,29,88,117,38,12,7,34,34,229,0,
14.0,A.J. Green,23.0,35,1,345,53,125,0.424,44,105,0.419,9,20,0.45,0.6,4,4,1.0,6,39,45,22,6,0,9,31,154,0,
15.0,Jae Crowder,32.0,18,3,340,45,94,0.479,24,55,0.436,21,39,0.538,0.606,10,12,0.833,17,52,69,27,12,6,7,27,124,0,
16.0,Sandro Mamukelashvili,23.0,24,0,217,19,58,0.328,7,32,0.219,12,26,0.462,0.388,12,18,0.667,18,38,56,16,4,5,9,19,57,0,
17.0,Thanasis Antetokounmpo,30.0,37,0,206,20,46,0.435,0,8,0.0,20,38,0.526,0.435,11,22,0.5,15,29,44,15,3,3,12,22,51,0,
18.0,Serge Ibaka,33.0,16,0,185,26,54,0.481,6,18,0.333,20,36,0.556,0.537,8,13,0.615,15,29,44,4,2,7,11,23,66,0,
19.0,Meyers Leonard,30.0,9,2,114,14,29,0.483,7,18,0.389,7,11,0.636,0.603,8,9,0.889,12,22,34,1,2,0,6,16,43,0,
20.0,Lindell Wigginton,24.0,7,1,87,18,37,0.486,6,18,0.333,12,19,0.632,0.568,8,9,0.889,0,7,7,14,0,2,12,7,50,0,
21.0,Goran Dragić,36.0,7,0,83,14,36,0.389,7,17,0.412,7,19,0.368,0.486,4,4,1.0,3,9,12,12,2,0,7,2,39,0,
,Team Totals,,82,82,19831,3504,7411,0.473,1217,3306,0.368,2287,4105,0.557,0.555,1364,1837,0.743,914,3074,3988,2115,521,403,1137,1481,9589,6,
