Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Added,Added,Unnamed: 25_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add,Awards
1.0,Grayson Allen,27.0,SG,72,70,1972,0.44,0.518,0.399,0.571,0.905,0.612,0.226,0.657,93,95,111,105,116,105,85,170,28.6,38.0,
2.0,Giannis Antetokounmpo,28.0,PF,63,63,2024,0.553,0.596,0.275,0.572,0.645,0.605,0.604,0.134,116,109,76,105,83,104,227,35,67.3,78.4,"MVP-3,DPOY-6,AS,NBA1"
3.0,Thanasis Antetokounmpo,30.0,PF,37,0,206,0.435,0.526,0.0,0.435,0.5,0.458,0.478,0.174,91,96,0,80,64,79,179,45,-10.2,-13.7,
4.0,MarJon Beauchamp,22.0,SF,52,11,701,0.395,0.485,0.331,0.492,0.73,0.513,0.152,0.584,83,89,92,90,93,88,57,151,-26.0,-35.4,
5.0,Jevon Carter,27.0,PG,81,39,1810,0.423,0.425,0.421,0.549,0.816,0.56,0.067,0.596,89,78,117,101,104,96,25,154,3.9,-25.3,
6.0,Pat Connaughton,30.0,SF,61,33,1443,0.392,0.566,0.339,0.521,0.659,0.531,0.097,0.765,82,103,94,96,84,91,37,197,-20.1,-44.4,
7.0,Jae Crowder,32.0,PF,18,3,340,0.479,0.538,0.436,0.606,0.833,0.624,0.128,0.585,101,98,121,111,107,107,48,151,11.5,8.6,
8.0,Goran Dragić,36.0,PG,7,0,83,0.389,0.368,0.412,0.486,1.0,0.516,0.111,0.472,82,67,114,89,128,89,42,122,-4.3,-4.9,
9.0,A.J. Green,23.0,SG,35,1,345,0.424,0.45,0.419,0.6,1.0,0.607,0.032,0.84,89,82,116,110,128,105,12,217,13.7,6.6,
10.0,George Hill,36.0,PG,35,0,668,0.447,0.621,0.311,0.534,0.739,0.575,0.348,0.561,94,113,86,98,95,99,131,145,-2.9,-2.0,
11.0,Jrue Holiday,32.0,PG,67,65,2183,0.479,0.542,0.384,0.556,0.859,0.586,0.173,0.402,101,99,107,102,110,101,65,104,22.4,10.2,"DPOY-7,AS,DEF1"
12.0,Serge Ibaka,33.0,C,16,0,185,0.481,0.556,0.333,0.537,0.615,0.553,0.241,0.333,101,101,92,98,79,95,90,86,-0.9,-3.4,
13.0,Joe Ingles,35.0,SF,46,0,1044,0.435,0.556,0.409,0.603,0.857,0.616,0.085,0.819,92,101,113,111,110,106,32,211,28.6,18.0,
14.0,Meyers Leonard,30.0,C,9,2,114,0.483,0.636,0.389,0.603,0.889,0.652,0.31,0.621,102,116,108,111,114,112,116,160,3.4,4.7,
15.0,Brook Lopez,34.0,C,78,78,2373,0.531,0.637,0.374,0.606,0.784,0.63,0.211,0.405,112,116,104,111,100,108,79,104,109.6,96.7,"DPOY-2,DEF1"
16.0,Sandro Mamukelashvili,23.0,C,24,0,217,0.328,0.462,0.219,0.388,0.667,0.432,0.31,0.552,69,84,61,71,85,74,116,142,-18.2,-19.6,
17.0,Wesley Matthews,36.0,SF,52,0,820,0.363,0.528,0.315,0.484,0.857,0.519,0.175,0.775,76,96,87,89,110,89,66,200,-19.5,-21.3,
18.0,Khris Middleton,31.0,SF,33,19,801,0.436,0.516,0.315,0.499,0.902,0.551,0.251,0.399,92,94,87,91,115,95,94,103,-37.7,-27.2,
19.0,Jordan Nwora,24.0,SF,38,3,597,0.386,0.379,0.392,0.487,0.86,0.53,0.218,0.518,81,69,109,89,110,91,82,134,-22.8,-22.0,
20.0,Bobby Portis,27.0,PF,70,22,1818,0.496,0.555,0.37,0.555,0.768,0.575,0.156,0.32,104,101,102,102,98,99,58,83,15.3,-10.4,6MOY-3
21.0,Lindell Wigginton,24.0,PG,7,1,87,0.486,0.632,0.333,0.568,0.889,0.61,0.243,0.486,102,115,92,104,114,105,91,126,1.7,2.4,
,Team Totals,,,82,82,19831,0.473,0.557,0.368,0.555,0.743,0.583,0.248,0.446,99,102,102,102,95,100,93,115,143.4,34.0,
