Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Added,Added,Unnamed: 25_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add,Awards
1.0,Giannis Antetokounmpo,30.0,PF,67,67,2289,0.601,0.62,0.222,0.607,0.617,0.625,0.536,0.048,129,114,62.0,112,79.0,108,221,11,167.4,157.5,"MVP-3,DPOY-8,AS,NBA1"
2.0,MarJon Beauchamp,24.0,SF,26,0,122,0.383,0.423,0.333,0.457,0.75,0.497,0.255,0.447,82,78,93.0,84,96.0,86,105,106,-8.0,-8.2,
3.0,Jamaree Bouyea,25.0,PG,5,1,62,0.5,0.714,0.2,0.542,0.667,0.581,0.5,0.417,107,131,56.0,100,85.0,101,206,99,0.0,0.1,
4.0,Pat Connaughton,32.0,SG,41,1,603,0.469,0.594,0.321,0.542,0.774,0.567,0.175,0.458,100,109,89.0,100,99.0,98,72,109,-0.2,-3.7,
5.0,A.J. Green,25.0,SG,73,7,1659,0.429,0.443,0.427,0.612,0.815,0.621,0.064,0.856,92,81,119.0,113,104.0,108,26,203,58.5,38.7,
6.0,Andre Jackson Jr.,23.0,SG,67,43,980,0.477,0.529,0.395,0.553,0.5,0.554,0.122,0.386,102,97,110.0,102,64.0,96,50,92,4.0,-9.2,
7.0,AJ Johnson,20.0,SG,7,0,44,0.421,0.357,0.6,0.5,0.5,0.503,0.105,0.263,90,66,167.0,92,64.0,87,43,62,-1.6,-2.9,
8.0,Kyle Kuzma,29.0,PF,33,32,1049,0.455,0.533,0.333,0.52,0.663,0.545,0.265,0.389,97,98,93.0,96,85.0,95,109,92,-17.9,-27.6,
9.0,Damian Lillard,34.0,PG,58,58,2093,0.448,0.528,0.376,0.547,0.921,0.621,0.396,0.528,96,97,104.0,101,118.0,108,163,125,7.6,104.6,AS
10.0,Chris Livingston,21.0,SF,21,1,106,0.333,0.474,0.0,0.333,0.75,0.441,0.593,0.296,71,87,0.0,61,96.0,76,244,70,-11.3,-9.2,
11.0,Brook Lopez,36.0,C,80,80,2546,0.509,0.636,0.373,0.599,0.826,0.624,0.178,0.482,109,117,103.0,110,106.0,108,73,114,86.3,79.1,
12.0,Khris Middleton,33.0,SF,23,7,534,0.512,0.584,0.407,0.595,0.848,0.627,0.218,0.408,110,107,113.0,110,109.0,109,90,97,21.8,23.5,
13.0,Pete Nance,24.0,PF,6,1,70,0.529,0.8,0.417,0.676,,0.676,0.0,0.706,113,147,116.0,125,,117,0,168,4.5,3.4,
14.0,Kevin Porter Jr.,24.0,SG,30,2,598,0.494,0.529,0.408,0.553,0.871,0.616,0.38,0.29,106,97,113.0,102,112.0,107,156,69,4.9,22.5,
15.0,Bobby Portis,29.0,PF,49,7,1244,0.466,0.508,0.365,0.52,0.836,0.542,0.123,0.299,100,93,101.0,96,107.0,94,51,71,-27.3,-42.7,
16.0,Taurean Prince,30.0,SF,80,73,2166,0.457,0.492,0.439,0.6,0.813,0.613,0.093,0.652,98,90,122.0,111,104.0,106,38,155,58.7,39.3,
17.0,Liam Robbins,25.0,C,13,0,57,0.25,0.333,0.0,0.25,0.5,0.363,1.25,0.25,54,61,0.0,46,64.0,63,515,59,-4.7,-5.3,
18.0,Ryan Rollins,22.0,PG,56,19,820,0.487,0.55,0.408,0.577,0.8,0.6,0.166,0.443,104,101,113.0,106,103.0,104,68,105,18.7,13.9,
19.0,Jericho Sims,26.0,C,14,0,210,0.68,0.68,,0.68,,0.68,0.0,0.0,146,125,,125,,118,0,0,6.8,5.2,
20.0,Tyler Smith,20.0,PF,23,0,122,0.48,0.55,0.433,0.61,0.75,0.626,0.16,0.6,103,101,120.0,112,96.0,109,66,142,6.7,5.3,
21.0,Gary Trent Jr.,26.0,SG,74,9,1893,0.431,0.46,0.416,0.568,0.848,0.591,0.14,0.659,92,84,115.0,105,109.0,103,58,156,32.4,20.2,
22.0,Stanley Umude,25.0,SG,22,0,86,0.192,0.182,0.2,0.25,0.5,0.27,0.154,0.577,41,33,56.0,46,64.0,47,63,137,-15.2,-17.0,
23.0,Delon Wright,32.0,PG,26,2,405,0.268,0.303,0.245,0.341,0.563,0.365,0.195,0.598,57,56,68.0,63,72.0,63,80,142,-33.1,-37.6,
,Team Totals,,,82,82,19758,0.486,0.56,0.387,0.568,0.75,0.598,0.268,0.424,104,103,107.0,105,96.0,104,110,101,359.0,349.9,
