Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,% of FG Ast'd,% of FG Ast'd,Dunks,Dunks,Corner 3s,Corner 3s,1/2 Court,1/2 Court,Unnamed: 29_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards
1.0,Giannis Antetokounmpo,30.0,PF,5,5,188,0.606,7.3,0.949,0.495,0.212,0.091,0.152,0.051,0.628,0.816,0.524,0.444,0.267,0.2,0.305,1.0,0.121,12,0.0,,0,0,
2.0,Gary Trent Jr.,26.0,SG,5,3,171,0.516,22.3,0.29,0.048,0.081,0.032,0.129,0.71,0.556,0.667,0.6,0.0,0.625,0.5,0.2,0.909,0.0,0,0.182,0.5,1,0,
3.0,Bobby Portis,29.0,PF,5,1,158,0.441,15.6,0.588,0.191,0.088,0.206,0.103,0.412,0.5,0.615,0.333,0.643,0.143,0.357,0.75,1.0,0.0,0,0.357,0.3,0,0,
4.0,Kevin Porter Jr.,24.0,SG,5,1,151,0.396,14.4,0.688,0.083,0.333,0.188,0.083,0.313,0.364,1.0,0.188,0.444,0.25,0.467,0.083,0.714,0.042,2,0.133,0.5,0,0,
5.0,A.J. Green,25.0,SG,5,1,135,0.462,24.7,0.103,0.0,0.026,0.077,0.0,0.897,0.0,,0.0,0.0,,0.514,,1.0,0.0,0,0.343,0.5,0,0,
6.0,Kyle Kuzma,29.0,PF,5,4,102,0.343,11.2,0.714,0.257,0.257,0.171,0.029,0.286,0.4,0.333,0.444,0.333,1.0,0.2,0.6,1.0,0.0,0,0.5,0.2,0,0,
7.0,Damian Lillard,34.0,PG,3,3,75,0.222,21.7,0.407,0.074,0.037,0.111,0.185,0.593,0.273,0.5,1.0,0.0,0.2,0.188,0.0,0.667,0.0,0,0.0,,0,0,
8.0,Brook Lopez,36.0,C,5,4,74,0.364,20.3,0.318,0.182,0.091,0.045,0.0,0.682,0.571,0.75,0.0,1.0,,0.267,0.75,1.0,0.091,2,0.0,,0,0,
9.0,Taurean Prince,30.0,SF,5,2,61,0.2,22.8,0.1,0.1,0.0,0.0,0.0,0.9,0.0,0.0,,,,0.222,,1.0,0.0,0,0.444,0.25,0,0,
10.0,Jericho Sims,26.0,C,5,0,58,1.0,1.3,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,0.833,,0.667,4,,,0,0,
11.0,Ryan Rollins,22.0,PG,3,1,30,0.308,16.5,0.462,0.154,0.231,0.077,0.0,0.538,0.333,1.0,0.0,0.0,,0.286,0.5,1.0,0.0,0,0.0,,0,0,
12.0,Pat Connaughton,32.0,SG,3,0,14,0.25,15.4,0.5,0.125,0.25,0.125,0.0,0.5,0.25,1.0,0.0,0.0,,0.25,1.0,1.0,0.0,0,0.75,0.333,0,0,
13.0,Andre Jackson Jr.,23.0,SG,2,0,5,0.0,56.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,0.0,,,0.0,0,0.0,,1,0,
14.0,Chris Livingston,21.0,SF,2,0,5,0.0,26.4,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,0.0,,,0.0,0,0.0,,0,0,
,Team Totals,,,5,5,1227,0.453,19.7,0.567,0.214,0.15,0.112,0.091,0.433,0.51,0.745,0.364,0.408,0.325,0.379,0.409,0.931,0.046,20,0.232,0.386,2,0,
