Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss,+/- Per 100 Poss,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards
1.0,Giannis Antetokounmpo,30.0,PF,5,5,188,0,0,1,34,65,-7.8,-2.6,8,9,7,1,35,0,88,9,7,
2.0,Gary Trent Jr.,26.0,SG,5,3,171,1,34,65,0,0,-2.9,14.7,2,1,5,0,4,1,15,1,3,
3.0,Bobby Portis,29.0,PF,5,1,158,0,0,0,100,0,4.3,32.3,3,3,5,0,1,1,21,1,4,
4.0,Kevin Porter Jr.,24.0,SG,5,1,151,17,78,6,0,0,-6.9,1.2,5,3,3,1,4,0,70,0,3,
5.0,A.J. Green,25.0,SG,5,1,135,84,16,0,0,0,5.5,28.1,0,0,6,0,0,1,25,0,0,
6.0,Kyle Kuzma,29.0,PF,5,4,102,0,1,94,5,0,-23.6,-28.2,1,0,4,1,3,0,10,0,3,
7.0,Damian Lillard,34.0,PG,3,3,75,100,0,0,0,0,4.0,16.3,2,1,6,0,2,2,35,0,0,
8.0,Brook Lopez,36.0,C,5,4,74,0,0,0,0,100,-18.6,-16.5,2,0,4,2,3,0,9,1,1,
9.0,Taurean Prince,30.0,SF,5,2,61,0,64,31,5,0,-25.1,-23.8,2,1,1,0,0,0,18,0,0,
10.0,Jericho Sims,26.0,C,5,0,58,0,0,0,17,83,-1.7,7.3,1,2,1,2,2,0,3,1,0,
11.0,Ryan Rollins,22.0,PG,3,1,30,100,0,0,0,0,-43.1,-40.6,0,0,2,0,0,0,9,0,3,
12.0,Pat Connaughton,32.0,SG,3,0,14,0,64,34,3,0,-45.3,-40.1,0,0,0,1,1,0,2,0,0,
13.0,Andre Jackson Jr.,23.0,SG,2,0,5,0,0,100,0,0,-33.3,-26.6,0,0,0,0,0,0,0,0,0,
14.0,Chris Livingston,21.0,SF,2,0,5,0,0,0,100,0,-37.5,-30.7,0,0,0,0,0,0,0,0,0,
,Team Totals,,,5,5,1227,20,20,20,20,20,-7.3,4.2,26,20,44,8,55,5,305,13,24,
