Rk,Unnamed: 1,Salary
1,Giannis Antetokounmpo,"$48,787,676"
2,Damian Lillard,"$48,787,676"
3,Kyle Kuzma,"$24,456,061"
4,Brook Lopez,"$23,000,000"
5,Bobby Portis,"$12,578,286"
6,Pat Connaughton,"$9,423,869"
7,Kevin Porter,"$2,366,937"
8,A.J. Green,"$2,120,693"
9,Jericho Sims,"$2,092,344"
10,Taurean Prince,"$2,087,519"
11,Gary Trent,"$2,087,519"
12,Andre Jackson,"$1,891,857"
13,Chris Livingston,"$1,891,857"
14,Tyler Smith,"$1,157,153"
15,Ryan Rollins,"$491,887"
16,Stanley Umude,
17,Anžejs Pasečņiks,
18,Liam Robbins,
19,Ryan Rollins,
20,Pete Nance,
21,Jamaree Bouyea,
