Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,% of FG Ast'd,% of FG Ast'd,Dunks,Dunks,Corner 3s,Corner 3s,1/2 Court,1/2 Court,Unnamed: 29_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards
1.0,Reggie Bullock,30.0,SF,18,18,707,0.404,22.4,0.132,0.06,0.04,0.02,0.013,0.868,0.45,0.778,0.0,0.333,0.5,0.397,0.778,0.962,0.007,1,0.427,0.411,0,0,
2.0,Dorian Finney-Smith,28.0,PF,18,18,688,0.471,18.5,0.312,0.172,0.102,0.019,0.019,0.688,0.571,0.741,0.313,0.333,0.667,0.426,0.75,0.957,0.051,7,0.389,0.5,0,0,
3.0,Jalen Brunson,25.0,SG,18,18,629,0.466,12.4,0.759,0.113,0.408,0.151,0.087,0.241,0.504,0.657,0.496,0.468,0.407,0.347,0.185,0.769,0.003,0,0.307,0.391,1,0,
4.0,Luka Dončić,22.0,PG,15,15,552,0.455,15.4,0.58,0.136,0.295,0.111,0.037,0.42,0.534,0.792,0.452,0.538,0.231,0.345,0.165,0.216,0.023,8,0.02,0.333,0,0,
5.0,Spencer Dinwiddie,28.0,PG,18,3,501,0.417,16.3,0.5,0.146,0.234,0.094,0.026,0.5,0.417,0.536,0.378,0.333,0.4,0.417,0.225,0.625,0.005,1,0.198,0.684,1,0,
6.0,Maxi Kleber,30.0,PF,18,0,457,0.509,19.9,0.264,0.132,0.075,0.028,0.028,0.736,0.714,1.0,0.25,0.333,1.0,0.436,0.85,1.0,0.066,7,0.359,0.464,0,0,
7.0,Dwight Powell,30.0,C,18,18,249,0.629,3.7,0.943,0.743,0.171,0.0,0.029,0.057,0.667,0.731,0.5,,0.0,0.0,0.955,,0.4,13,1.0,0.0,0,0,
8.0,Dāvis Bertāns,29.0,PF,18,0,192,0.4,24.0,0.073,0.055,0.0,0.018,0.0,0.927,0.75,0.667,,1.0,,0.373,1.0,1.0,0.036,2,0.255,0.615,0,0,
9.0,Frank Ntilikina,23.0,SG,12,0,125,0.333,22.2,0.167,0.042,0.042,0.042,0.042,0.833,0.5,1.0,0.0,1.0,0.0,0.3,0.5,1.0,0.0,0,0.3,0.5,0,0,
10.0,Josh Green,21.0,SG,16,0,121,0.286,20.8,0.214,0.036,0.071,0.071,0.036,0.786,0.5,0.0,1.0,0.0,1.0,0.227,0.667,1.0,0.0,0,0.636,0.143,0,0,
11.0,Trey Burke,29.0,PG,10,0,37,0.5,16.3,0.545,0.091,0.273,0.091,0.091,0.455,0.583,0.0,0.5,1.0,1.0,0.4,0.0,1.0,0.0,0,0.1,0.0,0,0,
12.0,Marquese Chriss,24.0,PF,8,0,30,0.5,7.4,0.75,0.625,0.125,0.0,0.0,0.25,0.5,0.6,0.0,,,0.5,0.667,1.0,0.375,3,0.5,0.0,0,0,
13.0,Sterling Brown,26.0,SG,9,0,26,0.3,13.6,0.6,0.1,0.5,0.0,0.0,0.4,0.5,1.0,0.4,,,0.0,1.0,,0.0,0,0.25,0.0,0,0,
14.0,Boban Marjanović,33.0,C,3,0,6,0.25,6.7,1.0,0.5,0.25,0.25,0.0,0.0,0.25,0.5,0.0,0.0,,,0.0,,0.0,0,,,0,0,
,Team Totals,,,18,18,4320,0.449,15.7,0.487,0.139,0.225,0.082,0.04,0.513,0.521,0.713,0.439,0.467,0.431,0.38,0.341,0.771,0.031,42,0.28,0.445,2,0,
