Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,Awards
1.0,Dāvis Bertāns,29.0,PF,18,0,192,0.4,0.75,0.373,0.573,0.833,0.606,0.218,0.927,87,141,105.0,108,108,107,88,232,
2.0,Sterling Brown,26.0,SG,9,0,26,0.3,0.5,0.0,0.3,0.714,0.42,0.7,0.4,65,94,0.0,56,92,74,282,100,
3.0,Jalen Brunson,25.0,SG,18,18,629,0.466,0.504,0.347,0.508,0.8,0.553,0.289,0.241,101,95,98.0,96,103,98,117,60,
4.0,Reggie Bullock,30.0,SF,18,18,707,0.404,0.45,0.397,0.576,0.889,0.598,0.119,0.868,88,84,112.0,108,115,106,48,217,
5.0,Trey Burke,29.0,PG,10,0,37,0.5,0.583,0.4,0.591,1.0,0.649,0.273,0.455,108,110,113.0,111,129,115,110,114,
6.0,Marquese Chriss,24.0,PF,8,0,30,0.5,0.5,0.5,0.563,0.833,0.658,0.75,0.25,108,94,141.0,106,108,116,302,63,
7.0,Spencer Dinwiddie,28.0,PG,18,3,501,0.417,0.417,0.417,0.521,0.821,0.576,0.349,0.5,90,78,118.0,98,106,102,141,125,
8.0,Luka Dončić,22.0,PG,15,15,552,0.455,0.534,0.345,0.527,0.77,0.577,0.384,0.42,99,100,97.0,99,99,102,155,105,
9.0,Dorian Finney-Smith,28.0,PF,18,18,688,0.471,0.571,0.426,0.618,0.708,0.63,0.153,0.688,102,107,120.0,116,91,111,62,172,
10.0,Josh Green,21.0,SG,16,0,121,0.286,0.5,0.227,0.375,0.25,0.365,0.286,0.786,62,94,64.0,71,32,64,115,197,
11.0,Maxi Kleber,30.0,PF,18,0,457,0.509,0.714,0.436,0.67,0.714,0.681,0.198,0.736,110,134,123.0,126,92,120,80,184,
12.0,Boban Marjanović,33.0,C,3,0,6,0.25,0.25,,0.25,1.0,0.41,0.5,0.0,54,47,,47,129,72,201,0,
13.0,Frank Ntilikina,23.0,SG,12,0,125,0.333,0.5,0.3,0.458,1.0,0.471,0.042,0.833,72,94,85.0,86,129,83,17,209,
14.0,Dwight Powell,30.0,C,18,18,249,0.629,0.667,0.0,0.629,0.609,0.643,0.657,0.057,136,125,0.0,118,79,114,265,14,
,Team Totals,,,18,18,4320,0.449,0.521,0.38,0.546,0.771,0.584,0.289,0.513,97,98,108.0,103,100,103,116,129,
