Rk,Unnamed: 1,Salary
1,Tim Hardaway,"$21,306,816"
2,Spencer Dinwiddie,"$17,142,857"
3,Dāvis Bertāns,"$16,000,000"
4,Dwight Powell,"$11,080,125"
5,Luka Dončić,"$10,174,391"
6,Reggie Bullock,"$9,536,000"
7,Maxi Kleber,"$8,750,000"
8,Willie Cauley-Stein,"$4,100,000"
9,Dorian Finney-Smith,"$4,000,000"
10,Boban Marjanović,"$3,500,000"
11,Trey Burke,"$3,150,000"
12,Sterling Brown,"$3,000,000"
13,Josh Green,"$2,957,520"
14,Jalen Brunson,"$1,802,057"
15,Frank Ntilikina,"$1,789,256"
16,Moses Brown,"$1,701,593"
17,Tyrell Terry,"$1,517,981"
18,Marquese Chriss,"$1,292,900"
19,Brandon Knight,"$276,038"
20,Theo Pinson,"$197,076"
21,Isaiah Thomas,"$138,019"
22,Charlie Brown,"$95,930"
23,George King,"$85,578"
24,Carlik Jones,"$53,176"
25,Moses Wright,$0
26,Eugene Omoruyi,$0
27,JaQuori McLaughlin,$0
28,Nate Hinton,$0
