Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
1.0,Reggie Bullock,30.0,18,18,707,61,151,0.404,52,131,0.397,9,20,0.45,0.576,16,18,0.889,8,74,82,30,22,1,8,48,190,0,
2.0,Dorian Finney-Smith,28.0,18,18,688,74,157,0.471,46,108,0.426,28,49,0.571,0.618,17,24,0.708,32,67,99,35,17,7,18,53,211,0,
3.0,Jalen Brunson,25.0,18,18,629,145,311,0.466,26,75,0.347,119,236,0.504,0.508,72,90,0.8,15,68,83,66,14,1,19,38,388,0,
4.0,Luka Dončić,22.0,15,15,552,160,352,0.455,51,148,0.345,109,204,0.534,0.527,104,135,0.77,10,137,147,96,27,9,59,44,475,0,
5.0,Spencer Dinwiddie,28.0,18,3,501,80,192,0.417,40,96,0.417,40,96,0.417,0.521,55,67,0.821,8,36,44,65,15,6,29,42,255,0,
6.0,Maxi Kleber,30.0,18,0,457,54,106,0.509,34,78,0.436,20,28,0.714,0.67,15,21,0.714,15,67,82,20,4,15,11,49,157,0,
7.0,Dwight Powell,30.0,18,18,249,22,35,0.629,0,2,0.0,22,33,0.667,0.629,14,23,0.609,17,30,47,4,3,6,9,40,58,0,
8.0,Dāvis Bertāns,29.0,18,0,192,22,55,0.4,19,51,0.373,3,4,0.75,0.573,10,12,0.833,4,22,26,6,8,2,3,25,73,0,
9.0,Frank Ntilikina,23.0,12,0,125,8,24,0.333,6,20,0.3,2,4,0.5,0.458,1,1,1.0,2,10,12,9,8,1,6,19,23,0,
10.0,Josh Green,21.0,16,0,121,8,28,0.286,5,22,0.227,3,6,0.5,0.375,2,8,0.25,1,11,12,7,5,0,0,16,23,0,
11.0,Trey Burke,29.0,10,0,37,11,22,0.5,4,10,0.4,7,12,0.583,0.591,6,6,1.0,0,3,3,4,1,0,1,3,32,0,
12.0,Marquese Chriss,24.0,8,0,30,4,8,0.5,1,2,0.5,3,6,0.5,0.563,5,6,0.833,4,5,9,0,0,0,1,3,14,0,
13.0,Sterling Brown,26.0,9,0,26,3,10,0.3,0,4,0.0,3,6,0.5,0.3,5,7,0.714,1,7,8,3,4,2,3,0,11,0,
14.0,Boban Marjanović,33.0,3,0,6,1,4,0.25,0,0,,1,4,0.25,0.25,2,2,1.0,0,3,3,0,1,0,2,0,4,0,
,Team Totals,,18,18,4320,653,1455,0.449,284,747,0.38,369,708,0.521,0.546,324,420,0.771,117,540,657,345,129,50,169,380,1914,0,
