team,player,image_url,file_path
ChicagoBulls,Matas Buzelis,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4711294.png&h=80&w=110&scale=crop,nba_rosters\chicagobulls\matas_buzelis.png
ChicagoBulls,Jevon Carter,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3133635.png&h=80&w=110&scale=crop,nba_rosters\chicagobulls\jevon_carter.png
ChicagoBulls,Zach Collins,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4066650.png&h=80&w=110&scale=crop,nba_rosters\chicagobulls\zach_collins.png
ChicagoBulls,Ayo Dosunmu,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4397002.png&h=80&w=110&scale=crop,nba_rosters\chicagobulls\ayo_dosunmu.png
ChicagoBulls,Noa Essengue,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/5242496.png&h=80&w=110&scale=crop,nba_rosters\chicagobulls\noa_essengue.png
ChicagoBulls,Trentyn Flowers,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/5165257.png&h=80&w=110&scale=crop,nba_rosters\chicagobulls\trentyn_flowers.png
ChicagoBulls,Josh Giddey,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4871145.png&h=80&w=110&scale=crop,nba_rosters\chicagobulls\josh_giddey.png
ChicagoBulls,Kevin Huerter,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4066372.png&h=80&w=110&scale=crop,nba_rosters\chicagobulls\kevin_huerter.png
ChicagoBulls,Tre Jones,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4395626.png&h=80&w=110&scale=crop,nba_rosters\chicagobulls\tre_jones.png
ChicagoBulls,Emanuel Miller,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4432872.png&h=80&w=110&scale=crop,nba_rosters\chicagobulls\emanuel_miller.png
ChicagoBulls,Isaac Okoro,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4432822.png&h=80&w=110&scale=crop,nba_rosters\chicagobulls\isaac_okoro.png
ChicagoBulls,Lachlan Olbrich,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/5091709.png&h=80&w=110&scale=crop,nba_rosters\chicagobulls\lachlan_olbrich.png
ChicagoBulls,Julian Phillips,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/5105553.png&h=80&w=110&scale=crop,nba_rosters\chicagobulls\julian_phillips.png
ChicagoBulls,Jalen Smith,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4397189.png&h=80&w=110&scale=crop,nba_rosters\chicagobulls\jalen_smith.png
ChicagoBulls,Dalen Terry,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4433159.png&h=80&w=110&scale=crop,nba_rosters\chicagobulls\dalen_terry.png
ChicagoBulls,Nikola Vucevic,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/6478.png&h=80&w=110&scale=crop,nba_rosters\chicagobulls\nikola_vucevic.png
ChicagoBulls,Coby White,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4395651.png&h=80&w=110&scale=crop,nba_rosters\chicagobulls\coby_white.png
ChicagoBulls,Patrick Williams,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4431687.png&h=80&w=110&scale=crop,nba_rosters\chicagobulls\patrick_williams.png
