Rk,Unnamed: 1,Salary
1,Kawhi Leonard,"$49,205,800"
2,James Harden,"$33,653,846"
3,Norman Powell,"$19,241,379"
4,Bogdan Bogdanović,"$17,260,000"
5,Ivica Zubac,"$11,743,210"
6,Derrick Jones,"$9,523,810"
7,Kris Dunn,"$5,168,000"
8,Drew Eubanks,"$5,000,000"
9,Nicolas Batum,"$4,668,000"
10,Amir Coffey,"$3,938,271"
11,MarJon Beauchamp,"$2,733,720"
12,Kobe Brown,"$2,533,920"
13,Patty Mills,"$2,087,519"
14,Cam Christie,"$1,157,153"
15,Jordan Miller,"$1,050,000"
16,Joshua Primo,"$1,000,000"
17,Ben Simmons,"$755,826"
18,Kai Jones,
19,Trentyn Flowers,
20,Jordan Miller,
21,Patrick Baldwin,
22,Seth Lundy,
