Rk,Player,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
1,James Harden,35,PG,7,7,276,5.7,13.2,0.436,2.1,5.7,0.364,3.7,7.4,0.491,0.515,3.5,4.3,0.818,0.5,4.4,5.0,8.3,1.2,0.9,2.7,2.1,17.1,
2,Kawhi Leonard,33,SF,7,7,265,9.0,16.7,0.537,2.0,5.0,0.405,6.9,11.7,0.593,0.598,3.8,4.9,0.778,1.5,5.7,7.2,4.5,1.1,0.7,2.0,1.6,23.8,
3,Ivica Zubac,27,C,7,7,256,7.6,11.5,0.659,0.0,0.0,,7.6,11.5,0.659,0.659,2.0,3.7,0.538,3.8,6.2,10.0,2.3,0.7,1.0,1.5,2.7,17.2,
4,Norman Powell,31,SG,7,7,238,6.4,13.5,0.472,2.1,6.1,0.35,4.2,7.4,0.571,0.551,2.1,2.7,0.778,0.2,2.4,2.6,2.6,1.2,0.3,1.8,2.3,16.9,
5,Nicolas Batum,36,PF,7,0,172,2.7,6.9,0.394,2.7,6.9,0.394,0.0,0.0,,0.591,0.0,0.0,,0.8,4.8,5.7,2.9,1.3,2.5,0.6,2.7,8.2,
6,Kris Dunn,30,PG,7,6,153,4.0,10.4,0.386,2.4,6.6,0.357,1.6,3.8,0.438,0.5,0.0,0.0,,2.4,3.3,5.6,2.1,1.9,0.9,0.2,4.2,10.4,
7,Derrick Jones Jr.,27,SF,7,1,129,5.9,13.4,0.438,1.7,5.6,0.3,4.2,7.8,0.536,0.5,0.8,2.2,0.375,1.4,2.2,3.6,0.6,1.1,2.5,0.8,0.8,14.2,
8,Bogdan Bogdanović,32,SG,7,0,117,4.9,13.5,0.364,2.2,7.4,0.292,2.8,6.2,0.45,0.443,1.8,2.2,0.857,1.5,4.6,6.2,4.6,0.9,0.0,3.4,7.7,13.8,
9,Ben Simmons,28,PG,5,0,42,1.7,5.1,0.333,0.0,0.0,,1.7,5.1,0.333,0.333,0.0,0.0,,2.6,3.4,6.0,3.4,0.9,3.4,1.7,9.4,3.4,
10,Kobe Brown,25,PF,3,0,15,16.8,19.2,0.875,2.4,2.4,1.0,14.4,16.8,0.857,0.938,2.4,2.4,1.0,0.0,2.4,2.4,9.6,0.0,0.0,0.0,0.0,38.4,
11,Cam Christie,19,SG,3,0,13,5.5,8.3,0.667,2.8,5.5,0.5,2.8,2.8,1.0,0.833,0.0,0.0,,0.0,5.5,5.5,0.0,2.8,0.0,2.8,0.0,13.8,
12,Drew Eubanks,27,C,3,0,13,0.0,5.5,0.0,0.0,0.0,,0.0,5.5,0.0,0.0,11.1,16.6,0.667,0.0,2.8,2.8,0.0,0.0,0.0,0.0,5.5,11.1,
13,Jordan Miller,25,SF,3,0,13,8.3,19.4,0.429,0.0,2.8,0.0,8.3,16.6,0.5,0.429,2.8,5.5,0.5,0.0,5.5,5.5,11.1,8.3,0.0,0.0,0.0,19.4,
14,Patty Mills,36,PG,1,0,4,9.0,18.0,0.5,9.0,9.0,1.0,0.0,9.0,0.0,0.75,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,27.0,
