Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,Awards
1.0,Nicolas Batum,36.0,PF,7,0,172,0.394,,0.394,0.591,,0.591,0.0,1.0,84,,109.0,109,,103,0,237,
2.0,Bogdan Bogdanović,32.0,SG,7,0,117,0.364,0.45,0.292,0.443,0.857,0.478,0.159,0.545,78,83.0,81.0,82,110.0,83,66,130,
3.0,Kobe Brown,25.0,PF,3,0,15,0.875,0.857,1.0,0.938,1.0,0.948,0.125,0.125,187,157.0,278.0,173,128.0,165,51,30,
4.0,Cam Christie,19.0,SG,3,0,13,0.667,1.0,0.5,0.833,,0.833,0.0,0.667,143,183.0,139.0,153,,145,0,158,
5.0,Kris Dunn,30.0,PG,7,6,153,0.386,0.438,0.357,0.5,,0.5,0.0,0.636,83,80.0,99.0,92,,87,0,151,
6.0,Drew Eubanks,27.0,C,3,0,13,0.0,0.0,,0.0,0.667,0.431,3.0,0.0,0,0.0,,0,85.0,75,1235,0,
7.0,James Harden,35.0,PG,7,7,276,0.436,0.491,0.364,0.515,0.818,0.567,0.327,0.436,93,90.0,101.0,95,105.0,98,135,103,
8.0,Derrick Jones Jr.,27.0,SF,7,1,129,0.438,0.536,0.3,0.5,0.375,0.495,0.167,0.417,94,98.0,83.0,92,48.0,86,69,99,
9.0,Kawhi Leonard,33.0,SF,7,7,265,0.537,0.593,0.405,0.598,0.778,0.63,0.293,0.301,115,109.0,113.0,110,100.0,109,121,71,
10.0,Jordan Miller,25.0,SF,3,0,13,0.429,0.5,0.0,0.429,0.5,0.444,0.286,0.143,92,92.0,0.0,79,64.0,77,118,34,
11.0,Patty Mills,36.0,PG,1,0,4,0.5,0.0,1.0,0.75,,0.75,0.0,0.5,107,0.0,278.0,138,,130,0,119,
12.0,Norman Powell,31.0,SG,7,7,238,0.472,0.571,0.35,0.551,0.778,0.578,0.202,0.449,101,105.0,97.0,101,100.0,100,83,107,
13.0,Ben Simmons,28.0,PG,5,0,42,0.333,0.333,,0.333,,0.333,0.0,0.0,71,61.0,,61,,58,0,0,
14.0,Ivica Zubac,27.0,C,7,7,256,0.659,0.659,,0.659,0.538,0.653,0.317,0.0,141,121.0,,121,69.0,113,131,0,
,Team Totals,,,7,7,1706,0.486,0.565,0.364,0.557,0.715,0.581,0.231,0.39,104,104.0,101.0,103,92.0,101,95,93,
