unnamed_0_level_0_starters,basic_box_score_stats_mp,basic_box_score_stats_fg,basic_box_score_stats_fga,basic_box_score_stats_fg,basic_box_score_stats_3p,basic_box_score_stats_3pa,basic_box_score_stats_3p,basic_box_score_stats_ft,basic_box_score_stats_fta,basic_box_score_stats_ft,basic_box_score_stats_orb,basic_box_score_stats_drb,basic_box_score_stats_trb,basic_box_score_stats_ast,basic_box_score_stats_stl,basic_box_score_stats_blk,basic_box_score_stats_tov,basic_box_score_stats_pf,basic_box_score_stats_pts,basic_box_score_stats_gmsc,basic_box_score_stats_,did_play,dnp_reason,team,opponent,home_team,away_team,is_home,is_away,player_uid,game_id,game_date,scraped_at,table_id
Harrison Barnes,33:54,5,13,.385,2,8,.250,4,4,1.000,0,5,5,2,0,0,1,0,16,10.8,+3,True,,SAS,ATL,SAS,ATL,True,False,711b05bdc7511bb5d9f4242852aec7d08d321e03,202511200SAS,"Atlanta Hawks at San Antonio Spurs Box Score, November 20, 2025",2025-12-31T08:39:17.245079,box-SAS-game-basic
Devin Vassell,33:12,6,11,.545,3,5,.600,0,0,,1,4,5,3,1,1,1,2,15,13.6,+13,True,,SAS,ATL,SAS,ATL,True,False,8c69e2bfc1a38434425f337c9d3960db97c10e3f,202511200SAS,"Atlanta Hawks at San Antonio Spurs Box Score, November 20, 2025",2025-12-31T08:39:17.245079,box-SAS-game-basic
Julian Champagnie,31:14,7,13,.538,5,10,.500,1,1,1.000,0,4,4,5,0,1,1,4,20,16.5,+15,True,,SAS,ATL,SAS,ATL,True,False,04e0514e04487e731c5cc37216d8b088c65ac288,202511200SAS,"Atlanta Hawks at San Antonio Spurs Box Score, November 20, 2025",2025-12-31T08:39:17.245079,box-SAS-game-basic
De'Aaron Fox,31:12,9,16,.563,2,4,.500,6,10,.600,2,3,5,9,3,0,2,4,26,24.8,-7,True,,SAS,ATL,SAS,ATL,True,False,f6f1df7705794ede81ac799ba7e60266ba0a07ba,202511200SAS,"Atlanta Hawks at San Antonio Spurs Box Score, November 20, 2025",2025-12-31T08:39:17.245079,box-SAS-game-basic
Luke Kornet,22:59,2,4,.500,0,0,,1,2,.500,1,2,3,2,0,0,1,0,5,4.3,+2,True,,SAS,ATL,SAS,ATL,True,False,5323622ecf0c3d6fa48a555e72857b045ecc4bf8,202511200SAS,"Atlanta Hawks at San Antonio Spurs Box Score, November 20, 2025",2025-12-31T08:39:17.245079,box-SAS-game-basic
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,True,,SAS,ATL,SAS,ATL,True,False,cab803c08ef706fa4d1c0d1e76bf1f741f5b5c0f,202511200SAS,"Atlanta Hawks at San Antonio Spurs Box Score, November 20, 2025",2025-12-31T08:39:17.245079,box-SAS-game-basic
Keldon Johnson,32:08,9,12,.750,3,5,.600,4,5,.800,2,5,7,2,1,0,2,2,25,22.3,+8,True,,SAS,ATL,SAS,ATL,True,False,f24f7e1ce0998a82db9b1d4b657492413fd963eb,202511200SAS,"Atlanta Hawks at San Antonio Spurs Box Score, November 20, 2025",2025-12-31T08:39:17.245079,box-SAS-game-basic
Jeremy Sochan,21:50,3,10,.300,0,5,.000,2,2,1.000,0,5,5,5,1,1,0,1,8,8.5,0,True,,SAS,ATL,SAS,ATL,True,False,3bf3da03a60b85e7d932b69a643e45dcb462dad4,202511200SAS,"Atlanta Hawks at San Antonio Spurs Box Score, November 20, 2025",2025-12-31T08:39:17.245079,box-SAS-game-basic
David Jones García,18:33,5,7,.714,1,1,1.000,1,2,.500,1,4,5,6,3,1,1,1,12,17.1,+25,True,,SAS,ATL,SAS,ATL,True,False,09dea4f74a5f537094a8d75cc521189de04a8ba6,202511200SAS,"Atlanta Hawks at San Antonio Spurs Box Score, November 20, 2025",2025-12-31T08:39:17.245079,box-SAS-game-basic
Kelly Olynyk,12:55,2,4,.500,1,2,.500,3,4,.750,1,1,2,0,1,0,1,1,8,6.2,-10,True,,SAS,ATL,SAS,ATL,True,False,fc8c7ba7ba8e27781c158dd1eb0a4fddc177ac19,202511200SAS,"Atlanta Hawks at San Antonio Spurs Box Score, November 20, 2025",2025-12-31T08:39:17.245079,box-SAS-game-basic
Carter Bryant,2:03,0,1,.000,0,0,,0,0,,2,0,2,0,0,0,0,0,0,0.7,-4,True,,SAS,ATL,SAS,ATL,True,False,b5cf9fabf81e2691387d051e2b9057ada8ca0cf6,202511200SAS,"Atlanta Hawks at San Antonio Spurs Box Score, November 20, 2025",2025-12-31T08:39:17.245079,box-SAS-game-basic
