Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1.0,Davion Mitchell,27.0,PG,25,25,761,13.3,0.586,0.344,0.185,1.4,7.7,4.7,32.2,1.9,0.2,14.6,13.3,1.3,0.9,2.1,0.134,-1.2,1.1,-0.1,0.4,
2.0,Andrew Wiggins,30.0,SF,23,23,757,13.9,0.565,0.346,0.183,4.9,9.9,7.5,12.2,1.5,3.2,10.8,20.4,0.3,1.0,1.3,0.081,-0.4,0.6,0.2,0.4,
3.0,Jaime Jaquez Jr.,24.0,SF,25,0,731,15.5,0.565,0.123,0.285,5.1,14.9,10.1,24.2,1.3,0.7,13.9,22.1,0.6,0.9,1.5,0.1,-0.4,0.7,0.3,0.4,
4.0,Norman Powell,32.0,SG,21,21,648,19.9,0.641,0.431,0.387,1.3,10.8,6.2,12.3,1.7,0.8,9.1,27.7,1.3,0.8,2.1,0.154,3.3,0.2,3.5,0.9,
5.0,Kel'el Ware,21.0,C,26,16,622,19.3,0.622,0.281,0.233,14.1,29.4,22.0,3.1,1.8,5.0,11.5,17.2,1.0,1.4,2.3,0.18,0.8,0.7,1.5,0.6,
6.0,Bam Adebayo,28.0,C,20,20,618,18.5,0.583,0.338,0.334,4.6,24.7,15.0,11.7,1.5,2.6,9.6,24.1,0.6,1.1,1.7,0.13,1.6,1.2,2.8,0.8,
7.0,Pelle Larsson,24.0,SG,24,16,525,11.5,0.569,0.463,0.338,2.2,9.3,5.9,18.6,1.1,0.8,12.0,16.3,0.5,0.5,1.0,0.093,-1.8,0.5,-1.2,0.1,
8.0,Simone Fontecchio,30.0,SF,25,1,473,11.7,0.569,0.72,0.202,2.5,13.3,8.0,11.3,1.1,0.9,10.6,20.3,0.1,0.5,0.7,0.07,-0.5,-0.2,-0.7,0.2,
9.0,Dru Smith,28.0,SG,26,1,440,15.2,0.558,0.42,0.275,5.8,10.0,7.9,20.9,4.0,1.6,14.0,15.9,0.5,0.8,1.3,0.137,-0.7,3.8,3.0,0.6,
10.0,Nikola Jović,22.0,PF,19,1,347,8.8,0.507,0.508,0.331,3.4,16.1,9.9,18.5,1.3,1.8,20.6,20.1,-0.4,0.5,0.1,0.008,-4.2,0.5,-3.7,-0.2,
11.0,Tyler Herro,26.0,SG,6,6,191,20.0,0.629,0.374,0.263,1.7,14.1,8.1,11.3,1.4,1.4,6.0,25.2,0.4,0.2,0.6,0.159,3.5,0.4,3.8,0.3,
12.0,Keshad Johnson,24.0,SF,10,0,119,9.7,0.446,0.421,0.342,9.8,15.9,13.0,1.0,1.9,3.0,6.4,16.1,-0.1,0.2,0.1,0.051,-4.3,-0.2,-4.5,-0.1,
13.0,Jahmir Young,25.0,PG,5,0,24,6.3,0.455,0.455,0.0,0.0,8.3,4.3,22.3,1.9,0.0,15.4,22.2,0.0,0.0,0.0,-0.042,-6.6,-1.0,-7.6,0.0,
14.0,Myron Gardner,24.0,SF,4,0,9,23.3,1.5,1.0,0.0,0.0,22.2,11.4,16.1,0.0,0.0,0.0,9.1,0.1,0.0,0.1,0.332,4.4,5.1,9.5,0.0,
15.0,Kasparas Jakučionis,19.0,PG,1,0,1,-22.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.9,0.0,0.0,81.8,0.0,0.0,0.0,-1.406,-63.3,20.2,-43.1,0.0,
,Team Totals,,,26,26,6266,,0.583,0.376,0.276,,,,,,,,,6.0,8.8,14.8,0.113,-0.1,0.8,0.7,4.3,
