Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
1,Zach LaVine,27,77,77,2768,11.8,24.4,0.485,3.6,9.6,0.375,8.3,14.9,0.556,0.558,6.4,7.5,0.848,0.7,5.3,6.1,5.8,1.2,0.3,3.4,2.8,33.7,116,115,
2,Nikola Vučević,32,82,82,2746,10.6,20.4,0.52,2.1,6.2,0.349,8.4,14.2,0.594,0.573,2.3,2.8,0.835,2.8,13.2,16.0,4.7,1.1,1.0,2.5,3.2,25.7,117,110,
3,DeMar DeRozan,33,74,74,2682,11.9,23.7,0.504,0.8,2.6,0.324,11.1,21.1,0.526,0.522,8.3,9.5,0.872,0.6,5.6,6.2,6.8,1.5,0.7,2.8,3.4,33.0,119,113,"CPOY-3,AS"
4,Patrick Williams,21,82,65,2323,6.6,14.2,0.464,2.4,5.8,0.415,4.2,8.4,0.498,0.549,1.9,2.2,0.857,1.6,5.2,6.9,2.1,1.5,1.5,2.1,3.1,17.5,108,113,
5,Ayo Dosunmu,23,80,51,2098,6.5,13.2,0.493,1.4,4.4,0.312,5.2,8.8,0.583,0.545,1.5,1.9,0.805,1.0,4.1,5.1,4.8,1.4,0.6,2.3,4.2,16.0,109,115,
6,Coby White,22,74,2,1730,7.4,16.7,0.443,3.6,9.7,0.372,3.8,7.0,0.54,0.551,1.7,2.0,0.871,0.5,5.5,6.0,5.7,1.5,0.2,2.1,3.4,20.1,113,114,
7,Alex Caruso,28,67,36,1575,4.0,8.8,0.455,1.7,4.7,0.364,2.3,4.2,0.556,0.551,1.8,2.3,0.808,1.3,4.8,6.1,6.0,3.0,1.4,2.4,4.9,11.6,115,109,"DPOY-11,DEF1"
8,Derrick Jones Jr.,25,64,0,893,6.3,12.5,0.5,1.5,4.4,0.338,4.8,8.2,0.587,0.559,3.4,4.6,0.738,3.3,5.1,8.3,1.9,1.6,2.0,1.4,4.7,17.4,122,112,
9,Andre Drummond,29,67,0,849,9.5,15.7,0.606,0.0,0.2,0.0,9.5,15.5,0.613,0.606,3.8,7.2,0.536,7.9,17.6,25.5,1.9,2.6,1.5,4.3,6.7,22.9,113,103,
10,Goran Dragić,36,51,0,787,7.9,18.5,0.425,2.8,7.9,0.352,5.1,10.6,0.48,0.5,1.7,2.5,0.659,0.8,3.5,4.3,8.6,0.7,0.2,3.5,3.9,20.2,103,117,
11,Patrick Beverley,34,22,22,605,3.8,9.6,0.395,2.0,6.5,0.309,1.8,3.1,0.579,0.5,0.6,1.2,0.533,1.6,7.0,8.6,6.1,1.9,1.3,1.4,5.1,10.2,114,111,
12,Javonte Green,29,32,1,480,6.2,11.0,0.565,1.3,3.6,0.371,4.9,7.4,0.658,0.625,3.0,4.6,0.667,2.7,6.2,8.9,2.3,2.4,2.1,2.0,5.3,16.7,122,109,
13,Dalen Terry,20,38,0,214,7.3,16.4,0.444,1.6,6.1,0.259,5.7,10.2,0.556,0.493,3.2,4.8,0.667,2.7,5.7,8.4,5.0,2.5,1.1,1.8,5.5,19.3,112,110,
14,Carlik Jones,25,7,0,56,5.2,13.0,0.4,2.6,5.2,0.5,2.6,7.8,0.333,0.5,4.3,7.0,0.625,0.9,3.5,4.3,5.2,1.7,0.0,1.7,1.7,17.4,112,115,
15,Terry Taylor,23,5,0,36,12.2,13.5,0.9,1.4,1.4,1.0,10.8,12.2,0.889,0.95,1.4,5.4,0.25,6.8,4.1,10.8,0.0,0.0,1.4,0.0,2.7,27.1,171,117,
16,Tony Bradley,25,12,0,33,8.9,17.7,0.5,4.4,7.4,0.6,4.4,10.3,0.429,0.625,5.9,5.9,1.0,1.5,14.8,16.2,1.5,1.5,1.5,1.5,3.0,28.0,132,107,
17,Marko Simonovic,23,7,0,20,4.9,17.0,0.286,2.4,9.7,0.25,2.4,7.3,0.333,0.357,2.4,4.9,0.5,2.4,2.4,4.9,0.0,0.0,0.0,0.0,12.2,14.6,88,119,
18,Malcolm Hill,27,5,0,9,10.8,21.6,0.5,5.4,16.2,0.333,5.4,5.4,1.0,0.625,0.0,0.0,,0.0,16.2,16.2,0.0,0.0,0.0,0.0,5.4,27.1,119,112,
