Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Added,Added,Unnamed: 25_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add,Awards
1.0,Patrick Beverley,34.0,PG,22,22,605,0.395,0.579,0.309,0.5,0.533,0.506,0.126,0.681,83,106,86,92,68.0,87,47,176,-10.8,-19.0,
2.0,Tony Bradley,25.0,C,12,0,33,0.5,0.429,0.6,0.625,1.0,0.69,0.333,0.417,105,78,166,115,128.0,119,125,108,1.9,3.0,
3.0,Alex Caruso,28.0,PG,67,36,1575,0.455,0.556,0.364,0.551,0.808,0.588,0.255,0.528,96,101,101,101,103.0,101,96,136,3.1,4.2,"DPOY-11,DEF1"
4.0,DeMar DeRozan,33.0,SF,74,74,2682,0.504,0.526,0.324,0.522,0.872,0.592,0.401,0.109,106,96,90,96,112.0,102,151,28,-60.9,33.7,"CPOY-3,AS"
5.0,Ayo Dosunmu,23.0,SG,80,51,2098,0.493,0.583,0.312,0.545,0.805,0.567,0.144,0.332,104,106,87,100,103.0,98,54,86,-0.6,-17.6,
6.0,Goran Dragić,36.0,PG,51,0,787,0.425,0.48,0.352,0.5,0.659,0.514,0.137,0.428,89,88,97,92,84.0,88,51,110,-27.1,-42.6,
7.0,Andre Drummond,29.0,C,67,0,849,0.606,0.613,0.0,0.606,0.536,0.606,0.456,0.011,127,112,0,111,69.0,104,171,3,33.2,16.5,
8.0,Javonte Green,29.0,SF,32,1,480,0.565,0.658,0.371,0.625,0.667,0.646,0.417,0.324,119,120,103,115,85.0,111,156,84,17.2,16.4,
9.0,Malcolm Hill,27.0,SF,5,0,9,0.5,1.0,0.333,0.625,,0.625,0.0,0.75,105,183,92,115,,108,0,194,0.6,0.3,
10.0,Carlik Jones,25.0,PG,7,0,56,0.4,0.333,0.5,0.5,0.625,0.54,0.533,0.4,84,61,139,92,80.0,93,200,103,-1.4,-1.5,
11.0,Derrick Jones Jr.,25.0,PF,64,0,893,0.5,0.587,0.338,0.559,0.738,0.597,0.365,0.348,105,107,94,102,94.0,103,137,90,6.2,8.7,
12.0,Zach LaVine,27.0,SG,77,77,2768,0.485,0.556,0.375,0.558,0.848,0.607,0.308,0.392,102,101,104,102,108.0,104,116,101,36.4,80.5,
13.0,Marko Simonovic,23.0,C,7,0,20,0.286,0.333,0.25,0.357,0.5,0.381,0.286,0.571,60,61,69,66,64.0,65,107,147,-2.6,-3.2,
14.0,Terry Taylor,23.0,PF,5,0,36,0.9,0.889,1.0,0.95,0.25,0.85,0.4,0.1,189,162,277,174,32.0,146,150,26,8.1,6.3,
15.0,Dalen Terry,20.0,SG,38,0,214,0.444,0.556,0.259,0.493,0.667,0.523,0.292,0.375,93,101,72,90,85.0,90,109,97,-7.5,-9.4,
16.0,Nikola Vučević,32.0,C,82,82,2746,0.52,0.594,0.349,0.573,0.835,0.594,0.138,0.302,109,108,97,105,107.0,102,52,78,63.1,31.6,
17.0,Coby White,22.0,SG,74,2,1730,0.443,0.54,0.372,0.551,0.871,0.572,0.118,0.579,93,99,103,101,111.0,98,44,149,6.2,-11.3,
18.0,Patrick Williams,21.0,PF,82,65,2323,0.464,0.498,0.415,0.549,0.857,0.576,0.155,0.409,98,91,115,101,110.0,99,58,106,4.7,-7.7,
,Team Totals,,,82,82,19904,0.49,0.555,0.361,0.55,0.809,0.587,0.251,0.333,103,101,100,101,103.0,101,94,86,69.8,88.9,
