Rk,Unnamed: 1,Salary
1,Shai Gilgeous-Alexander,"$30,913,750"
2,Kemba Walker,"$27,431,078"
3,Luguentz Dort,"$15,277,778"
4,Chet Holmgren,"$9,891,240"
5,Dario Šarić,"$9,240,000"
6,Josh Giddey,"$6,287,400"
7,JaMychal Green,"$5,571,403"
8,David Nwaba,"$5,022,000"
9,Ousmane Dieng,"$4,569,840"
10,Jalen Williams,"$4,341,480"
11,Trey Burke,"$3,423,750"
12,Aleksej Pokusevski,"$3,261,480"
13,Tre Mann,"$3,046,200"
14,Sterling Brown,"$3,000,000"
15,Marquese Chriss,"$2,193,920"
16,Kenrich Williams,"$2,000,000"
17,Jaylin Williams,"$2,000,000"
18,Jeremiah Robinson-Earl,"$2,000,000"
19,Lindy Waters,"$1,927,896"
20,Isaiah Joe,"$1,836,090"
21,Justin Jackson,"$1,836,090"
22,Aaron Wiggins,"$1,563,518"
23,Kyle Singler,"$999,200"
24,Eugene Omoruyi,"$555,402"
25,Robert Woodard,"$300,000"
26,Eugene Omoruyi,
27,Olivier Sarr,
28,Lindy Waters,
29,Jared Butler,
