Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
1,Shai Gilgeous-Alexander,24,68,68,2416,13.8,27.2,0.51,1.1,3.3,0.345,12.7,23.8,0.533,0.531,13.2,14.5,0.905,1.2,5.3,6.5,7.3,2.2,1.3,3.8,3.8,42.0,125,113,"MVP-5,CPOY-7,AS,NBA1"
2,Josh Giddey,20,76,76,2367,10.8,22.4,0.482,1.5,4.7,0.325,9.3,17.7,0.524,0.516,2.1,2.9,0.731,3.0,9.1,12.0,9.4,1.1,0.6,4.2,2.9,25.3,109,114,
3,Jalen Williams,21,75,62,2276,8.6,16.6,0.521,1.5,4.3,0.356,7.1,12.3,0.579,0.567,3.2,4.0,0.812,1.8,5.3,7.0,5.2,2.1,0.7,2.6,4.0,22.0,118,114,ROY-2
4,Luguentz Dort,23,74,73,2272,7.1,18.3,0.388,2.8,8.6,0.33,4.3,9.7,0.44,0.466,4.2,5.4,0.772,2.7,4.5,7.2,3.2,1.6,0.5,1.9,5.1,21.2,109,116,
5,Isaiah Joe,23,73,10,1395,7.6,17.3,0.441,5.5,13.4,0.409,2.1,3.9,0.553,0.599,2.8,3.4,0.82,0.9,5.0,6.0,3.0,1.6,0.3,1.3,3.6,23.5,125,116,
6,Aaron Wiggins,24,70,14,1297,6.8,13.3,0.512,1.8,4.5,0.393,5.1,8.8,0.573,0.579,2.2,2.6,0.831,2.5,5.2,7.7,2.9,1.4,0.5,2.0,4.0,17.5,119,116,
7,Kenrich Williams,28,53,10,1206,7.1,13.6,0.517,2.0,5.3,0.373,5.1,8.3,0.608,0.59,0.7,1.5,0.436,3.8,6.5,10.3,4.1,1.8,0.6,1.3,4.4,16.7,126,114,
8,Tre Mann,21,67,5,1183,7.9,20.1,0.393,3.3,10.3,0.315,4.7,9.8,0.475,0.474,1.7,2.2,0.764,1.1,5.1,6.2,4.8,1.6,0.4,2.5,4.0,20.8,101,116,
9,Jaylin Williams,20,49,36,914,5.3,12.2,0.436,2.4,5.9,0.407,2.9,6.3,0.463,0.534,2.0,2.8,0.704,2.3,10.2,12.5,3.9,1.5,0.6,1.9,5.8,15.0,115,112,
10,Jeremiah Robinson-Earl,22,43,20,814,6.4,14.5,0.444,2.2,6.5,0.333,4.3,8.0,0.533,0.518,2.0,2.5,0.833,4.1,6.4,10.5,2.5,1.4,0.6,1.1,4.1,17.0,121,115,
11,Aleksej Pokusevski,21,34,25,701,7.3,16.9,0.434,2.6,7.0,0.365,4.7,9.8,0.483,0.51,1.5,2.4,0.629,3.0,7.7,10.8,4.3,1.4,2.9,2.9,3.9,18.7,105,112,
12,Mike Muscala,31,43,5,622,6.8,15.5,0.438,4.3,10.8,0.394,2.5,4.7,0.541,0.576,2.4,3.0,0.795,1.8,8.6,10.3,2.9,0.8,1.5,1.1,5.3,20.2,125,114,
13,Ousmane Dieng,19,39,1,569,6.3,15.1,0.42,2.2,8.2,0.265,4.2,6.9,0.602,0.492,1.3,1.9,0.652,1.6,7.2,8.8,3.8,1.2,0.6,2.2,3.5,16.1,103,115,
14,Darius Bazley,22,36,1,555,6.1,13.5,0.449,1.5,3.9,0.4,4.5,9.7,0.469,0.506,3.1,5.6,0.554,2.5,8.0,10.4,2.7,1.6,2.5,1.9,3.0,16.8,108,111,
15,Lindy Waters III,25,41,0,531,6.3,15.9,0.393,5.2,14.5,0.358,1.1,1.4,0.75,0.556,1.4,1.8,0.8,1.4,5.3,6.7,2.5,1.3,1.0,0.9,3.8,19.1,120,116,
16,Dario Šarić,28,20,0,273,8.9,17.2,0.515,3.1,8.0,0.391,5.7,9.2,0.623,0.606,4.7,5.6,0.844,2.4,8.9,11.3,3.0,1.2,0.3,3.3,5.2,25.6,119,114,
17,Eugene Omoruyi,25,23,2,272,7.7,16.4,0.468,1.4,5.4,0.258,6.3,11.0,0.571,0.511,3.0,4.9,0.607,3.8,5.2,9.1,1.9,2.4,0.0,2.8,8.0,19.7,105,114,
18,Olivier Sarr,23,9,1,114,6.2,12.5,0.5,0.4,3.3,0.125,5.8,9.2,0.636,0.517,2.1,2.9,0.714,5.0,7.9,12.9,1.7,0.4,2.1,1.7,7.1,15.0,116,114,
19,Jared Butler,22,6,1,77,9.3,19.7,0.469,4.3,8.6,0.5,4.9,11.1,0.444,0.578,0.0,0.0,,0.6,1.9,2.5,4.9,3.1,0.0,3.1,3.1,22.8,108,115,
