Rk,Unnamed: 1,Salary
1,Kyrie Irving,"$38,917,057"
2,Luka Dončić,"$37,096,500"
3,Tim Hardaway,"$19,602,273"
4,Dāvis Bertāns,"$16,000,000"
5,Christian Wood,"$14,317,459"
6,Dwight Powell,"$11,080,125"
7,Reggie Bullock,"$10,012,800"
8,Maxi Kleber,"$9,000,000"
9,JaVale McGee,"$5,461,219"
10,Josh Green,"$3,098,400"
11,Frank Ntilikina,"$2,036,318"
12,Theo Pinson,"$1,836,090"
13,Markieff Morris,"$1,836,090"
14,Jaden Hardy,"$1,017,781"
15,Kemba Walker,"$684,712"
16,Justin Holiday,"$569,821"
17,Facundo Campazzo,"$464,299"
18,Chris Silva,"$105,522"
19,Chris Silva,"$105,522"
20,Tyler Dorsey,
21,McKinley Wright,
22,A.J. Lawson,
