Unnamed: 0,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Team,24.0,5810,994,2147,0.463,318,862,0.369,676,1285,0.526,401,536,0.748,264,774,1038,610,164,136,392,535,2707
Team/G,,242.1,41.4,89.5,0.463,13.3,35.9,0.369,28.2,53.5,0.526,16.7,22.3,0.748,11.0,32.3,43.3,25.4,6.8,5.7,16.3,22.3,112.8
Lg Rank,,29,21,15,19.0,18,19,8.0,17,12,26.0,28,26,29.0,18,16,20,21,30,4,29,23,26
Year/Year,,0.6%,5.0%,-0.5%,0.024,1.1%,-8.3%,0.034,7.0%,5.5%,0.007,4.2%,8.4%,-0.03,4.0%,-2.6%,-1.0%,1.3%,-10.1%,10.6%,5.0%,13.0%,4.4%
Opponent,24.0,5810,1094,2277,0.48,355,954,0.372,739,1323,0.559,498,627,0.794,335,835,1170,709,249,139,301,433,3041
Opponent/G,,242.1,45.6,94.9,0.48,14.8,39.8,0.372,30.8,55.1,0.559,20.8,26.1,0.794,14.0,34.8,48.8,29.5,10.4,5.8,12.5,18.0,126.7
Lg Rank,,29,30,29,23.0,28,26,24.0,26,25,22.0,23,22,19.0,30,26,30,30,29,26,29,30,30
Year/Year,,0.6%,4.3%,2.2%,0.01,3.7%,1.4%,0.008,4.6%,2.8%,0.01,10.5%,10.4%,0.001,8.1%,-3.3%,-0.3%,3.8%,14.0%,11.0%,-5.9%,-0.7%,5.2%
