Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1.0,CJ McCollum,34.0,SG,24,24,730,15.0,0.567,0.478,0.198,1.9,9.2,5.6,17.8,1.1,0.7,8.7,25.1,0.7,-0.2,0.5,0.032,0.9,-3.0,-2.2,0.0,
2.0,Kyshawn George,22.0,SF,22,22,691,13.0,0.593,0.49,0.223,2.9,16.5,9.7,22.5,1.6,2.4,20.7,21.1,0.0,0.2,0.2,0.013,-1.0,-0.8,-1.8,0.0,
3.0,Bub Carrington,20.0,PG,24,8,643,6.9,0.498,0.539,0.15,1.3,12.4,6.9,21.9,0.9,0.3,21.3,15.9,-0.5,-0.1,-0.7,-0.049,-3.9,-2.6,-6.5,-0.7,
4.0,Alex Sarr,20.0,C,16,16,475,21.1,0.569,0.216,0.253,8.5,21.8,15.2,18.4,1.3,5.9,11.3,26.6,0.4,0.3,0.7,0.07,2.3,-0.3,2.0,0.5,
5.0,Khris Middleton,34.0,SF,16,16,413,11.9,0.566,0.294,0.191,4.9,12.2,8.5,19.6,1.3,1.3,16.4,17.9,0.2,0.0,0.2,0.018,-2.1,-1.9,-4.0,-0.2,
6.0,Tre Johnson,19.0,SG,17,4,396,10.3,0.565,0.522,0.132,2.1,10.6,6.4,8.6,0.8,1.6,12.9,20.4,-0.1,-0.1,-0.2,-0.025,-1.4,-2.9,-4.3,-0.2,
7.0,Marvin Bagley III,26.0,PF,20,7,386,19.6,0.646,0.078,0.352,14.5,16.6,15.5,11.1,1.4,3.4,12.4,18.3,0.9,0.1,1.0,0.123,1.2,-1.3,-0.1,0.2,
8.0,Cam Whitmore,21.0,SF,21,0,354,13.8,0.528,0.331,0.183,5.7,11.5,8.6,6.6,2.0,2.0,9.0,23.7,-0.1,0.1,-0.1,-0.008,-1.3,-2.3,-3.5,-0.1,
9.0,Corey Kispert,26.0,SF,17,2,338,14.2,0.657,0.65,0.282,1.9,11.2,6.5,12.2,1.1,0.8,8.7,15.7,0.6,-0.1,0.6,0.08,0.8,-1.9,-1.1,0.1,
10.0,Bilal Coulibaly,21.0,SG,12,12,326,9.5,0.498,0.451,0.385,1.9,13.5,7.7,14.7,2.2,3.2,17.1,16.5,-0.2,0.1,-0.1,-0.017,-4.2,0.0,-4.2,-0.2,
11.0,Justin Champagnie,24.0,SF,22,7,312,16.3,0.546,0.356,0.333,12.2,20.5,16.4,8.3,2.6,2.5,6.6,14.3,0.5,0.2,0.7,0.11,-0.2,-0.4,-0.6,0.1,
12.0,Tristan Vukcevic,22.0,C,21,1,253,14.3,0.573,0.404,0.471,5.0,16.2,10.6,13.1,1.3,3.5,16.6,24.9,0.0,0.1,0.0,0.008,-2.8,-1.6,-4.3,-0.1,
13.0,Will Riley,19.0,SF,18,0,206,11.7,0.572,0.306,0.355,6.7,9.7,8.2,11.6,1.2,0.9,15.4,17.2,0.1,0.0,0.1,0.014,-2.0,-2.6,-4.6,-0.1,
14.0,Jamir Watkins,24.0,SG,9,1,111,9.8,0.771,0.474,0.211,4.8,17.9,11.4,4.8,0.0,2.4,16.2,9.3,0.2,0.0,0.2,0.067,-3.6,-2.1,-5.7,-0.1,
15.0,Malaki Branham,22.0,SG,11,0,88,13.2,0.543,0.393,0.714,6.0,15.5,10.8,15.6,1.1,1.0,14.0,20.4,0.1,0.0,0.1,0.031,-1.8,-2.3,-4.1,0.0,
16.0,AJ Johnson,21.0,SG,10,0,45,-1.3,0.237,0.231,0.308,4.7,9.3,7.0,11.0,0.0,0.0,11.9,15.6,-0.2,0.0,-0.2,-0.195,-9.4,-5.0,-14.5,-0.1,
17.0,Anthony Gill,33.0,PF,9,0,32,15.9,0.97,0.143,0.571,6.6,16.4,11.5,0.0,0.0,2.7,31.3,16.7,0.0,0.0,0.0,0.063,-1.5,-2.3,-3.8,0.0,
18.0,Sharife Cooper,24.0,PG,4,0,10,-9.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,8.4,0.0,0.0,-0.1,-0.279,-14.3,-5.7,-20.0,0.0,
,Team Totals,,,24,24,5809,,0.568,0.401,0.25,,,,,,,,,2.4,0.5,2.9,0.024,-1.1,-1.8,-2.9,-1.3,
