Rk,Unnamed: 1,Salary
1,LeBron James,"$44,474,988"
2,Anthony Davis,"$37,980,720"
3,D'Angelo Russell,"$31,377,750"
4,Malik Beasley,"$15,558,035"
5,Mohamed Bamba,"$10,300,000"
6,Lonnie Walker,"$6,479,000"
7,Rui Hachimura,"$6,263,188"
8,Jarred Vanderbilt,"$4,374,000"
9,Davon Reed,"$1,902,133"
10,Wenyen Gabriel,"$1,878,720"
11,Troy Brown,"$1,836,090"
12,Dennis Schröder,"$1,836,090"
13,Austin Reaves,"$1,563,518"
14,Max Christie,"$1,017,781"
15,Matt Ryan,"$442,439"
16,Sterling Brown,"$105,522"
17,Shaquille Harrison,"$12,260"
18,Tristan Thompson,"$10,552"
19,Scotty Pippen,
20,Cole Swider,
