Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
1,LeBron James,38,16,16,619,11.6,23.3,0.498,2.2,8.4,0.264,9.4,14.9,0.63,0.546,5.5,7.3,0.761,2.0,10.5,12.5,8.2,1.3,1.4,3.2,2.2,31.0,118,109,
2,Anthony Davis,29,16,16,608,10.6,20.4,0.52,0.4,1.2,0.333,10.2,19.2,0.531,0.53,7.4,8.7,0.852,3.1,15.0,18.1,3.3,1.8,4.0,2.7,3.7,29.0,118,102,
3,Austin Reaves,24,16,16,579,7.6,16.4,0.464,3.3,7.4,0.443,4.3,9.0,0.481,0.564,4.3,4.8,0.895,1.7,4.3,6.0,6.2,0.8,0.3,2.1,3.3,22.8,124,116,
4,D'Angelo Russell,26,16,15,473,8.6,20.2,0.426,2.8,9.0,0.31,5.8,11.2,0.519,0.495,2.1,2.7,0.769,1.0,3.8,4.9,7.7,1.1,0.5,3.0,3.3,22.0,104,115,
5,Dennis Schröder,29,16,3,417,4.8,12.1,0.398,1.5,4.6,0.333,3.3,7.5,0.438,0.461,2.7,3.3,0.821,0.4,3.3,3.6,5.4,1.9,0.4,2.3,4.7,13.8,102,114,
6,Rui Hachimura,24,16,1,388,9.2,16.5,0.557,2.4,4.9,0.487,6.8,11.6,0.587,0.63,3.8,4.3,0.882,1.1,6.2,7.3,1.3,1.0,0.5,1.3,3.2,24.6,127,114,
7,Jarred Vanderbilt,23,15,13,247,4.8,11.9,0.4,1.4,5.7,0.241,3.4,6.1,0.548,0.458,2.8,4.0,0.7,3.8,5.7,9.5,2.4,2.2,2.4,2.6,6.1,13.7,102,109,
8,Lonnie Walker IV,24,13,0,179,7.9,16.4,0.483,3.6,9.3,0.382,4.4,7.1,0.615,0.592,2.5,3.3,0.75,0.3,3.0,3.3,3.0,1.9,0.3,1.1,4.4,21.9,120,115,
9,Troy Brown Jr.,23,12,0,124,3.9,11.0,0.357,0.8,5.9,0.133,3.2,5.1,0.615,0.393,0.0,0.0,,1.6,7.9,9.5,4.3,0.8,0.4,0.0,1.6,8.7,105,114,
10,Malik Beasley,26,11,0,91,5.4,18.3,0.294,3.8,14.0,0.269,1.6,4.3,0.375,0.397,3.2,3.2,1.0,1.6,2.7,4.3,1.1,0.5,0.0,1.1,3.2,17.7,95,118,
11,Wenyen Gabriel,25,10,0,37,5.3,13.2,0.4,0.0,0.0,,5.3,13.2,0.4,0.4,2.6,4.0,0.667,10.6,1.3,11.9,0.0,2.6,4.0,2.6,10.6,13.2,106,110,
12,Max Christie,19,9,0,33,7.4,14.8,0.5,1.5,5.9,0.25,5.9,8.9,0.667,0.55,3.0,5.9,0.5,1.5,8.9,10.4,4.4,0.0,1.5,0.0,0.0,19.3,124,113,
13,Tristan Thompson,31,6,0,32,7.6,16.8,0.455,0.0,0.0,,7.6,16.8,0.455,0.455,1.5,7.6,0.2,6.1,9.2,15.3,3.1,0.0,0.0,1.5,1.5,16.8,98,115,
14,Shaquille Harrison,29,8,0,28,7.0,12.2,0.571,1.7,1.7,1.0,5.2,10.5,0.5,0.643,1.7,3.5,0.5,0.0,5.2,5.2,15.7,3.5,0.0,0.0,5.2,17.5,156,110,
15,Mo Bamba,24,3,0,10,0.0,9.8,0.0,0.0,4.9,0.0,0.0,4.9,0.0,0.0,0.0,0.0,,0.0,14.7,14.7,4.9,0.0,4.9,0.0,0.0,0.0,31,105,
