Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,Awards
1.0,Mo Bamba,24.0,C,3,0,10,0.0,0.0,0.0,0.0,,0.0,0.0,0.5,0,0,0.0,0,,0,0,129,
2.0,Malik Beasley,26.0,SG,11,0,91,0.294,0.375,0.269,0.397,1.0,0.45,0.176,0.765,62,68,75.0,73,128.0,77,66,197,
3.0,Troy Brown Jr.,23.0,SF,12,0,124,0.357,0.615,0.133,0.393,,0.393,0.0,0.536,75,112,37.0,72,,68,0,138,
4.0,Max Christie,19.0,SG,9,0,33,0.5,0.667,0.25,0.55,0.5,0.553,0.4,0.4,105,122,69.0,101,64.0,95,150,103,
5.0,Anthony Davis,29.0,C,16,16,608,0.52,0.531,0.333,0.53,0.852,0.599,0.425,0.059,109,97,92.0,97,109.0,103,160,15,
6.0,Wenyen Gabriel,25.0,C,10,0,37,0.4,0.4,,0.4,0.667,0.442,0.3,0.0,84,73,,73,85.0,76,113,0,
7.0,Rui Hachimura,24.0,PF,16,1,388,0.557,0.587,0.487,0.63,0.882,0.668,0.26,0.298,117,107,135.0,116,113.0,115,97,77,
8.0,Shaquille Harrison,29.0,SG,8,0,28,0.571,0.5,1.0,0.643,0.5,0.635,0.286,0.143,120,91,277.0,118,64.0,109,107,37,
9.0,LeBron James,38.0,PF,16,16,619,0.498,0.63,0.264,0.546,0.761,0.584,0.312,0.359,105,115,73.0,100,97.0,101,117,93,
10.0,Austin Reaves,24.0,SG,16,16,579,0.464,0.481,0.443,0.564,0.895,0.616,0.294,0.454,98,88,123.0,104,114.0,106,110,117,
11.0,D'Angelo Russell,26.0,PG,16,15,473,0.426,0.519,0.31,0.495,0.769,0.516,0.133,0.446,90,95,86.0,91,98.0,89,50,115,
12.0,Dennis Schröder,29.0,PG,16,3,417,0.398,0.438,0.333,0.461,0.821,0.512,0.272,0.379,84,80,92.0,85,105.0,88,102,98,
13.0,Tristan Thompson,31.0,C,6,0,32,0.455,0.455,,0.455,0.2,0.417,0.455,0.0,96,83,,83,26.0,72,171,0,
14.0,Jarred Vanderbilt,23.0,PF,15,13,247,0.4,0.548,0.241,0.458,0.7,0.501,0.333,0.483,84,100,67.0,84,90.0,86,125,125,
15.0,Lonnie Walker IV,24.0,SG,13,0,179,0.483,0.615,0.382,0.592,0.75,0.613,0.2,0.567,102,112,106.0,109,96.0,105,75,146,
,Team Totals,,,16,16,3865,0.471,0.544,0.335,0.529,0.809,0.573,0.285,0.347,99,99,93.0,97,103.0,99,107,90,
