Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Added,Added,Unnamed: 25_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add,Awards
1.0,Mo Bamba,24.0,C,9,1,88,0.407,0.545,0.313,0.5,0.545,0.518,0.407,0.593,86,100,87,92,70.0,89,153,153,-2.4,-4.0,
2.0,Malik Beasley,26.0,SG,26,14,621,0.392,0.481,0.353,0.515,0.619,0.521,0.078,0.698,82,88,98,94,79.0,90,29,180,-16.3,-33.3,
3.0,Patrick Beverley,34.0,SG,45,45,1211,0.402,0.506,0.348,0.517,0.78,0.548,0.207,0.656,85,92,97,95,100.0,94,78,169,-13.8,-17.7,
4.0,Sterling Brown,27.0,SF,4,0,24,0.0,0.0,0.0,0.0,,0.0,0.0,0.5,0,0,0,0,,0,0,129,-4.4,-4.7,
5.0,Troy Brown Jr.,23.0,SF,76,45,1860,0.43,0.505,0.381,0.545,0.872,0.561,0.084,0.604,90,92,106,100,112.0,97,31,156,-0.1,-19.5,
6.0,Thomas Bryant,25.0,C,41,25,876,0.654,0.697,0.44,0.691,0.741,0.712,0.359,0.166,138,127,122,127,95.0,122,135,43,87.8,90.8,
7.0,Max Christie,19.0,SG,41,3,512,0.415,0.409,0.419,0.538,0.875,0.566,0.151,0.585,87,75,116,99,112.0,97,57,151,-1.6,-3.4,
8.0,Anthony Davis,29.0,C,56,54,1904,0.563,0.589,0.257,0.573,0.784,0.627,0.462,0.077,119,107,71,105,100.0,108,173,20,53.9,105.6,
9.0,Wenyen Gabriel,25.0,C,68,2,1024,0.596,0.647,0.278,0.615,0.619,0.626,0.323,0.138,125,118,77,113,79.0,108,121,36,36.5,26.8,
10.0,Rui Hachimura,24.0,PF,33,9,738,0.485,0.556,0.296,0.525,0.721,0.553,0.235,0.273,102,101,82,96,92.0,95,88,70,-10.5,-16.5,
11.0,LeBron James,38.0,PF,55,54,1954,0.5,0.58,0.321,0.549,0.768,0.583,0.268,0.309,105,106,89,101,98.0,100,101,80,9.7,5.6,"AS,NBA3"
12.0,Damian Jones,27.0,C,22,1,176,0.541,0.588,0.0,0.541,0.75,0.6,0.541,0.081,114,107,0,99,96.0,103,203,21,-0.3,1.8,
13.0,Kendrick Nunn,27.0,SG,39,2,528,0.406,0.488,0.325,0.488,0.81,0.503,0.084,0.502,85,89,90,90,104.0,87,31,130,-28.7,-40.5,
14.0,Scotty Pippen Jr.,22.0,PG,6,0,32,0.333,0.333,0.333,0.375,0.556,0.439,0.75,0.25,70,61,92,69,71.0,75,281,65,-4.1,-4.6,
15.0,Austin Reaves,24.0,SG,64,22,1843,0.529,0.631,0.398,0.616,0.864,0.687,0.541,0.441,111,115,110,113,111.0,118,203,114,69.7,127.8,6MOY-7
16.0,Davon Reed,27.0,SG,8,0,27,0.75,1.0,0.5,0.875,0.25,0.694,1.0,0.5,158,183,139,160,32.0,119,375,129,2.6,1.3,
17.0,D'Angelo Russell,26.0,PG,17,17,526,0.484,0.555,0.414,0.588,0.735,0.61,0.222,0.502,102,101,115,108,94.0,105,83,130,19.0,14.0,
18.0,Matt Ryan,25.0,SF,12,0,129,0.306,0.143,0.371,0.439,0.8,0.459,0.102,0.714,64,26,103,80,102.0,79,38,184,-10.4,-12.5,
19.0,Dennis Schröder,29.0,PG,66,50,1986,0.415,0.461,0.329,0.472,0.857,0.545,0.388,0.346,87,84,91,87,110.0,94,145,89,-94.8,-54.5,
20.0,Cole Swider,23.0,SF,7,0,41,0.333,0.0,0.375,0.5,,0.5,0.0,0.889,70,0,104,92,,86,0,229,-0.8,-1.5,
21.0,Juan Toscano-Anderson,29.0,SF,30,7,365,0.5,0.63,0.2,0.53,0.733,0.558,0.227,0.303,105,115,55,97,94.0,96,85,78,-2.0,-3.4,
22.0,Jarred Vanderbilt,23.0,PF,26,24,625,0.529,0.598,0.303,0.564,0.784,0.598,0.264,0.236,111,109,84,103,100.0,103,99,61,5.3,5.3,
23.0,Lonnie Walker IV,24.0,SG,56,32,1297,0.448,0.522,0.365,0.534,0.858,0.57,0.201,0.472,94,95,101,98,110.0,98,75,122,-11.7,-12.9,
24.0,Russell Westbrook,34.0,PG,52,3,1491,0.417,0.467,0.296,0.46,0.655,0.496,0.326,0.292,88,85,82,84,84.0,85,123,75,-124.0,-142.2,6MOY-9
,Team Totals,,,82,82,19878,0.482,0.555,0.346,0.542,0.775,0.582,0.299,0.351,101,101,96,99,99.0,100,112,90,-41.4,7.8,
