Rk,Player,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
1,Stephen Curry,36,PG,70,70,2252,9.0,20.1,0.448,5.0,12.5,0.397,4.0,7.6,0.534,0.572,4.5,4.8,0.933,0.6,4.3,5.0,6.7,1.3,0.5,3.2,1.5,27.5,"MVP-9,CPOY-5,AS,NBA2"
2,Draymond Green,34,PF,68,66,1983,3.9,9.2,0.424,1.5,4.5,0.325,2.5,4.8,0.517,0.503,1.8,2.7,0.687,1.3,6.2,7.5,7.0,1.8,1.3,3.2,4.0,11.1,"DPOY-3,DEF1"
3,Buddy Hield,32,SG,82,22,1863,6.3,15.2,0.417,3.9,10.6,0.37,2.4,4.6,0.527,0.546,1.0,1.2,0.828,1.0,4.1,5.1,2.6,1.3,0.4,1.8,2.6,17.6,
4,Brandin Podziemski,21,SG,64,33,1716,5.9,13.2,0.445,2.4,6.5,0.372,3.5,6.7,0.516,0.537,1.5,2.0,0.758,1.4,5.5,6.8,4.6,1.4,0.3,1.6,2.0,15.7,
5,Moses Moody,22,SG,74,34,1649,5.4,12.4,0.433,2.8,7.4,0.374,2.6,5.0,0.519,0.544,2.3,2.9,0.797,1.1,3.0,4.1,2.1,1.3,0.7,1.2,2.5,15.8,
6,Andrew Wiggins,29,SF,43,43,1296,7.2,16.3,0.444,2.6,6.9,0.379,4.6,9.4,0.491,0.524,3.9,5.0,0.777,1.8,3.6,5.5,2.8,1.1,0.9,1.6,1.9,21.0,
7,Jonathan Kuminga,22,PF,47,10,1144,8.1,17.9,0.454,1.4,4.8,0.305,6.7,13.1,0.508,0.495,4.9,7.4,0.668,1.8,5.1,6.8,3.3,1.2,0.7,2.2,2.8,22.6,
8,Kevon Looney,28,C,76,6,1142,4.5,8.8,0.514,0.1,0.2,0.4,4.4,8.6,0.516,0.518,1.8,3.1,0.566,5.8,8.7,14.6,3.7,1.5,1.2,1.2,4.9,10.8,
9,Jimmy Butler,35,SF,30,30,980,5.8,12.3,0.476,0.7,2.5,0.279,5.1,9.8,0.526,0.504,7.4,8.5,0.87,2.6,3.5,6.1,6.5,1.8,0.3,1.6,1.1,19.8,
10,Trayce Jackson-Davis,24,C,62,37,967,6.5,11.2,0.576,0.0,0.1,0.0,6.5,11.1,0.582,0.576,2.2,3.8,0.578,4.5,7.0,11.6,3.9,0.9,1.4,1.7,2.7,15.2,
11,Gary Payton II,32,SG,62,11,927,6.6,11.6,0.574,1.2,3.7,0.326,5.4,7.9,0.69,0.626,1.0,1.5,0.711,2.1,5.1,7.2,3.2,2.0,0.7,1.5,4.2,15.5,
12,Gui Santos,22,PF,56,2,762,3.9,8.5,0.458,1.6,4.9,0.33,2.3,3.6,0.632,0.553,1.4,2.0,0.69,3.4,4.7,8.1,3.8,1.2,0.5,2.0,4.3,10.7,
13,Quinten Post,24,PF,42,14,686,6.5,14.4,0.449,3.8,9.4,0.408,2.6,5.0,0.526,0.582,1.1,1.4,0.778,1.8,5.9,7.8,2.9,0.8,0.9,1.7,4.4,17.8,
14,Lindy Waters III,27,SG,38,9,655,4.2,11.3,0.371,2.7,8.1,0.331,1.5,3.1,0.474,0.49,0.4,0.6,0.727,0.9,4.4,5.3,2.3,1.2,0.5,0.9,3.0,11.5,
15,Dennis Schröder,31,SG,24,18,628,5.4,14.4,0.375,2.1,6.6,0.322,3.3,7.8,0.419,0.448,1.7,2.2,0.744,0.6,2.6,3.2,6.0,1.4,0.2,2.8,3.8,14.6,
16,Kyle Anderson,31,PF,36,3,541,5.1,11.2,0.45,1.3,3.5,0.365,3.8,7.8,0.487,0.506,1.2,1.8,0.667,1.8,5.5,7.3,5.4,1.7,1.3,1.3,2.7,12.6,
17,Pat Spencer,28,PG,39,0,250,5.9,14.5,0.406,0.7,3.2,0.227,5.2,11.4,0.456,0.431,1.6,2.2,0.733,2.2,4.5,6.6,6.9,2.0,0.4,2.6,2.9,14.1,
18,De'Anthony Melton,26,SG,6,2,121,6.5,16.1,0.407,3.9,10.4,0.371,2.7,5.7,0.474,0.528,1.5,2.4,0.625,1.8,4.2,6.0,5.1,2.1,0.6,3.0,5.4,18.4,
19,Kevin Knox,25,SF,14,0,84,7.7,15.4,0.5,1.7,6.4,0.267,6.0,9.0,0.667,0.556,2.6,3.4,0.75,3.0,4.3,7.3,2.1,0.9,1.7,1.7,2.6,19.7,
20,Jackson Rowe,28,PF,6,0,52,5.5,11.8,0.471,2.1,6.9,0.3,3.5,4.8,0.714,0.559,2.1,4.2,0.5,2.1,5.5,7.6,2.8,2.8,0.0,0.7,2.8,15.2,
21,Yuri Collins,23,PG,2,0,16,2.3,6.8,0.333,0.0,0.0,,2.3,6.8,0.333,0.333,0.0,0.0,,4.5,2.3,6.8,9.0,4.5,0.0,0.0,11.3,4.5,
22,Braxton Key,27,SF,3,0,11,0.0,13.1,0.0,0.0,3.3,0.0,0.0,9.8,0.0,0.0,9.8,19.6,0.5,3.3,3.3,6.5,0.0,6.5,0.0,3.3,0.0,9.8,
23,Reece Beekman,23,PG,2,0,4,9.0,9.0,1.0,0.0,0.0,,9.0,9.0,1.0,1.0,0.0,0.0,,9.0,0.0,9.0,9.0,9.0,0.0,0.0,9.0,18.0,
