Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,% of FG Ast'd,% of FG Ast'd,Dunks,Dunks,Corner 3s,Corner 3s,1/2 Court,1/2 Court,Unnamed: 29_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards
1.0,Jimmy Butler,35.0,SF,11,11,397,0.447,12.1,0.763,0.184,0.342,0.125,0.112,0.237,0.491,0.75,0.423,0.368,0.412,0.306,0.351,0.909,0.039,6,0.389,0.286,1,0,
2.0,Draymond Green,34.0,PF,12,12,389,0.389,16.6,0.444,0.139,0.222,0.056,0.028,0.556,0.542,0.733,0.458,0.667,0.0,0.267,0.692,1.0,0.028,3,0.367,0.227,1,0,
3.0,Brandin Podziemski,21.0,SG,12,11,385,0.364,17.6,0.492,0.121,0.174,0.098,0.098,0.508,0.4,0.563,0.391,0.385,0.231,0.328,0.615,0.818,0.008,1,0.209,0.214,1,0,
4.0,Buddy Hield,32.0,SG,12,9,327,0.416,18.7,0.384,0.144,0.096,0.096,0.048,0.616,0.396,0.556,0.333,0.333,0.167,0.429,0.474,0.879,0.0,0,0.221,0.353,0,0,
5.0,Stephen Curry,36.0,PG,8,8,281,0.477,21.2,0.385,0.038,0.177,0.1,0.069,0.615,0.6,1.0,0.609,0.462,0.556,0.4,0.367,0.5,0.0,0,0.063,0.2,2,0,
6.0,Moses Moody,22.0,SG,12,2,193,0.35,17.4,0.438,0.1,0.188,0.138,0.013,0.563,0.371,0.625,0.267,0.364,0.0,0.333,0.462,0.6,0.05,2,0.267,0.167,0,0,
7.0,Jonathan Kuminga,22.0,PF,8,1,187,0.484,11.4,0.731,0.226,0.344,0.118,0.043,0.269,0.515,0.762,0.438,0.273,0.5,0.4,0.6,0.9,0.097,9,0.4,0.5,1,0,
8.0,Gary Payton II,32.0,SG,11,1,180,0.447,13.9,0.511,0.213,0.234,0.064,0.0,0.489,0.5,0.7,0.455,0.0,,0.391,0.917,1.0,0.128,5,0.739,0.353,0,0,
9.0,Quinten Post,24.0,PF,12,2,146,0.333,19.4,0.333,0.104,0.125,0.063,0.042,0.667,0.375,0.4,0.333,0.667,0.0,0.313,0.833,1.0,0.063,1,0.344,0.455,0,0,
10.0,Kevon Looney,28.0,C,12,0,120,0.435,4.4,1.0,0.478,0.348,0.13,0.043,0.0,0.435,0.636,0.25,0.333,0.0,,0.5,,0.0,0,,,0,0,
11.0,Trayce Jackson-Davis,24.0,C,9,3,80,0.889,1.8,1.0,0.833,0.167,0.0,0.0,0.0,0.889,0.867,1.0,,,,0.563,,0.444,7,,,0,0,
12.0,Gui Santos,22.0,PF,10,0,72,0.529,16.1,0.412,0.235,0.176,0.0,0.0,0.588,0.714,0.75,0.667,,,0.4,0.6,1.0,0.059,1,0.2,0.5,0,0,
13.0,Pat Spencer,28.0,PG,8,0,63,0.64,8.0,0.88,0.24,0.48,0.16,0.0,0.12,0.682,0.667,0.667,0.75,,0.333,0.4,1.0,0.04,0,0.667,0.0,0,0,
14.0,Kevin Knox,25.0,SF,5,0,38,0.4,11.0,0.7,0.35,0.15,0.2,0.0,0.3,0.5,0.714,0.333,0.25,,0.167,0.857,1.0,0.1,2,0.5,0.333,0,0,
15.0,Braxton Key,27.0,SF,5,0,23,0.125,4.5,0.875,0.75,0.125,0.0,0.0,0.125,0.143,0.167,0.0,,,0.0,1.0,,0.125,1,1.0,0.0,0,0,
,Team Totals,,,12,12,2881,0.431,12.9,0.547,0.171,0.222,0.099,0.055,0.453,0.496,0.68,0.443,0.392,0.321,0.353,0.529,0.805,0.044,38,0.28,0.3,6,0,
