Rk,Unnamed: 1,Salary
1,Stephen Curry,"$55,761,216"
2,Jimmy Butler,"$48,798,677"
3,Draymond Green,"$24,107,143"
4,Gary Payton,"$9,130,000"
5,Buddy Hield,"$8,780,488"
6,Kevon Looney,"$8,000,000"
7,Jonathan Kuminga,"$7,636,307"
8,Moses Moody,"$5,803,269"
9,Brandin Podziemski,"$3,519,960"
10,Gui Santos,"$1,891,857"
11,Trayce Jackson-Davis,"$1,891,857"
12,Quinten Post,"$438,920"
13,Pat Spencer,"$438,810"
14,Kevin Knox,"$263,939"
15,Kevin Knox,"$119,972"
16,Kevin Knox,"$119,972"
17,Yuri Collins,"$66,503"
18,Braxton Key,"$11,997"
19,Taran Armstrong,
20,Jackson Rowe,
21,Braxton Key,
22,Pat Spencer,
23,Quinten Post,
24,Daeqwon Plowden,
