Rk,Player,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
1,Jimmy Butler,35,SF,11,11,397,6.2,13.8,0.447,1.0,3.3,0.306,5.2,10.5,0.491,0.484,5.8,7.3,0.8,2.4,4.3,6.6,5.2,1.3,0.3,1.2,1.7,19.1,
2,Draymond Green,34,PF,12,12,389,3.9,10.0,0.389,1.5,5.6,0.267,2.4,4.4,0.542,0.463,0.8,1.2,0.692,0.8,5.3,6.1,4.3,1.6,1.0,3.3,4.1,10.1,
3,Brandin Podziemski,21,SG,12,11,385,4.5,12.3,0.364,2.1,6.3,0.328,2.4,6.1,0.4,0.447,1.6,2.2,0.708,1.5,4.1,5.6,3.5,1.4,0.2,1.7,1.7,12.6,
4,Buddy Hield,32,SG,12,9,327,5.7,13.8,0.416,3.6,8.5,0.429,2.1,5.3,0.396,0.548,1.4,1.5,0.929,2.0,2.6,4.6,2.3,1.5,0.6,1.4,2.6,16.5,
5,Stephen Curry,36,PG,8,8,281,7.9,16.7,0.477,4.1,10.2,0.4,3.8,6.4,0.6,0.6,3.2,3.6,0.893,0.3,5.1,5.4,5.3,1.0,0.8,3.5,1.7,23.2,
6,Moses Moody,22,SG,12,2,193,5.2,14.9,0.35,2.8,8.4,0.333,2.4,6.5,0.371,0.444,2.6,3.2,0.824,1.7,3.2,4.8,2.6,1.1,0.6,0.7,2.8,15.9,
7,Jonathan Kuminga,22,PF,8,1,187,8.7,17.9,0.484,1.9,4.8,0.4,6.7,13.1,0.515,0.538,4.2,6.0,0.71,1.3,2.5,3.9,1.9,0.8,0.8,2.5,2.5,23.5,
8,Gary Payton II,32,SG,11,1,180,4.2,9.4,0.447,1.8,4.6,0.391,2.4,4.8,0.5,0.543,0.0,0.0,,2.0,2.8,4.8,3.2,2.0,0.0,1.2,4.2,10.2,
9,Quinten Post,24,PF,12,2,146,3.9,11.8,0.333,2.5,7.9,0.313,1.5,3.9,0.375,0.438,0.7,1.0,0.75,1.5,5.4,6.9,3.0,0.7,0.7,1.5,4.9,11.1,
10,Kevon Looney,28,C,12,0,120,3.0,6.9,0.435,0.0,0.0,,3.0,6.9,0.435,0.435,1.8,2.4,0.75,5.1,7.8,12.9,1.2,1.5,1.2,0.6,8.1,7.8,
11,Trayce Jackson-Davis,24,C,9,3,80,7.2,8.1,0.889,0.0,0.0,,7.2,8.1,0.889,0.889,2.3,5.9,0.385,4.1,5.4,9.5,0.9,1.4,0.9,0.5,6.8,16.7,
12,Gui Santos,22,PF,10,0,72,4.5,8.5,0.529,2.0,5.0,0.4,2.5,3.5,0.714,0.647,2.0,3.0,0.667,1.5,4.5,6.0,4.0,1.5,0.5,3.0,5.0,13.0,
13,Pat Spencer,28,PG,8,0,63,9.1,14.3,0.64,0.6,1.7,0.333,8.6,12.6,0.682,0.66,1.7,1.7,1.0,2.9,3.4,6.3,3.4,1.7,0.0,3.4,5.1,20.6,
14,Kevin Knox,25,SF,5,0,38,7.6,18.9,0.4,0.9,5.7,0.167,6.6,13.3,0.5,0.425,3.8,4.7,0.8,2.8,3.8,6.6,3.8,0.0,0.9,1.9,1.9,19.9,
15,Braxton Key,27,SF,5,0,23,1.6,12.5,0.125,0.0,1.6,0.0,1.6,11.0,0.143,0.125,0.0,0.0,,7.8,6.3,14.1,1.6,3.1,3.1,4.7,6.3,3.1,
