Unnamed: 0,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Team,82.0,19730,3342,7412,0.451,1264,3475,0.364,2078,3937,0.528,1383,1811,0.764,1029,2692,3721,2386,771,391,1152,1571,9331
Team/G,,240.6,40.8,90.4,0.451,15.4,42.4,0.364,25.3,48.0,0.528,16.9,22.1,0.764,12.5,32.8,45.4,29.1,9.4,4.8,14.0,19.2,113.8
Lg Rank,,23,21,8,25.0,4,2,16.0,27,27,23.0,17,13,25.0,5,19,7,4,4,17,14,23,17
Year/Year,,-0.5%,-6.7%,-1.4%,-0.026,4.4%,8.9%,-0.016,-12.4%,-9.0%,-0.021,7.9%,10.2%,-0.016,3.3%,-5.0%,-2.8%,-0.7%,34.8%,3.7%,-1.9%,-1.7%,-3.4%
Opponent,82.0,19730,3316,7126,0.465,1080,2976,0.363,2236,4150,0.539,1348,1752,0.769,869,2744,3613,2120,621,441,1291,1523,9060
Opponent/G,,240.6,40.4,86.9,0.465,13.2,36.3,0.363,27.3,50.6,0.539,16.4,21.4,0.769,10.6,33.5,44.1,25.9,7.6,5.4,15.7,18.6,110.5
Lg Rank,,23,5,5,11.0,12,8,18.0,6,10,12.0,11,13,5.0,8,19,15,10,8,24,5,18,8
Year/Year,,-0.5%,-4.0%,-3.9%,-0.0,-0.7%,-1.8%,0.004,-5.5%,-5.4%,-0.001,-7.0%,-4.8%,-0.018,-2.6%,4.5%,2.7%,-3.1%,-1.9%,8.4%,21.0%,3.5%,-4.1%
