unnamed_0_level_0_starters,basic_box_score_stats_mp,basic_box_score_stats_fg,basic_box_score_stats_fga,basic_box_score_stats_fg,basic_box_score_stats_3p,basic_box_score_stats_3pa,basic_box_score_stats_3p,basic_box_score_stats_ft,basic_box_score_stats_fta,basic_box_score_stats_ft,basic_box_score_stats_orb,basic_box_score_stats_drb,basic_box_score_stats_trb,basic_box_score_stats_ast,basic_box_score_stats_stl,basic_box_score_stats_blk,basic_box_score_stats_tov,basic_box_score_stats_pf,basic_box_score_stats_pts,basic_box_score_stats_gmsc,basic_box_score_stats_,did_play,dnp_reason,team,opponent,home_team,away_team,is_home,is_away,player_uid,game_id,game_date,scraped_at,table_id
Shai Gilgeous-Alexander,35:28,10,22,.455,1,3,.333,2,2,1.000,0,4,4,8,1,0,4,0,23,15.4,+7,True,,OKC,DAL,DAL,OKC,False,True,9929ebd1a31219b4066a4c49a5e579151ecdf37a,202510270DAL,"Oklahoma City Thunder at Dallas Mavericks Box Score, October 27, 2025",2026-01-20T13:45:37.122125,box-OKC-game-basic
Cason Wallace,32:48,2,9,.222,0,5,.000,0,0,,1,4,5,5,1,0,1,2,4,3.1,+4,True,,OKC,DAL,DAL,OKC,False,True,14f49a13ecb30334324789c64d93b9bc78627405,202510270DAL,"Oklahoma City Thunder at Dallas Mavericks Box Score, October 27, 2025",2026-01-20T13:45:37.122125,box-OKC-game-basic
Chet Holmgren,32:09,6,10,.600,2,5,.400,4,6,.667,1,10,11,2,0,4,3,4,18,15.9,+15,True,,OKC,DAL,DAL,OKC,False,True,493bd06eed85318ac3486be6897522387473b835,202510270DAL,"Oklahoma City Thunder at Dallas Mavericks Box Score, October 27, 2025",2026-01-20T13:45:37.122125,box-OKC-game-basic
Luguentz Dort,31:32,2,9,.222,2,6,.333,0,0,,0,5,5,1,0,0,0,3,6,1.5,+3,True,,OKC,DAL,DAL,OKC,False,True,09c7e9cf45723c01ca3913eec7d1e8ac954fd46f,202510270DAL,"Oklahoma City Thunder at Dallas Mavericks Box Score, October 27, 2025",2026-01-20T13:45:37.122125,box-OKC-game-basic
Isaiah Hartenstein,29:53,8,11,.727,0,0,,0,0,,5,7,12,0,1,0,1,5,16,15.1,-7,True,,OKC,DAL,DAL,OKC,False,True,8f0fe3b60de1d086e848e2863fe0708073154f17,202510270DAL,"Oklahoma City Thunder at Dallas Mavericks Box Score, October 27, 2025",2026-01-20T13:45:37.122125,box-OKC-game-basic
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,True,,OKC,DAL,DAL,OKC,False,True,db9f0d2d8e35bf9bfe5484c18ccce60135394ec5,202510270DAL,"Oklahoma City Thunder at Dallas Mavericks Box Score, October 27, 2025",2026-01-20T13:45:37.122125,box-OKC-game-basic
Ajay Mitchell,27:15,7,14,.500,0,4,.000,3,3,1.000,2,5,7,1,1,0,2,3,17,11.4,-2,True,,OKC,DAL,DAL,OKC,False,True,0c6b587e791d564530e17de73d55bc65e0fe7bf1,202510270DAL,"Oklahoma City Thunder at Dallas Mavericks Box Score, October 27, 2025",2026-01-20T13:45:37.122125,box-OKC-game-basic
Aaron Wiggins,26:45,5,12,.417,1,6,.167,0,0,,0,3,3,3,0,0,1,2,11,5.8,0,True,,OKC,DAL,DAL,OKC,False,True,4468867ba8aff2d311c16b54484e88527b2c83a6,202510270DAL,"Oklahoma City Thunder at Dallas Mavericks Box Score, October 27, 2025",2026-01-20T13:45:37.122125,box-OKC-game-basic
Jaylin Williams,17:24,1,2,.500,0,1,.000,2,2,1.000,0,7,7,1,1,1,1,2,4,5.7,+7,True,,OKC,DAL,DAL,OKC,False,True,abeeba46c0529e5be6811a39d64df3cf8a64daa4,202510270DAL,"Oklahoma City Thunder at Dallas Mavericks Box Score, October 27, 2025",2026-01-20T13:45:37.122125,box-OKC-game-basic
Brooks Barnhizer,6:25,1,1,1.000,0,0,,0,0,,0,1,1,0,0,0,0,2,2,1.2,+5,True,,OKC,DAL,DAL,OKC,False,True,427f116021472da32baa1e267365f88a714d9b16,202510270DAL,"Oklahoma City Thunder at Dallas Mavericks Box Score, October 27, 2025",2026-01-20T13:45:37.122125,box-OKC-game-basic
Chris Youngblood,0:21,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,+3,True,,OKC,DAL,DAL,OKC,False,True,4809157789dce08b28403a18f0366812fc111d4c,202510270DAL,"Oklahoma City Thunder at Dallas Mavericks Box Score, October 27, 2025",2026-01-20T13:45:37.122125,box-OKC-game-basic
Ousmane Dieng,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,coach_decision,OKC,DAL,DAL,OKC,False,True,fdba5ff13e9af0b71985dbbe2478aba0bc221951,202510270DAL,"Oklahoma City Thunder at Dallas Mavericks Box Score, October 27, 2025",2026-01-20T13:45:37.122125,box-OKC-game-basic
Team Totals,240,42,90,.467,6,30,.200,11,13,.846,9,46,55,21,5,5,13,23,101,,,True,,OKC,DAL,DAL,OKC,False,True,84d64a646d2c7b453cab486f52f3d59bc9ebad3e,202510270DAL,"Oklahoma City Thunder at Dallas Mavericks Box Score, October 27, 2025",2026-01-20T13:45:37.122125,box-OKC-game-basic
